,index,date,caption,comments,likes
82,82,2021-04-18 14:37:38,"lodolite towers ✨ (SOLD OUT) 

join us on tues, 20th april, 8pm!!✨

Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",0,77
83,83,2021-04-17 16:25:36,"spanish pyrite!!! ✨(SOLD OUT)

join us on tues, 20th April, 8pm!!✨
Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",1,57
84,84,2021-04-17 16:01:41,"gold rutile clusters 💛

join us on tues, 20th April, 8pm!!✨
Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",2,95
85,85,2021-04-17 15:31:04,"super 7 towers!!! 💜 [SOLD OUT]

join us on tues, 20th April, 8pm!!✨
Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",2,31
86,86,2021-04-10 19:06:36,"watermelon tourmaline 🍉😍 (SOLD OUT)

join us on tues, 13th April, 8pm!!✨

Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",11,153
87,87,2021-04-10 18:48:38,"grey lithium phantom tower 🤍 (SOLD OUT)

join us on tues, 13th April, 8pm!!✨

Purchase with Purchase (PWP) at the end of every live sales!! 😍 50% off everything on PWP trays! ☺️✨

fun games and lucky draws to win prizes!!!🍀

follow us and turn on the countdown reminder on our story so u won’t miss out! 💖",2,53
88,88,2021-03-28 20:18:41,"added moonstone rings and lodolite rings on this tuesday table!!!! 😍 

they’re all adjustable!!! 

see y’all on tuesday, 30th mar, 8pm!",7,52
89,89,2021-03-27 18:19:15,"seer stones 🍡 (SOLD OUT)

available on 30th mar, tues 8pm live show!!! 😋",2,70
90,90,2021-03-26 16:35:46,"rhodochrosite from argentina 🇦🇷 

these beautiful rose red rhodochrosite with gorgeous pink and white banding brings true happiness to one's life! ☺️ 
It helps to  heals emotional wounds and allow oneself to love unconditionally again 💖

join our live show this coming tuesday, 30th mar at 8pm!!! 💗 

we have mini games during the live for everyone to win prizes and lucky draws at the end of every live for those who made purchases! 😍

follow us and turn on the reminder on our story so you won’t miss out!! ✨

see y’all!!!!✨",2,100
91,91,2021-03-14 17:12:10,"lodolite tower 🤍 (SOLD OUT)

comment 💖 if you think this one is gorgeous 🥴

available on tues, 16 mar, 8pm live sales ✨ join us ☺️",9,55
92,92,2021-03-14 17:10:30,"lodolite towers 🤍🤍🤍 [SOLD OUT]

available on tues, 16th mar, 8pm live sales!! 🤍🤍🤍",1,15
93,93,2021-03-14 16:55:12,"lodolite towers 🌸 [SOLD OUT]

available on tues, 16th mar, 8pm✨✨",0,12
94,94,2021-02-06 18:13:11,"moolah set🐮
limited sets available!! 
$18
comes with:
- terrarium 10cm x 8.8cm 
- 100g chips of your choice 
- ox of your choice (6 designs available)
- mini ingot 
- mini red packet 

there’s space to add on your favourite huat crystals!! look at mine with my lemon citrine tower!",2,34
95,95,2021-02-06 18:07:15,"you’re my valentine set 💗
limited sets available!! 
$28
comes with:
- terrarium 10cm x 8.8cm 
- 200g chips of your choice 
- cute couple figuring 
- artificial flower (pink,white/ blue,white/ blue,pink)
- heart topper 

what an affordable and cute gift! personalise by adding on your photos!",0,15
96,96,2021-02-06 18:01:51,"moo moo terrarium 🐮
mega huat set 
only 2 sets available 😍
$28 
comes with:
- terrarium 10.5cm x 12cm 
- 200g chips of your choice
- ox of your choice (6 designs available)
- bucket of gold 
- gold bars
- mini red packet 

only 2!!!! dm to claim!!!",0,24
97,97,2021-01-30 17:55:43,"druzy agate sphere 🏐 (SOLD OUT)

available on 2nd feb, 8pm live sales 🏏",0,44
98,98,2021-01-30 17:54:33,"druzy agate obelisk🗼(SOLD OUT)

available on 2nd feb, 8pm live sales🗽",0,29
99,99,2021-01-30 17:53:07,"druzyyyyy agate egg 🥚🐣 (SOLD OUT)

available on 2nd feb, 8pm live sales 🍳",4,80
100,100,2021-01-30 17:41:53,"fluorite towers♟(SOLD OUT)
available on 2nd feb, 8pm live sales 🖤",1,18
101,101,2021-01-10 19:58:05,"blue fluorite raw 🧊 (SOLD OUT) 
available on 12th january, 8pm live sales 🦋",0,33
102,102,2021-01-10 19:56:58,"kyanite 🌊 (SOLD OUT)
available on 12th january, 8pm live sales 💨",0,12
103,103,2021-01-10 19:55:47,"sodalite towers 🌊 (SOLD OUT)
available on 12th january, 8pm live sales 🌪",1,21
104,104,2021-01-10 19:54:05,"lapis lazuli towers 🗻 (SOLD OUT)
available on 12th january, 8pm live sales 💙",0,12
105,105,2021-01-10 19:46:57,"smoky quartz tower 🌈 (SOLD OUT)
available on 12th january, 8pm live sales 🌞",1,18
106,106,2021-01-10 19:37:34,"small spheres 🌕 (SOLD OUT)
- lapis lazuli, green aventurine, tiger eye, rose quartz, red jasper, clear quartz - 
available on 12th january, 8pm live sales 💫",3,16
107,107,2021-01-10 19:35:30,"mini smoky spheres 🌈 (SOLD OUT)
available on 12th january, 8pm live sales. ✨",2,21
108,108,2021-01-10 19:27:45,"crazy lace agate towers 🌙 (SOLD OUT)
• also known as happy lace / laughing stone! it’s a happiness stone! it shows you how to stay present in the moment, give you feelings of security and inner stability and fills your life with energies that make you feel well and whole. no matter how much you’re going in your life right now, you will always be able to enjoy the little moments!",0,16
109,109,2021-01-10 19:04:17,"desert rose selenite 🥀 (SOLD OUT)
• charge and cleanse other crystals when placed around them
• cleanse one's aura and environment
• assist in mental clarity and focus
•rejuvenating energy, help to relieve stress while enhancing your willpower
• helps one find a path through the manifestation of achieving your dreams and turning them into a reality

available on 12th january, 8pm 🌹",0,12
110,110,2021-01-10 18:46:19,"watermelon tourmaline 🍉
• balances male and female energy (yin yang)
• attracts love 
• keeps negative energies away, remove negative thoughts and emotions affecting your relationships/life
• increase self confidence 
• heals emotional wounds and bring joy

available on 12th january, 8pm live sales 💗",1,108
111,111,2020-11-25 20:44:09,"[GIVEAWAY!!!!]
we truly appreciate each and everyone of you for all your patience, guidance and support the past few months!! we couldn’t achieve this without all of you!! and we aim to curate more high quality and unique pieces for all of you💗 

to celebrate this milestone, we are giving away 3 dua leng gong!!!!😍 
✨ amethyst geode 1.48kg (worth $268)
✨ rose quartz sphere 1.49kg (worth $168)
✨ fluorite slab 968g (worth $108) 

to participate:
🌸follow @kayla.crystals and like this post. 
🌸tag 3 friends and tell us 1 thing you love about kayla.crystals! (1 entry per comment) *unlimited entries but no repeated names*
🌸 share on your story for additional 2 entries (screenshot and send us if your account is private) *up to 1 post per day*
🌸 spend $100 and above in a single receipt from 26/11 to 13/12 for additional 5 entries!

giveaway ends on 13th dec 2020, 2359 ☺️
winners will be drawn on saturday 19th Dec 2020 8pm, so y’all can receive by christmas 🎄!!!

goodluck everyone!!!! and have fun😘💗
#unblockforluck🍀",239,149
112,112,2020-11-23 12:15:31,"thank you for 1K ☺️ we truly appreciate each and everyone of you who have joined us and supported us every friday night and here’s to a big announcement and achievement! We have revamped our brand logo, designed by @lynnsayscrystals !!!

our logo idea:
i told lynn that i want something abstract and minimalist, something that represent us, something that could show that kayla.crystals is not just kayla but also an admin behind managing all the saikang while i had a hard time juggling my full-time job because we are a team and i couldn’t have gone so far without his help. 

and tadahhhh she gave me a perfect logo, exactly what’s in my mind when i told her my idea!!!! 

here’s a shout out to @lynnsayscrystals !! hit her up to find out her rates if you are looking to design a logo!!! she’s TALENTED AND AMAZING!!! thank you lynn, i love it so much!!!💗

and to celebrate our 1k followers milestone, we are going to have a big giveaway soon!! stay tune!!💗",20,86
113,113,2020-11-11 22:33:46,"the triassic period. 🦕 
• 13th november, friday, 8:30pm live sales •",1,59
114,114,2020-10-22 06:39:27,"halloween night ☠️. 
skulls, black obsidian heart anatomy, labradorite, african bloodstone, red and blue tiger eye, sphalerite, black moonstone, black rutile, smokey quartz and sodalite. 

available on friday, 23rd Oct 8:30pm SGT. 👻",9,45
