,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
6900,imsiewhai,119,424,FALSE,3.56302521,5
6901,alicenyl,13,99,TRUE,7.615384615,9
6902,omaung75,61,313,FALSE,5.131147541,10
6903,hellolemonnnnnn,134,1391,TRUE,10.38059701,2
6904,aishwarrior,833,3618,TRUE,4.343337335,506
6905,nishajijaykumar,972,1716,TRUE,1.765432099,84
6906,srikandiputri,57,2198,TRUE,38.56140351,1920
6907,errchan,346,642,FALSE,1.855491329,422
6908,candicetlx,229,231,TRUE,1.008733624,58
6909,mishisushi,1387,3113,FALSE,2.244412401,1321
6910,charabyt,281,1228,TRUE,4.370106762,775
6911,benberryasia,50,42,FALSE,0.84,25
6912,celene_yu,110,273,TRUE,2.481818182,98
6913,purpleeheart55,70,1177,TRUE,16.81428571,0
6914,dawn_neo,152,459,TRUE,3.019736842,1146
6915,lynnaurah,118,881,TRUE,7.466101695,358
6916,ojesh_mildred,125,304,FALSE,2.432,918
6917,devinarajpal,55,2009,TRUE,36.52727273,0
6918,perlz_lin,56,366,TRUE,6.535714286,190
6919,ppbaobao202,128,527,TRUE,4.1171875,316
6920,themamabeads,572,1165,FALSE,2.036713287,21
6921,loveinbetween,528,746,TRUE,1.412878788,1645
6922,thereselau,76,255,TRUE,3.355263158,69
6923,jeweljgpr,56,135,TRUE,2.410714286,31
6924,ummufawwaz168,163,512,TRUE,3.141104294,5
6925,joycejn3384,53,109,TRUE,2.056603774,105
6926,ah_chchoo,88,5361,TRUE,60.92045455,0
6927,shiroi_sangatsu,17,69,FALSE,4.058823529,69
6928,momomoschino,57,852,FALSE,14.94736842,0
6929,yhsayshi,193,747,TRUE,3.870466321,287
6930,itzjust_grace,38,165,TRUE,4.342105263,555
6931,rece_renee1,550,1726,FALSE,3.138181818,2783
6932,_miaoling,123,632,TRUE,5.138211382,57
6933,furristica,397,460,FALSE,1.158690176,205
6934,indoenergy_eartcrystal,2416,7039,FALSE,2.913493377,543
6935,dada_etyy_18,121,332,TRUE,2.743801653,73
6936,melisloveee,3718,1607,TRUE,0.432221625,1995
6937,oh.serendipity.crystal,111,207,FALSE,1.864864865,15
6938,7inda87,284,270,FALSE,0.950704225,874
6939,janetohsy,200,618,TRUE,3.09,741
6940,azlean.16,52,195,TRUE,3.75,78
6941,aqillizqisya,153,402,TRUE,2.62745098,1633
6942,mindxcircus,359,1530,TRUE,4.26183844,673
6943,miko3029,190,454,TRUE,2.389473684,110
6944,mialim88,364,468,TRUE,1.285714286,1473
6945,yoonhoong,139,91,FALSE,0.654676259,19
6946,sisihong,536,865,FALSE,1.61380597,910
6947,boba_ru,64,751,TRUE,11.734375,134
6948,caminhyun.h,117,1110,TRUE,9.487179487,549
6949,emomotamus,1140,544,FALSE,0.477192982,4065
6950,gladyscasati,1587,1038,TRUE,0.654064272,2448
6951,anida_md,221,2049,TRUE,9.271493213,62
6952,kellyy.teo,6,323,TRUE,53.83333333,0
6953,sheemahzainal,350,883,FALSE,2.522857143,43
6954,akiiyu_t,1,130,TRUE,130,4
6955,meishan_t,412,991,TRUE,2.405339806,129
6956,charaminew,134,1695,TRUE,12.64925373,0
6957,sy4451,43,52,FALSE,1.209302326,0
6958,stylewithmisstracy,5199,3211,FALSE,0.617618773,807
6959,butterflydreamer111,1613,1506,TRUE,0.93366398,2414
6960,charmaine_siew24,584,592,FALSE,1.01369863,484
6961,jassicalmf18,68,36,FALSE,0.529411765,32
6962,77siewching,32,48,TRUE,1.5,2
6963,aprilzhuopeihua,1064,4353,FALSE,4.091165414,416
6964,becauseilove_shopping,14,394,FALSE,28.14285714,0
6965,kiokoangel,606,1897,FALSE,3.130363036,1378
6966,8rendalin,407,825,TRUE,2.027027027,79
6967,gerbb9,235,783,TRUE,3.331914894,834
6968,aaggby,92,635,TRUE,6.902173913,1436
6969,nidznad,843,2088,TRUE,2.476868327,355
6970,junelaureane,406,638,TRUE,1.571428571,650
6971,runawaycandy,819,2502,TRUE,3.054945055,1759
6972,w0debaby,419,695,TRUE,1.658711217,1291
6973,porstacy,47,9,FALSE,0.191489362,0
6974,cue.pjay,271,485,TRUE,1.789667897,154
6975,lynnyiew323,660,2530,TRUE,3.833333333,83
6976,happy_heart_essential_oil,441,686,FALSE,1.555555556,378
6977,sunnieyx,393,2023,TRUE,5.147582697,444
6978,irist2112,150,367,TRUE,2.446666667,309
6979,sil_ver0517,0,93,TRUE,93,0
6980,lene.wee,10,63,TRUE,6.3,0
6981,missyblack15,288,724,TRUE,2.513888889,523
6982,baby_qi0511,8,17,TRUE,2.125,2
6983,yingchunlow,1,94,TRUE,94,1
6984,love_minmore,112,1358,TRUE,12.125,305
6985,cavalier_taek,45,254,FALSE,5.644444444,3
6986,xujingjia,3,56,TRUE,18.66666667,1721
6987,reginekaneshiro1105,195,852,TRUE,4.369230769,36
6988,dreamingofsplendidgems,1372,2750,FALSE,2.004373178,519
6989,sue_layman,65,69,FALSE,1.061538462,1
6990,carrieislala,135,618,TRUE,4.577777778,1466
6991,ying.ver.2.7,320,1747,TRUE,5.459375,601
6992,pauuliineeee,24,95,TRUE,3.958333333,6
6993,hollandpotato,299,1346,FALSE,4.501672241,891
6994,prisclee,206,591,TRUE,2.868932039,53
6995,intanmia525,56,44,FALSE,0.785714286,24
6996,yinghui10,174,168,FALSE,0.965517241,55
6997,scullyzee,71,65,FALSE,0.915492958,18
6998,brendokipo,77,177,TRUE,2.298701299,593
