,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
6500,uruturut_sg,2203,1111,FALSE,0.504312301,293
6501,jstsyannn,555,1898,FALSE,3.41981982,1485
6502,queeny79,195,165,FALSE,0.846153846,349
6503,norizillya,1,48,TRUE,48,0
6504,masraphayu,477,699,TRUE,1.465408805,24
6505,cezzyme,369,458,TRUE,1.241192412,48
6506,ninette_nritya,14188,5616,FALSE,0.39582746,66
6507,idcidkk_,1,86,TRUE,86,0
6508,melpiques,449,2169,TRUE,4.830734967,2981
6509,mena_nadaraja,386,1766,TRUE,4.575129534,0
6510,farhanah_banu,115,3491,TRUE,30.35652174,147
6511,andversakura,98,447,TRUE,4.56122449,40
6512,shirleychiam,196,284,TRUE,1.448979592,679
6513,raz.ana2.4,266,1838,FALSE,6.909774436,26
6514,mswonderme,36,83,FALSE,2.305555556,0
6515,glossy.ing,165,263,TRUE,1.593939394,448
6516,_jazreel2308_,183,1050,TRUE,5.737704918,58
6517,beeoobee,7,227,TRUE,32.42857143,324
6518,rubychopra23,7,227,TRUE,32.42857143,324
6519,valshopy,14,389,TRUE,27.78571429,9
6520,lynn.tran.1609,365,1249,FALSE,3.421917808,71
6521,ebidawn,1580,2399,TRUE,1.51835443,1183
6522,yanchinggg,595,522,TRUE,0.877310924,59
6523,suraidah545,595,522,TRUE,0.877310924,59
6524,odin_heims_energy,289,1125,FALSE,3.892733564,40
6525,lin_gg,517,1647,TRUE,3.185686654,222
6526,katelynz_22,27,114,TRUE,4.222222222,0
6527,sheilakoh_1630,612,4467,FALSE,7.299019608,110
6528,linda_lynne74,1375,1975,FALSE,1.436363636,14
6529,_nina_dewi,471,1874,TRUE,3.978768577,333
6530,suharnirangkuti,1576,4423,FALSE,2.806472081,565
6531,orangeholicsanonymous,40618,1108,FALSE,0.027278546,835
6532,christ_lhl,161,687,TRUE,4.267080745,339
6533,riany.mk_,146,1012,TRUE,6.931506849,1067
6534,0409hunnybunny,430,913,FALSE,2.123255814,528
6535,lizmok80,71,352,TRUE,4.957746479,1040
6536,cuteyling,3883,6566,FALSE,1.690960597,1572
6537,surerain,1512,1896,FALSE,1.253968254,2603
6538,atergal96,24,1804,TRUE,75.16666667,0
6539,txshxx_y,587,2394,TRUE,4.078364566,3096
6540,joehakay,263,541,TRUE,2.057034221,11
6541,sjtan29,171,227,TRUE,1.32748538,41
6542,milkktyi_,39,218,TRUE,5.58974359,1008
6543,eywytu,145,2028,TRUE,13.9862069,0
6544,deniseminz,328,1976,TRUE,6.024390244,882
6545,teqlura,62,225,TRUE,3.629032258,59
6546,sarah_tlc,34,445,TRUE,13.08823529,7
6547,thuijun87,65,93,TRUE,1.430769231,238
6548,eeleenz10,320,572,FALSE,1.7875,402
6549,gwenzyggy,25,95,FALSE,3.8,0
6550,imapinktiger,397,566,TRUE,1.425692695,794
6551,sharonjohns,190,1186,TRUE,6.242105263,146
6552,s.e.r.e.n.a_15,36,153,TRUE,4.25,5
6553,mileisle,793,440,FALSE,0.554854981,81
6554,watashihoon,5,1219,TRUE,243.8,635
6555,cass.limhn,583,4589,TRUE,7.87135506,636
6556,kar_thin9,761,1441,TRUE,1.893561104,626
6557,shayla_khan33,1045,2601,TRUE,2.488995215,824
6558,vrages,75,626,TRUE,8.346666667,36
6559,lyadelicia,493,4268,TRUE,8.657200811,672
6560,karenjeanie,794,810,FALSE,1.020151134,225
6561,poyosann,1100,503,FALSE,0.457272727,2371
6562,juvviee,52,139,FALSE,2.673076923,57
6563,mrsbelindasng,69,1064,TRUE,15.42028986,445
6564,sotongxia,299,1035,TRUE,3.461538462,539
6565,ggnett,220,589,TRUE,2.677272727,405
6566,yy_gems,113,67,FALSE,0.592920354,88
6567,r_o_g_u_e_x,195,5182,TRUE,26.57435897,468
6568,andreanamah,222,410,TRUE,1.846846847,470
6569,momoko_pinko,202,1494,TRUE,7.396039604,1781
6570,itzz_cedmuffin,69,259,TRUE,3.753623188,214
6571,shasha_dian_postanatal_massage,1485,804,FALSE,0.541414141,50
6572,lingtiek,1029,3218,FALSE,3.127308066,348
6573,aglashartistry,1999,846,FALSE,0.423211606,911
6574,ye.vanessa,67,583,TRUE,8.701492537,42
6575,xiixxi,597,941,TRUE,1.576214405,1101
6576,shadnerlee,118,416,TRUE,3.525423729,47
6577,simplybnette,0,155,TRUE,155,0
6578,dillaaazman,165,770,TRUE,4.666666667,331
6579,ithinkurpretty_,23,179,TRUE,7.782608696,486
6580,nasyibasahari,657,2060,TRUE,3.135464231,2446
6581,rameshanti,174,221,FALSE,1.270114943,9
6582,neetamulani,744,4670,TRUE,6.27688172,1
6583,acewilly,370,577,TRUE,1.559459459,74
6584,sanz_ng,163,96,TRUE,0.588957055,32
6585,jaztals,84,34,FALSE,0.404761905,1
6586,ivyyzf13,413,1588,TRUE,3.84503632,309
6587,nuragrams,76,996,TRUE,13.10526316,373
6588,_cakeaddict_,516,1198,TRUE,2.321705426,481
6589,nonie_razni,1654,3555,FALSE,2.149334946,1162
6590,nana87khalisha05,477,1023,FALSE,2.144654088,1182
6591,amsyeo,155,424,TRUE,2.735483871,869
6592,yi.sheng.suo.ai,114,973,FALSE,8.535087719,2
6593,jenellemint,684,1626,TRUE,2.377192982,1637
6594,_watashi_no_namae_wa_meezito_,624,2655,TRUE,4.254807692,384
6595,preity31,422,828,FALSE,1.962085308,382
6596,pauline_peaceluvjoy,812,491,TRUE,0.604679803,713
6597,jolenesiow,75,553,TRUE,7.373333333,561
6598,kalkal_88,321,714,TRUE,2.224299065,199
6599,stephxlj,545,1021,TRUE,1.873394495,68
6600,chenhm,2728,4201,FALSE,1.539956012,5332
6601,basirahghaffor,282,630,FALSE,2.234042553,13
6602,fhoonglaidoris,101,192,TRUE,1.900990099,30
6603,garciaastra,269,711,TRUE,2.643122677,32
6604,iman_qasehmelyaasyah,515,2358,TRUE,4.578640777,488
6605,free_mala7432,869,4954,FALSE,5.700805524,32
6606,jazeltwy,754,1180,TRUE,1.564986737,43
6607,agatesuiseki21,474,2188,FALSE,4.616033755,170
6608,ramalfa13,112,462,TRUE,4.125,42
6609,kalaivani_1112,130,343,TRUE,2.638461538,25
6610,seowml,105,348,TRUE,3.314285714,66
6611,theselfobsessed,218,1290,TRUE,5.917431193,2539
6612,jocelyntan89,258,263,FALSE,1.019379845,434
6613,nooraneesha,157,790,TRUE,5.031847134,122
6614,lugo0302,60,103,FALSE,1.716666667,162
6615,shereen_yht,148,555,TRUE,3.75,0
6616,iammariambegum,172,771,TRUE,4.48255814,299
6617,capricorngirlie,552,1280,TRUE,2.31884058,1033
6618,venny_goh,945,1189,FALSE,1.258201058,1029
6619,rainbow7282838,0,1971,TRUE,1971,1467
6620,irwani69,133,714,TRUE,5.368421053,8
6621,moonshinetea,133,714,TRUE,5.368421053,8
6622,sblovelytan101,65,1447,TRUE,22.26153846,560
6623,lockilicious82,59,942,TRUE,15.96610169,50
6624,jxprawnie,0,1440,TRUE,1440,154
6625,junsapen,394,2349,TRUE,5.961928934,175
6626,antzaoka,545,1319,FALSE,2.420183486,146
6627,yrwei,140,528,TRUE,3.771428571,188
6628,healthy_living977,2,387,TRUE,193.5,0
6629,cloudiecynn,64,250,TRUE,3.90625,565
6630,elffaw00,72,296,TRUE,4.111111111,67
6631,nrlmrh,158,746,TRUE,4.721518987,2
6632,lilmorgiebear,33,835,TRUE,25.3030303,226
6633,fifi1427,327,2514,TRUE,7.688073394,6
6634,anne_tlk,284,1160,TRUE,4.084507042,301
6635,yishunliushabao,29,534,TRUE,18.4137931,1873
6636,nicemumzilla,36,61,FALSE,1.694444444,14
6637,farelynn.farah,371,1747,TRUE,4.708894879,197
6638,fairyharay,522,2428,TRUE,4.651340996,2280
6639,ismia_ny,19,502,TRUE,26.42105263,2
6640,crystalyeoyo,51,530,TRUE,10.39215686,0
6641,diana_suvito,134,2606,TRUE,19.44776119,100
6642,6i.xia,84,175,TRUE,2.083333333,14
6643,sheisaworkerholic,446,731,TRUE,1.639013453,3724
6644,evodanseur,397,890,TRUE,2.241813602,80
6645,anntan_sw,407,565,TRUE,1.388206388,425
6646,adniel_yuki,838,3071,TRUE,3.664677804,1200
6647,mousie_mousie,240,484,TRUE,2.016666667,543
6648,ang.meizhen,95,384,TRUE,4.042105263,390
6649,karinelovex3,533,334,TRUE,0.626641651,1097
6650,aineesar,29,1434,TRUE,49.44827586,53
6651,bibianpooh,332,939,TRUE,2.828313253,191
6652,geoglogy,1370,4525,FALSE,3.302919708,1484
6653,shameema_amar,759,1403,FALSE,1.848484848,748
6654,rainbowstory101,1421,920,FALSE,0.647431386,340
6655,sheryl_cyl,305,689,TRUE,2.259016393,114
6656,julianayjx,743,597,TRUE,0.803499327,844
6657,rubyt82,130,445,TRUE,3.423076923,10
6658,overandover4gain,130,445,TRUE,3.423076923,10
6659,il211092,19,230,TRUE,12.10526316,37
6660,suhaida_johari,603,1244,TRUE,2.063018242,494
6661,thebeadingbuddies,1512,98,FALSE,0.064814815,669
6662,eda.alhinduan,139,212,FALSE,1.525179856,10
6663,jhamskii,159,398,TRUE,2.503144654,198
6664,dhiahli,438,975,TRUE,2.226027397,140
6665,naumashezadarif,617,2380,TRUE,3.857374392,608
6666,anna_githa,441,1912,TRUE,4.335600907,99
6667,kymgoh28,46,491,TRUE,10.67391304,2
6668,shokureun,500,2312,FALSE,4.624,160
6669,delisha_matin46,137,826,TRUE,6.02919708,52
6670,shasyafiqah,269,979,TRUE,3.639405204,55
6671,aslegacysingapura,1252,1589,FALSE,1.269169329,3136
6672,_02pandora,15,1312,TRUE,87.46666667,19
6673,kellycadebby,137,834,TRUE,6.087591241,149
6674,suraiyahmdyussof,123,5942,TRUE,48.30894309,237
6675,weiyin91,217,492,TRUE,2.267281106,11
6676,jade.jade.jadyn,819,1403,TRUE,1.713064713,97
6677,chooontheroad,29,118,TRUE,4.068965517,124
6678,estherhengheng,72,1108,TRUE,15.38888889,73
6679,fishesandteasweeterthansweet,53,1407,TRUE,26.54716981,2437
6680,stkgstan,272,625,TRUE,2.297794118,41
6681,elenasophiely,67,64,TRUE,0.955223881,30
6682,baoisthequeen,875,1920,TRUE,2.194285714,4236
6683,lily_tulipsunshine77,123,1086,TRUE,8.829268293,95
6684,crystellecrystell,1103,7502,TRUE,6.801450589,142
