,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
11800,suhuiyun,54,957,TRUE,17.72222222,784
11801,pam.ljm,223,360,TRUE,1.614349776,255
11802,rayekpl,119,291,TRUE,2.445378151,152
11803,m.silvia90,2303,2870,TRUE,1.246200608,497
11804,ida866,96,387,FALSE,4.03125,17
11805,huigoh3,5,88,TRUE,17.6,514
11806,polkadot.dr,165,350,TRUE,2.121212121,24
11807,precia_moment,114,121,TRUE,1.061403509,765
11808,chilli_queenn,178,337,TRUE,1.893258427,31
11809,jessyoling,9,140,TRUE,15.55555556,0
11810,rachelicious,81,187,TRUE,2.308641975,150
11811,celin03,95,524,TRUE,5.515789474,380
11812,sharon_lee_tan,184,313,TRUE,1.701086957,2812
11813,shannxue,218,266,TRUE,1.220183486,55
11814,kailingggyew,262,991,TRUE,3.782442748,564
11815,samwongno7,362,369,FALSE,1.019337017,14
11816,wangyuancafe,401,142,FALSE,0.354114713,153
11817,kaleidoscooope,596,467,TRUE,0.783557047,66
11818,yijin_goh,932,2844,TRUE,3.051502146,599
11819,jasmineleexy,273,693,TRUE,2.538461538,1406
11820,elaine.cze,163,684,TRUE,4.196319018,3
11821,spongelaine,429,975,FALSE,2.272727273,193
11822,bluu_cavilla,2094,344,TRUE,0.164278892,0
11823,mich07,573,1012,TRUE,1.766143106,994
11824,hannya2407,10,1399,TRUE,139.9,425
11825,idahuiming,220,360,TRUE,1.636363636,682
11826,erna.wu,192,478,TRUE,2.489583333,11
11827,kimbabysg,511,833,TRUE,1.630136986,258
11828,sashimisalad,83,396,TRUE,4.771084337,25
11829,pham_thu,56,197,TRUE,3.517857143,32
11830,teomeowmeow,213,340,TRUE,1.596244131,945
11831,adelinelaw93,568,764,TRUE,1.345070423,240
11832,bao2,155,541,TRUE,3.490322581,408
11833,pris_qarah,955,2104,FALSE,2.203141361,1310
11834,reginelhr,275,562,TRUE,2.043636364,945
11835,coveaestheticssg,619,94,FALSE,0.151857835,127
11836,purrfect_rain,244,840,TRUE,3.442622951,654
11837,erinwxj,81,3469,TRUE,42.82716049,1
11838,jacquetta,540,820,TRUE,1.518518519,1081
11839,happiiegal,110,627,TRUE,5.7,389
11840,tsl_jenny,28,587,TRUE,20.96428571,298
11841,tanwanyi,314,560,FALSE,1.78343949,261
11842,chermaine.c,346,1284,FALSE,3.710982659,1320
11843,ariellynqing,121,727,TRUE,6.008264463,83
11844,whimslcalmusings,319,1033,TRUE,3.238244514,2400
11845,unienazwa3077,149,986,TRUE,6.617449664,72
11846,yuan_metaphysics,216,944,FALSE,4.37037037,48
11847,rrv_love,127,2055,TRUE,16.18110236,11
11848,yongyeanching,301,1173,TRUE,3.897009967,992
11849,iamstillah,374,1046,TRUE,2.796791444,861
11850,shuaijah,371,2801,TRUE,7.549865229,1326
11851,kuga_sinie,1235,2492,TRUE,2.017813765,870
11852,lynette_carolyne_simon_,599,2679,TRUE,4.47245409,63
11853,acupofjindro,648,5396,TRUE,8.327160494,59
11854,aly_starz,714,883,FALSE,1.236694678,39
11855,peivi_ee,1626,3326,FALSE,2.045510455,481
11856,bintuawang,3,542,TRUE,180.6666667,35
11857,iamsyaq,396,2195,TRUE,5.542929293,147
11858,jumbeeee,238,507,TRUE,2.130252101,1451
11859,thatcrystalcollector,253,230,FALSE,0.909090909,4
11860,ndiazaini,1895,4365,TRUE,2.303430079,59
11861,vernyla,29,224,TRUE,7.724137931,13
11862,just_luvfood,54,112,TRUE,2.074074074,0
11863,evee.lt,948,1245,TRUE,1.313291139,28
11864,novia_via_via,980,1918,TRUE,1.957142857,1711
11865,nurrohaizad,1044,3525,TRUE,3.376436782,60
11866,lucansvivieng88,32,63,TRUE,1.96875,1
11867,valencia0125,379,1868,TRUE,4.928759894,489
11868,kellenng,1065,1174,TRUE,1.102347418,692
11869,cherriewonka,370,1049,TRUE,2.835135135,331
11870,heyitshayleyley,553,539,TRUE,0.974683544,69
11871,shangalralla,473,922,TRUE,1.949260042,144
11872,silentcelle,93,1876,TRUE,20.17204301,347
11873,stellakaterina,87,1854,TRUE,21.31034483,943
11874,mallowcream,167,956,TRUE,5.724550898,2136
11875,hyerin15,23,251,TRUE,10.91304348,5
11876,whosdatgal,777,2016,FALSE,2.594594595,675
11877,josoh,260,903,TRUE,3.473076923,670
11878,joycetyj,1098,1173,FALSE,1.068306011,809
11879,estherificating,465,1100,TRUE,2.365591398,766
11880,velavola,93,398,TRUE,4.279569892,78
11881,tjosephine,377,783,TRUE,2.076923077,519
11882,michxjl_,207,1090,TRUE,5.265700483,336
11883,thefurriest.hams,370,394,FALSE,1.064864865,415
11884,bonnie_w_7,7,162,TRUE,23.14285714,4
11885,mainemaine09,79,1005,TRUE,12.72151899,908
11886,xxcindyleauxx,80,195,TRUE,2.4375,0
11887,kiki_nara_kala28,259,1136,TRUE,4.386100386,240
11888,bernice.berny976,258,581,TRUE,2.251937984,280
11889,siqiii_lee,673,1517,FALSE,2.254086181,1709
11890,kimiezou,389,992,TRUE,2.550128535,937
11891,petite_emille,330,2227,TRUE,6.748484848,420
11892,sheneedsmorespace,737,182,FALSE,0.246947083,45
11893,esha.elv_,365,1033,TRUE,2.830136986,93
11894,chouxchoouxx,444,691,TRUE,1.556306306,0
11895,princessjake93,284,387,TRUE,1.362676056,79
11896,evonlks,273,438,TRUE,1.604395604,286
11897,sherlyner40,98,1057,TRUE,10.78571429,233
11898,sylvgee,623,1341,FALSE,2.152487961,629
11899,gwtawtaw,153,1671,TRUE,10.92156863,92
11900,dlrm__,768,796,TRUE,1.036458333,223
11901,jazr33l,195,282,TRUE,1.446153846,397
11902,sabbybirdy,581,1233,TRUE,2.122203098,1396
11903,shirlfoo,8,272,TRUE,34,21
11904,irenaana,437,882,FALSE,2.018306636,434
11905,chasing.rainbowsnstars,768,495,FALSE,0.64453125,226
11906,10chia,337,1503,TRUE,4.459940653,1269
11907,celwulala,354,591,TRUE,1.669491525,372
11908,gwenderr,803,395,TRUE,0.491905355,1016
11909,k1mm_l333,15,69,TRUE,4.6,4
11910,caresse,477,723,FALSE,1.51572327,2246
11911,wanqi77,17,435,TRUE,25.58823529,2294
11912,iamsnowgal,80,573,FALSE,7.1625,142
11913,cwlham,61,174,FALSE,2.852459016,1
11914,jamila_.2695,750,596,FALSE,0.794666667,4
11915,boey1103,166,867,TRUE,5.222891566,301
11916,jjx9__9,220,1727,TRUE,7.85,367
11917,aqeel_ah,175,239,TRUE,1.365714286,1168
11918,ainigemstonegmail.com9,1311,6372,FALSE,4.860411899,410
11919,missyfelz,153,624,TRUE,4.078431373,1814
11920,sugarmissxy,168,259,TRUE,1.541666667,208
11921,christy1802,326,769,FALSE,2.358895706,284
11922,kellyzhl,111,48,FALSE,0.432432432,96
11923,adelinejylee,1199,2660,FALSE,2.21851543,1607
11924,arethaling,389,3371,TRUE,8.665809769,2168
11925,melliemooie,505,985,FALSE,1.95049505,733
11926,chennee77,47,446,TRUE,9.489361702,44
11927,yllauu,525,510,TRUE,0.971428571,22
11928,lavvalsg,8721,10,FALSE,0.001146657,918
11929,crystalbynewagefsg,794,8,FALSE,0.010075567,289
11930,jadeitegemsbynewagefsg,44,4,FALSE,0.090909091,0
11931,angraaey,96,439,TRUE,4.572916667,259
11932,genevieve.chin,240,755,TRUE,3.145833333,1219
11933,chloehlim,390,1169,TRUE,2.997435897,425
11934,cassandrajeraldine,1037,828,FALSE,0.798457088,429
11935,qingq_,394,645,TRUE,1.637055838,4368
11936,kylahuang,1138,3452,TRUE,3.033391916,182
11937,xiongmao2ish,102,565,TRUE,5.539215686,346
11938,esahesah19,69,798,FALSE,11.56521739,0
11939,joannegoh_,253,472,TRUE,1.865612648,862
11940,yansayswhat,112,1142,TRUE,10.19642857,133
11941,ml57333,1,122,TRUE,122,0
11942,lianggtayy,258,695,TRUE,2.69379845,1712
11943,jitniki,553,1908,TRUE,3.450271248,95
11944,yingxin03,138,858,TRUE,6.217391304,309
11945,superrladyy,500,1505,TRUE,3.01,707
11946,serene1550,31,347,TRUE,11.19354839,0
11947,rb_riyn,510,1899,TRUE,3.723529412,1183
11948,biyungrace,345,1009,TRUE,2.924637681,343
11949,whitemaomao,8,1597,TRUE,199.625,0
11950,hello.elsie,122,558,TRUE,4.573770492,58
11951,ijdebeaute,590,1821,FALSE,3.086440678,392
11952,sharlenefishy,126,453,TRUE,3.595238095,269
11953,mengfung_,294,948,TRUE,3.224489796,75
11954,jorjormum,246,882,TRUE,3.585365854,2541
11955,mom_of_a_prince,3413,4476,TRUE,1.311456197,3772
11956,marfuahai,97,399,TRUE,4.113402062,161
11957,xcaeris,0,1958,TRUE,1958,0
11958,cherlls,215,319,TRUE,1.48372093,299
11959,337arolf,157,673,TRUE,4.286624204,509
11960,sminlow,28,1816,TRUE,64.85714286,135
11961,ear.candies,647,2326,FALSE,3.595054096,110
11962,___vie_,604,742,FALSE,1.228476821,1256
11963,jamie_zhang81,572,2448,FALSE,4.27972028,235
11964,bazingareka,257,631,TRUE,2.455252918,2020
11965,misslunnn,992,1519,FALSE,1.53125,2646
11966,intricatejade,616,841,TRUE,1.36525974,580
11967,jacqlwl,452,1148,TRUE,2.539823009,1541
11968,pocky_poh,402,1904,TRUE,4.736318408,4
11969,claudine13,155,161,FALSE,1.038709677,600
11970,jaxie_k,7,906,FALSE,129.4285714,6
11971,jiing.a,116,592,TRUE,5.103448276,1083
11972,el33_n,495,1552,FALSE,3.135353535,0
11973,llannaw,345,1078,TRUE,3.124637681,717
11974,joannako,359,1704,FALSE,4.746518106,1990
11975,gen_sim,95,363,TRUE,3.821052632,10
11976,hello.yuhui,280,738,TRUE,2.635714286,376
11977,mizztoh,35,494,TRUE,14.11428571,4
11978,poutyray,24,409,TRUE,17.04166667,13
11979,shrfnurasyqn,812,1429,TRUE,1.759852217,359
11980,beloved.chloe,227,1251,TRUE,5.511013216,683
11981,__serene__,86,759,TRUE,8.825581395,371
11982,dreytaysj,207,223,TRUE,1.077294686,866
11983,chriswee1882,293,673,TRUE,2.296928328,339
11984,fangfangteo,99,160,TRUE,1.616161616,82
11985,fion.m89,126,357,TRUE,2.833333333,1916
11986,wenwenwenny,564,546,FALSE,0.968085106,37
11987,_libin_0_0,177,329,TRUE,1.858757062,554
11988,s_nuraisiah,1556,1280,TRUE,0.822622108,339
11989,patriciaasl,119,464,TRUE,3.899159664,650
11990,hazellyt,225,1576,TRUE,7.004444444,1563
11991,odetotransience,80,109,TRUE,1.3625,0
11992,blurblurrach,66,900,TRUE,13.63636364,56
11993,nyh322,1,1037,TRUE,1037,0
11994,sweet.as.cosmos,1789,836,FALSE,0.467300168,282
11995,joyceteh18,151,1366,TRUE,9.046357616,225
11996,whoopiejelly,475,710,TRUE,1.494736842,1132
11997,pheelibkaa,86,1288,TRUE,14.97674419,85
11998,shirley.xn08,67,1280,TRUE,19.10447761,135
11999,ellure_ahchiing,2684,3082,FALSE,1.14828614,1349
