Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
529,cielsunflowers,508,1537,TRUE,3.025590551,828
530,shuqii94,190,326,FALSE,1.715789474,108
531,catchymelody,234,853,TRUE,3.645299145,847
532,millytay77,140,1687,TRUE,12.05,7
533,sree_devi84,78,1610,TRUE,20.64102564,242
534,jackiepeh3121,70,2213,TRUE,31.61428571,422
535,germiechen,35,965,FALSE,27.57142857,0
536,ellure_aringi,1033,4279,FALSE,4.142303969,1205
537,estherprecieux,768,3325,TRUE,4.329427083,2380
538,hyf0811,362,1328,TRUE,3.668508287,63
539,marilynhsx,589,2576,TRUE,4.373514431,2565
540,sgshutterbug,88,967,TRUE,10.98863636,1016
541,jjessieank,161,428,FALSE,2.658385093,101
542,chinnyychinn,236,504,TRUE,2.13559322,173
543,dreamarainbowtique,50,183,TRUE,3.66,12
544,merryforest,57,783,TRUE,13.73684211,120
545,joyce_pua,313,1127,TRUE,3.600638978,1674
546,jasmintay,420,303,FALSE,0.721428571,81
547,xinnie18,200,1130,TRUE,5.65,54
548,am12.59,0,2954,TRUE,2954,44
549,fusilli,264,923,TRUE,3.496212121,922
550,janesparkleee,111,616,TRUE,5.54954955,208
551,drcharis,157,671,TRUE,4.27388535,116
552,s.x.rin.a,4458,1486,FALSE,0.333333333,127
553,sxarose,107,1433,TRUE,13.39252336,0
554,belindajonelle,2114,3831,FALSE,1.812204352,4104
555,newnorm_sg,1039,2102,FALSE,2.023099134,43
556,luciaseow,213,1061,FALSE,4.981220657,298
557,bev__says,133,600,TRUE,4.511278195,152
558,racheleesh,211,460,TRUE,2.180094787,231
559,citrusbesg,356,1202,FALSE,3.376404494,196
560,audreyhvl,27,450,TRUE,16.66666667,1
561,uniperr,80,408,TRUE,5.1,311
562,jeenidarshan,69,1155,TRUE,16.73913043,1
563,xiaoying02,495,518,TRUE,1.046464646,1062
564,joannelovelove,1085,3927,FALSE,3.619354839,863
565,mmm.oments,94,811,TRUE,8.627659574,712
566,joannacheok,52,330,TRUE,6.346153846,21
567,reginatay_06,402,792,TRUE,1.970149254,219
568,fionasim,618,851,TRUE,1.377022654,945
569,__velvet___sky,25,1793,TRUE,71.72,131
570,quek_shuyi,289,320,TRUE,1.107266436,70
571,aliacakebakery_,3845,648,FALSE,0.168530559,1495
572,miimiicellez,150,412,TRUE,2.746666667,81
573,simfjs,377,854,TRUE,2.265251989,43
574,mrs_hazim_ima,1332,7255,TRUE,5.446696697,1253
575,val.ocity,138,485,FALSE,3.514492754,749
576,mintlashbox,334,3027,TRUE,9.062874251,124
577,cy_badtz,183,501,TRUE,2.737704918,1017
578,ahruru89,152,319,TRUE,2.098684211,194
579,hi5lo5bb5,30,1748,TRUE,58.26666667,3286
580,shabobeti,626,1457,TRUE,2.327476038,323
581,theshakyhands,3354,1221,FALSE,0.364042934,1653
582,hazelnutlovatan,540,1054,FALSE,1.951851852,153
583,haleena_anjaani,24,2869,TRUE,119.5416667,778
584,anjojooo,175,496,TRUE,2.834285714,266
585,weilings,749,491,FALSE,0.655540721,1603
586,jasmintan85,90,255,TRUE,2.833333333,2
587,existential_2511,69,989,TRUE,14.33333333,2
588,yi_vonvon,81,544,TRUE,6.716049383,212
589,frosty.drops,572,126,FALSE,0.22027972,45
590,fiona_nzy,683,961,TRUE,1.407027818,242
591,mafiabosswife.co,209,742,FALSE,3.550239234,11
592,rei_yow,126,568,TRUE,4.507936508,5
593,tinapangz,127,209,TRUE,1.645669291,1179
594,xcelestialcrystalx,38,41,FALSE,1.078947368,14
595,malila.amulet,3725,2371,FALSE,0.636510067,75
596,ei92,207,626,TRUE,3.024154589,894
597,jazzj82,423,620,TRUE,1.46572104,577
598,naslynatalie,455,1238,TRUE,2.720879121,27
599,jovial_floral,3881,178,FALSE,0.045864468,325
600,mjfoss13,543,3944,FALSE,7.26335175,1495
601,avrilett,89,586,TRUE,6.584269663,191
602,anita_pr____b,231,317,TRUE,1.372294372,185
603,milk_mary_malo,677,6814,FALSE,10.06499261,832
604,ashabellle,203,1062,TRUE,5.231527094,95
605,m__ac__y,203,879,FALSE,4.330049261,93
606,happieorange,454,813,TRUE,1.790748899,363
607,wint3r.crystal,654,156,FALSE,0.23853211,30
608,rest2relax,6,44,TRUE,7.333333333,1
609,norluqalya,1051,5028,FALSE,4.784015224,14
610,lisa_violetdandelion,31,2313,TRUE,74.61290323,742
611,pigletyaya,124,226,TRUE,1.822580645,194
612,huiwennieee,86,601,TRUE,6.988372093,928
613,jac.leee,83,750,TRUE,9.036144578,40
614,colorsinmylife,286,1534,TRUE,5.363636364,946
615,rachel_lim76,197,496,TRUE,2.517766497,1
616,serenalau25,204,529,TRUE,2.593137255,245
617,lainefern,132,426,TRUE,3.227272727,585
618,mummychung,23,118,TRUE,5.130434783,76
619,dewykitty,377,2244,TRUE,5.952254642,758
620,za0279,209,4257,FALSE,20.36842105,15
621,walkingmilkbottle,153,2733,TRUE,17.8627451,444
622,mokkyplans,1724,816,FALSE,0.473317865,345
623,missymelissang,220,167,TRUE,0.759090909,275
624,confession.of.a.foodaddict,77,856,TRUE,11.11688312,327
625,h4ns888,123,876,TRUE,7.12195122,329
626,alan.crystals,2799,7264,FALSE,2.595212576,317
627,comachang,2115,2058,TRUE,0.973049645,560
628,branmum,129,261,FALSE,2.023255814,102
629,chrissel_ye,0,48,TRUE,48,0
630,juls_soh,50,62,TRUE,1.24,60
631,suri_surif,336,1186,TRUE,3.529761905,710
632,fiz_gal,461,305,FALSE,0.661605206,74
633,ngwendy.hm,118,234,FALSE,1.983050847,1
634,tan.carrie,10,456,TRUE,45.6,0
635,hoshinouta,3,349,TRUE,116.3333333,0
636,happypotty,155,395,FALSE,2.548387097,467
637,nrfthhdnn,286,882,TRUE,3.083916084,1763
638,uniquepickers,10,927,TRUE,92.7,32
639,kimberlykiss2,469,1803,TRUE,3.84434968,725
640,jo_blingz,194,291,FALSE,1.5,359
641,naomi_sinying,719,2931,TRUE,4.076495132,270
642,melisaying,714,1127,TRUE,1.578431373,332
643,swatchesxsl,1,244,TRUE,244,0
644,love_strawberry_pie_,61,311,TRUE,5.098360656,161
645,cherubslovecats,93,481,TRUE,5.172043011,312
646,appleliwp,409,707,TRUE,1.728606357,2703
647,lil_woods_25,11,122,TRUE,11.09090909,1
648,maddiewan,506,1848,TRUE,3.652173913,511
649,fel621,99,127,TRUE,1.282828283,25
650,jacqu3wong,370,935,FALSE,2.527027027,232
651,magmizu555,97,615,FALSE,6.340206186,271
652,dearruthc,431,1382,TRUE,3.20649652,25
653,pthlpp,11,59,TRUE,5.363636364,16
654,miaomiaoru,191,1146,TRUE,6,504
655,maryjanedims,160,824,TRUE,5.15,63
656,chem6472,52,573,FALSE,11.01923077,1
657,sky.la.la,199,1655,TRUE,8.316582915,1599
658,jenniferngym,38,979,TRUE,25.76315789,12
659,kericotti_,105,1010,TRUE,9.619047619,760
660,coconoce.ent,105,1010,TRUE,9.619047619,760
661,fiqahmika,278,676,TRUE,2.431654676,182
662,23.m3119275619,30,202,TRUE,6.733333333,67
663,stephiefifi,302,502,TRUE,1.662251656,169
664,tammy_d_morkie,262,1377,FALSE,5.255725191,87
665,estherloves,847,1939,FALSE,2.289256198,1937
666,uniquenails79,3018,633,FALSE,0.209741551,1568
667,jaimynje,337,553,FALSE,1.640949555,21
668,qiuchiew,189,659,TRUE,3.486772487,651
669,zolynnn,2209,1049,FALSE,0.474875509,99
670,aidayee,71,208,FALSE,2.929577465,7
671,jeanteo,621,1937,TRUE,3.119162641,1667
672,cluribury,261,780,TRUE,2.988505747,97
673,yinzism,79,461,TRUE,5.835443038,803
674,naddienu,551,920,FALSE,1.66969147,49
675,reddbowx,26,791,TRUE,30.42307692,889
676,wahyushan07,403,526,TRUE,1.305210918,55
677,manyee1603,195,352,TRUE,1.805128205,642
678,lingqlingq,254,1284,TRUE,5.05511811,143
679,bunnypower,198,328,TRUE,1.656565657,1898
680,jessie_tung96,0,612,TRUE,612,19
681,iamsimplytrishie,254,1836,TRUE,7.228346457,616
682,bebeautexbellewee,3137,1214,FALSE,0.386993943,269
683,lynekoz,267,1238,FALSE,4.63670412,559
684,_cervixx_,56,1281,TRUE,22.875,396
685,jannisata,53,123,TRUE,2.320754717,5
686,emmywenlin,107,875,TRUE,8.177570093,12
687,lolaciel,46,617,TRUE,13.41304348,182
688,xuann.ool,730,2190,FALSE,3,1500
689,mrssalleylieu,55,162,TRUE,2.945454545,615
690,jewellery_wholesale_lee,860,979,FALSE,1.138372093,1107
691,seelankj,743,4565,TRUE,6.144010767,22
692,bellechia,235,696,TRUE,2.961702128,174
693,ellure_jocelyntan,450,1283,FALSE,2.851111111,215
694,bonkel11,40,214,TRUE,5.35,209
695,jiasmine_crystal,1253,4657,FALSE,3.716679968,136
696,nrzalinaza,217,950,TRUE,4.377880184,902
697,desazzly,217,950,TRUE,4.377880184,902
698,siim_ann,205,543,TRUE,2.648780488,353
699,clear_breathery,78,118,TRUE,1.512820513,130
700,katrinajamie11,1077,1046,FALSE,0.971216342,949
701,shivanisekar,830,817,TRUE,0.984337349,93
702,windiecsy,343,286,FALSE,0.833819242,143
703,nsiying,230,1450,TRUE,6.304347826,8
704,ezleng,131,296,TRUE,2.259541985,1019
705,reneang_blue,383,1698,TRUE,4.433420366,881
706,fecilialiew,450,1058,TRUE,2.351111111,801
707,ril.ta,253,1141,FALSE,4.509881423,141
708,ddaniellenielle,201,854,TRUE,4.248756219,538
709,starry.stars,61,1012,TRUE,16.59016393,2342
710,kol_nujeij,609,4924,TRUE,8.085385878,1112
711,stars_stonessss,176,155,FALSE,0.880681818,0
712,k0hly,226,604,TRUE,2.672566372,269
713,pris.cil.la.ng,50,240,TRUE,4.8,428
714,jingyi.gin,140,1023,TRUE,7.307142857,76
715,ice_green_teaaa,3,521,TRUE,173.6666667,9
716,numbchucks3101,204,454,FALSE,2.225490196,463
717,bunnykwek,7,163,TRUE,23.28571429,1
718,mainezmw,251,375,TRUE,1.494023904,543
719,callyyuufee,10,64,TRUE,6.4,0
720,meimeishanh,247,561,TRUE,2.271255061,2
721,kerri.bery,243,325,FALSE,1.33744856,183
722,ayeshu01,151,1041,TRUE,6.894039735,76
723,twillyroselayshin,456,1532,TRUE,3.359649123,1172
724,jaymieq,175,885,TRUE,5.057142857,153
725,stephanienxt,379,1072,TRUE,2.828496042,878
726,nsyalicia,42,123,TRUE,2.928571429,0
727,chengnofrowns,1166,1131,TRUE,0.969982847,1061
728,white.fangg,266,436,FALSE,1.639097744,6
729,steffiebooo,700,1906,TRUE,2.722857143,758
730,crystallizexx,27,547,TRUE,20.25925926,283
731,carmenchng_,873,696,FALSE,0.797250859,102
732,erinnakoh,129,457,TRUE,3.542635659,1146
733,miaki.shine,40,120,FALSE,3,11
734,poonpuiyee,294,839,TRUE,2.853741497,305
735,pamgabkay,1305,2435,FALSE,1.865900383,2645
736,sophienails05,286,335,FALSE,1.171328671,250
737,lovie_april,252,809,TRUE,3.21031746,597
738,susanlgk67,95,207,TRUE,2.178947368,22
739,mindy_loh11,290,238,FALSE,0.820689655,239
740,__kacx_,1071,837,FALSE,0.781512605,780
741,mastura9720,81,70,FALSE,0.864197531,1
742,beans_bubbles,2,1091,TRUE,545.5,0
743,soraya_stone162,1439,6855,FALSE,4.763724809,649
744,ndt_official_ndt,242,673,FALSE,2.780991736,353
745,maryammaysaa,2535,5640,FALSE,2.224852071,219
746,sammigoh333,5,4746,TRUE,949.2,2136
747,preciouscinn,73,365,TRUE,5,213
748,annaatwy,339,2214,TRUE,6.530973451,691
749,elaine_q2101,48,93,TRUE,1.9375,59
750,rozirosli,118,562,TRUE,4.762711864,885
751,_sora0000,56,1325,FALSE,23.66071429,45
752,princessuri,452,2174,TRUE,4.809734513,1570
753,rinalow,112,5118,TRUE,45.69642857,1537
754,hlgemsg,165,107,FALSE,0.648484848,89
755,shirazihar,65,387,TRUE,5.953846154,36
756,pla_sim_kitty,426,1215,FALSE,2.852112676,156
757,imserenekoh,572,1193,TRUE,2.085664336,1133
758,xyzmarcaroni,32,1511,TRUE,47.21875,10
759,networkerror2000,38,2371,TRUE,62.39473684,0
760,raudhatul2210,83,1944,TRUE,23.42168675,9
761,jennifer_borja26,166,2263,TRUE,13.63253012,127
762,ttshahid,164,353,TRUE,2.152439024,42
763,juneeeyt,226,1394,TRUE,6.168141593,1587
764,iamahpau,31,252,TRUE,8.129032258,2120
765,llittleladyshop,121,424,FALSE,3.504132231,183
766,xiaooball,63,1228,TRUE,19.49206349,959
767,miyakat,1071,1469,FALSE,1.371615313,2557
768,angelineqyh,2092,4445,TRUE,2.124760994,86
769,doubletwenty20,1063,4174,FALSE,3.926622766,433
770,purplerainee,178,2316,TRUE,13.01123596,941
771,jacqueline.chan.906,421,557,TRUE,1.32304038,37
772,verleneee,320,476,FALSE,1.4875,199
773,w4nt1n9,115,1593,TRUE,13.85217391,359
774,absolute_blisss,86,766,TRUE,8.906976744,313
775,katong89,117,235,TRUE,2.008547009,5
776,fiofiozwy,467,4735,TRUE,10.1391863,957
777,rebelc06,905,6016,TRUE,6.647513812,999
778,vvvroom,493,976,TRUE,1.979716024,986
779,weiqingt,328,720,TRUE,2.195121951,114
780,rekhvin_gill,139,291,TRUE,2.09352518,2
781,gracelim358,404,654,FALSE,1.618811881,0
782,wendy.lim.16547,26,109,TRUE,4.192307692,0
783,render82,131,507,FALSE,3.870229008,17
784,sherzelyn,262,1784,TRUE,6.809160305,191
785,cchunyii,147,580,TRUE,3.945578231,123
786,beckwng,450,872,TRUE,1.937777778,512
787,valerie_xia14,1035,5849,FALSE,5.651207729,20
788,sailornsail,1,26,TRUE,26,0
789,mariajane1990,0,1250,TRUE,1250,0
790,shekhwee,50,831,TRUE,16.62,2573
791,emmesays,121,3700,TRUE,30.5785124,555
792,oopsharon,33,814,TRUE,24.66666667,631
793,kristyquah,86,968,TRUE,11.25581395,259
794,catherinelgx88,219,1314,TRUE,6,800
795,sarah.tans,100,887,TRUE,8.87,50
796,takeshixue,676,1920,TRUE,2.840236686,2649
797,jewwenna,416,1950,FALSE,4.6875,718
798,leilaalkaff,1217,1658,FALSE,1.362366475,116
799,jolieleejl,132,807,TRUE,6.113636364,95
800,snowkitten0,564,1055,TRUE,1.870567376,2
801,cookiesmonster01,18,246,TRUE,13.66666667,1
802,asschergems.pk,1138,4067,FALSE,3.573813708,97
803,lovingcrystalzril,1790,5376,FALSE,3.003351955,225
804,siewyee83,40,216,TRUE,5.4,27
805,chsiaowen,350,582,TRUE,1.662857143,253
806,mimik_jamilah,407,777,TRUE,1.909090909,224
807,_sodonghead,149,798,TRUE,5.355704698,61
808,stella.khoo,65,43,FALSE,0.661538462,6
809,autrumn,75,520,TRUE,6.933333333,191
810,mav.is_l3p,941,931,FALSE,0.989373007,934
811,lovekissy.sg,2,15,FALSE,7.5,12
812,joejoe0997,93,2074,TRUE,22.30107527,205
813,mayong_9,1460,2288,FALSE,1.567123288,1989
814,asl.asl888,40,36,FALSE,0.9,0
815,yu.daisy.yrw,210,1324,TRUE,6.304761905,341
816,suemay7,222,767,FALSE,3.454954955,249
817,chewing639,43,69,FALSE,1.604651163,1
818,pingz_apple,134,203,FALSE,1.514925373,63
819,rredroses,1184,2654,TRUE,2.241554054,3071
820,emzee0214,2,3489,TRUE,1744.5,177
821,mineral.crystals,1316,3428,FALSE,2.604863222,278
822,kizataehee,0,306,TRUE,306,0
823,bubbleztan,47,146,TRUE,3.106382979,6
824,grace.graciousness,882,2663,FALSE,3.019274376,585
825,faithyoong,167,169,FALSE,1.011976048,34
826,msgeraldinewong,531,1621,TRUE,3.052730697,795
827,chloeekimkim,113,236,TRUE,2.088495575,380
828,yunkai295,192,552,TRUE,2.875,216
829,joannashenhf,329,497,TRUE,1.510638298,184
830,sakurabaaoi,43,280,TRUE,6.511627907,7
831,irene_elmosoh,71,385,TRUE,5.422535211,0
832,nagham_fahmy1,187,7497,TRUE,40.09090909,0
833,serein_uwu,551,563,FALSE,1.021778584,1
834,zudexandra,2220,7500,FALSE,3.378378378,2176
835,jezlinlee,345,108,FALSE,0.313043478,579
836,indonesia_mineral,345,108,FALSE,0.313043478,579
837,scarlett_1501,391,853,FALSE,2.181585678,102
838,the.earthgems25,1679,7176,FALSE,4.273972603,791
839,bluestarz77,190,409,TRUE,2.152631579,197
840,brownluvvcony,67,398,TRUE,5.940298507,6591
841,midzz_,228,728,TRUE,3.192982456,82
842,kaif8.7,704,2316,FALSE,3.289772727,48
843,linbzzzz,5,144,TRUE,28.8,0
844,jtlingreiluv,303,415,FALSE,1.369636964,30
845,cocoa.sunday,98,244,TRUE,2.489795918,150
846,navrascollections,28875,2383,FALSE,0.082528139,2412
847,reannelee86,448,2962,TRUE,6.611607143,108
848,wendeefok,230,1039,FALSE,4.517391304,721
849,jadee_rabbit,297,671,TRUE,2.259259259,1260
850,yanxin_96,394,781,TRUE,1.982233503,217
851,joanna.cyr,258,808,TRUE,3.131782946,235
852,eveths,247,515,FALSE,2.085020243,9
853,drs.fatket,240,123,FALSE,0.5125,7
854,mande_yap,526,1717,TRUE,3.264258555,1065
855,sparklybohemian,897,4355,FALSE,4.855072464,1384
856,suzuecollections,858,1571,FALSE,1.831002331,16
857,jacqc25,2012,1488,TRUE,0.739562624,1348
858,ximagnesx,179,1157,TRUE,6.463687151,1090
859,cloudybranch,71,110,FALSE,1.549295775,0
860,tiffany_cz33,0,3267,TRUE,3267,15
861,sgcraftarchive,7,162,FALSE,23.14285714,0
862,_sonyttark,33,43,TRUE,1.303030303,1
863,ahmin24,69,1123,TRUE,16.27536232,190
864,madeline.teo.564,113,127,FALSE,1.123893805,6
865,trufitzdoubleshot_singapore,320,1450,FALSE,4.53125,98
866,littlemisskeira,15,756,TRUE,50.4,3
867,pengsiex,165,1900,TRUE,11.51515152,420
868,cherylp_xoxo,168,352,TRUE,2.095238095,177
869,sunflowerlin1967,32,196,FALSE,6.125,1
870,my3preciousangels,191,587,TRUE,3.073298429,15
871,zh3nny,300,607,TRUE,2.023333333,951
872,bubbles.bubble.bubl,5,1616,TRUE,323.2,1
873,baybayky,121,494,TRUE,4.082644628,65
874,hazell_jyy,1210,1325,TRUE,1.095041322,209
875,sarvini02,382,1464,TRUE,3.832460733,6
876,crystalloh8031,60,259,TRUE,4.316666667,64
877,khiards,309,76,FALSE,0.245954693,50
878,tyiming,1044,3706,FALSE,3.549808429,775
879,0909neha,644,1137,FALSE,1.76552795,172
880,eggvialim,50,942,TRUE,18.84,404
881,maiyaa__shop,917,2202,FALSE,2.401308615,4402
882,issasofab,559,486,FALSE,0.86940966,376
883,estlai_18,113,305,TRUE,2.699115044,754
884,paint_my_skin,604,599,FALSE,0.991721854,54
885,weishienwong,476,634,FALSE,1.331932773,834
886,rebelleiously,1136,2667,TRUE,2.347711268,306
887,nav_nava,134,458,TRUE,3.417910448,24
888,iamyilingxu,1298,5889,FALSE,4.536979969,368
889,shopstylepixie,9289,256,TRUE,0.027559479,143
890,gudemummy,102,32,FALSE,0.31372549,10
891,katteopl,102,185,TRUE,1.81372549,106
892,joanzies,165,1013,TRUE,6.139393939,1116
893,ps33t,112,340,TRUE,3.035714286,1140
894,sharon.n.ming,627,3444,FALSE,5.492822967,70
895,deerizq,403,1167,TRUE,2.895781638,9
896,gindoubleofficialmira.c,120,190,FALSE,1.583333333,78
897,jaclyn.koh.18041,66,33,FALSE,0.5,1
898,fuse_fusy,851,3422,TRUE,4.021151586,731
899,hafyzah_i,660,2221,FALSE,3.365151515,62
900,cindynhb,1761,1943,FALSE,1.103350369,553
901,clinther,122,393,TRUE,3.221311475,33
902,shirleen87,57,637,TRUE,11.1754386,10
903,heidy_chong,366,1576,FALSE,4.306010929,109
904,rynn_lynnie,80,513,TRUE,6.4125,230
905,eeliantam,362,1287,TRUE,3.555248619,4249
906,siti.yatimah24,123,1095,TRUE,8.902439024,319
907,esthertay26,6,104,FALSE,17.33333333,0
908,mamadee.sg,672,993,TRUE,1.477678571,693
909,jojo_ong25,256,589,TRUE,2.30078125,2460
910,amberral,889,1222,FALSE,1.374578178,1911
911,ellure_ariel_pinky_sp,201,326,FALSE,1.621890547,165
912,poppy_donel,0,12,TRUE,12,0
913,janice_teo16,131,415,TRUE,3.167938931,13
914,rajessie_misschief,1123,1671,TRUE,1.487978629,944
915,fanggling,226,338,TRUE,1.495575221,95
916,ever.ylittlethingmatters,521,888,TRUE,1.704414587,395
917,shianne_mummy,521,888,TRUE,1.704414587,395
918,jennychou627,216,519,FALSE,2.402777778,278
919,annettsia,376,546,FALSE,1.45212766,299
920,twilnyn,1121,1108,FALSE,0.988403211,109
921,jerlynchua79,176,1358,TRUE,7.715909091,369
922,erynn_ong,226,223,TRUE,0.986725664,5
923,ng.michelle,50,286,TRUE,5.72,28
924,wlnnle,866,1165,TRUE,1.345265589,567
925,tammie_1309,378,615,FALSE,1.626984127,672
926,judyosk,29,131,TRUE,4.517241379,41
927,banupriya114,252,857,TRUE,3.400793651,990
928,enipu23,200,1411,FALSE,7.055,907
929,wendytoh_,262,494,TRUE,1.885496183,561
930,suiequn,117,300,TRUE,2.564102564,36
931,priscilla.yong,70,158,TRUE,2.257142857,71
932,ai_delin_er,301,1923,TRUE,6.388704319,2157
933,aviaannaaaa,1039,4950,TRUE,4.764196343,6
934,szestobte,543,1990,FALSE,3.664825046,383
935,byrheasg,178,228,FALSE,1.280898876,39
936,midinthemiddle82,262,3915,TRUE,14.94274809,2799
937,jstandsforjessie,121,841,TRUE,6.950413223,263
938,nic_cml,183,668,TRUE,3.650273224,633
939,elineling10,228,342,TRUE,1.5,274
940,all.sparks,0,1581,TRUE,1581,22
941,sootoongg,477,436,TRUE,0.914046122,88
942,joannewg,269,546,FALSE,2.029739777,1051
943,veron3129,151,402,TRUE,2.662251656,313
944,jesteeyl,287,1158,TRUE,4.034843206,1239
945,kaylynzlife,276,296,TRUE,1.072463768,571
946,august.meimei.lambo,1755,2002,FALSE,1.140740741,6131
947,kuay22,63,365,TRUE,5.793650794,719
948,xinlian,181,1241,TRUE,6.856353591,110
949,jean_txng,300,712,TRUE,2.373333333,5
950,cheesystarlove,340,3407,TRUE,10.02058824,1039
951,mitsui22,116,173,FALSE,1.49137931,23
952,xoxo_ttm,138,751,TRUE,5.442028986,2
953,skx.rain,428,1331,TRUE,3.109813084,1207
954,charmed_angels,228,388,FALSE,1.701754386,94
955,agnespangsm,250,1067,TRUE,4.268,119
956,mrsdawnleong,21,472,TRUE,22.47619048,7
957,x.x.hui.x.x,155,652,TRUE,4.206451613,0
958,delyth_pixie,502,555,FALSE,1.105577689,452
959,hanisah_leng,111,489,FALSE,4.405405405,0
960,bblchica,111,489,FALSE,4.405405405,0
961,lindalvin,245,597,TRUE,2.436734694,1050
962,teoernest,275,372,TRUE,1.352727273,91
963,maoludovic,189,714,TRUE,3.777777778,233
964,conniesim.73,408,1324,TRUE,3.245098039,1102
965,xinminleeee,206,314,FALSE,1.524271845,98
966,theurbandogs,281,229,TRUE,0.814946619,1373
967,yudefishmonger,1134,1132,TRUE,0.998236332,105
968,nicnicahnic,0,46,TRUE,46,0
969,jckg1314,30,57,TRUE,1.9,2
970,janet_limal,67,109,FALSE,1.626865672,23
971,munirajailani,222,403,FALSE,1.815315315,50
972,jadedrocks,198,397,FALSE,2.005050505,137
973,esiteeneo,269,355,FALSE,1.319702602,1075
974,d.fiqah,902,978,TRUE,1.084257206,0
975,rinal00f00sy0709,412,1125,TRUE,2.730582524,997
976,fabulous.at.50s,256,1003,FALSE,3.91796875,83
977,smileyfeli,60,934,TRUE,15.56666667,635
978,aniefie,303,930,TRUE,3.069306931,455
979,iris_3cias,55,229,TRUE,4.163636364,373
980,franzipani,212,1091,TRUE,5.146226415,312
981,cherylmaomao,535,892,TRUE,1.66728972,1083
982,eve_of_tomorrow,8,695,TRUE,86.875,0
983,ngboonleng,48,46,FALSE,0.958333333,4
984,kriskpy,113,253,TRUE,2.238938053,192
985,rozi_licious_,808,4048,FALSE,5.00990099,516
986,joannetiah,176,542,TRUE,3.079545455,8
987,jesslynlaisk,353,286,FALSE,0.8101983,302
988,lynn_kueh,162,196,TRUE,1.209876543,6
989,anisgrace,269,1513,TRUE,5.624535316,182
990,nrfqhm,663,1138,TRUE,1.716440422,1335
991,yenyen_yeo,129,609,TRUE,4.720930233,4
992,peilingling,433,1528,TRUE,3.52886836,836
993,ohhmandyy_,899,1150,TRUE,1.27919911,115
994,ericaxu4491,217,728,TRUE,3.35483871,7
995,cyjade3,333,2683,TRUE,8.057057057,36
996,rosycheeks,46,285,TRUE,6.195652174,1006
997,twentiesixth,212,884,TRUE,4.169811321,431
998,siewpeggy,271,931,FALSE,3.435424354,65
999,daisies2107,437,2379,TRUE,5.443935927,2949
1000,sangavi_ravindran,864,799,TRUE,0.924768519,296
1001,melvina_goh,142,292,TRUE,2.056338028,91
1002,ginac698,256,7504,TRUE,29.3125,21
1003,amber2622,370,973,FALSE,2.62972973,210
1004,mlk110988,622,4514,TRUE,7.257234727,3206
1005,tlng_tlng,132,666,TRUE,5.045454545,1244
1006,abbasgems311,1778,7518,FALSE,4.228346457,336
1007,iam_e_m_il_y,184,879,TRUE,4.777173913,395
1008,lin_ko04,687,1805,TRUE,2.627365357,1423
1009,instagela,50,534,TRUE,10.68,164
1010,atcrystals,104,89,FALSE,0.855769231,5
1011,ivylee6971,73,213,TRUE,2.917808219,9
1012,jia_ning_jianing,130,219,TRUE,1.684615385,58
1013,simplicityyyyy,387,3492,TRUE,9.023255814,1360
1014,wendytst,143,785,TRUE,5.48951049,250
1015,jodiang,106,256,TRUE,2.41509434,929
1016,jillianzhen,523,4074,TRUE,7.789674952,388
1017,jolenenyt,205,238,TRUE,1.16097561,976
1018,_joannaho_,54,1086,TRUE,20.11111111,163
1019,peppermindy,101,326,TRUE,3.227722772,871
1020,joannelpl1612,1048,1821,TRUE,1.73759542,5788
1021,laetitia_tee,82,2036,TRUE,24.82926829,128
1022,_serene.ity,9,164,TRUE,18.22222222,31
1023,vivianllyyy,191,517,TRUE,2.706806283,2224
1024,charmeizi,348,642,TRUE,1.844827586,1698
1025,choobyaya,200,360,FALSE,1.8,57
1026,meitingpeh,337,2072,TRUE,6.148367953,638
1027,glaciereux,939,4643,FALSE,4.944621938,638
