,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
10517,daisyvo4,421,914,FALSE,2.171021378,31
10518,craycraypatee,9,109,TRUE,12.11111111,45
10519,12jeanng,0,289,TRUE,289,0
10520,xe0902,27,102,TRUE,3.777777778,115
10521,christineysf,3390,966,TRUE,0.284955752,949
10522,namirahismail,337,751,TRUE,2.228486647,486
10523,caiweichloe,295,4618,TRUE,15.65423729,4145
10524,0hhjoo,137,1377,TRUE,10.05109489,631
10525,fluffyorieyo,245,610,TRUE,2.489795918,29
10526,larissaloi,331,367,TRUE,1.108761329,540
10527,yuhuan_z,127,656,TRUE,5.165354331,9
10528,aisha_adrienne,358,1980,TRUE,5.530726257,183
10529,quirky_adventurer,541,5637,FALSE,10.41959335,107
10530,leroy_laurel,71,59,TRUE,0.830985915,1482
10531,jingle_wee,162,384,TRUE,2.37037037,304
10532,pinkishlips,1687,888,TRUE,0.526378186,95
10533,xunwen,210,497,TRUE,2.366666667,61
10534,faannnyyyyy,391,425,TRUE,1.086956522,789
10535,iclaysg,2581,7384,FALSE,2.860906625,758
10536,azizmoksin,1253,1067,TRUE,0.851556265,1701
10537,sohhueychin,0,8,TRUE,8,0
10538,loo4949,75,166,FALSE,2.213333333,0
10539,eelain,54,285,TRUE,5.277777778,23
10540,madebynut,117,124,FALSE,1.05982906,146
10541,clv_closet,181,452,FALSE,2.497237569,35
10542,faypang,71,801,TRUE,11.28169014,187
10543,judyonggg,511,633,TRUE,1.238747554,139
10544,somethingiheart,0,2512,TRUE,2512,0
10545,pier_square,154,216,TRUE,1.402597403,41
10546,lohpeyyi,103,632,TRUE,6.13592233,124
10547,jaaniceeee,276,248,TRUE,0.898550725,413
10548,skandsons7,2082,2963,FALSE,1.423150817,425
10549,manggekmoi,45,88,TRUE,1.955555556,1
10550,von_tham,43,486,TRUE,11.30232558,4
10551,che_czech.0108,374,775,FALSE,2.072192513,30
10552,f_nov,0,145,TRUE,145,602
10553,obsessivee6699,4,212,FALSE,53,0
10554,yswhelen,285,363,FALSE,1.273684211,1232
10555,faction.sg,953,585,FALSE,0.613850997,0
10556,ooohmymochi,49,79,FALSE,1.612244898,308
10557,zess_gold_ng,100,195,TRUE,1.95,941
10558,gemmie0330,717,605,FALSE,0.843793584,138
10559,mangosteeno,64,184,TRUE,2.875,40
10560,kerlynlim_,485,629,TRUE,1.296907216,1492
10561,teresa_eyebrow,167,274,FALSE,1.640718563,103
10562,queena2009,110,617,TRUE,5.609090909,312
10563,tareelaine,157,65,FALSE,0.414012739,0
10564,saffronkoo,230,605,TRUE,2.630434783,1
10565,skyquest_alicasha,334,4382,TRUE,13.11976048,15
10566,dizuni_sc,223,1465,FALSE,6.569506726,2
10567,elaij95,25,391,TRUE,15.64,62
10568,saltwateratelier,6292,1202,FALSE,0.191036236,181
10569,kimchiland17,387,730,FALSE,1.88630491,29
10570,ngseewee,428,1297,TRUE,3.030373832,367
10571,ethaneldreamtim,277,3840,TRUE,13.86281588,351
10572,conshryh,124,1007,FALSE,8.120967742,0
10573,amethyl,323,540,TRUE,1.671826625,846
10574,cs8043,101,2721,TRUE,26.94059406,406
10575,tashvinimenon,1967,3687,TRUE,1.874428063,247
10576,ellure_imkina,1520,2051,FALSE,1.349342105,227
10577,elishevaaaaa,1238,3428,FALSE,2.768982229,215
10578,cinderaila,205,3161,TRUE,15.4195122,235
10579,shanshine_lim,574,883,FALSE,1.538327526,1896
10580,rachelcrafts.sg,611,192,FALSE,0.314238953,75
10581,vickwy,265,2847,TRUE,10.74339623,379
10582,serene_starz,138,1590,TRUE,11.52173913,259
10583,thegirlshewantobe,729,2858,TRUE,3.920438957,2176
10584,chilliwhiskeyshots,569,1342,TRUE,2.358523726,719
10585,almostapril13,135,286,TRUE,2.118518519,159
10586,leaneean,619,1089,TRUE,1.759289176,127
10587,nhuky297,682,1416,FALSE,2.076246334,227
10588,dcostagina,330,2662,FALSE,8.066666667,70
10589,aingilly,61,997,TRUE,16.3442623,2
10590,karinnet,512,645,TRUE,1.259765625,623
10591,ngmunyee,1016,1899,FALSE,1.869094488,1028
10592,vbee_ana,650,1142,TRUE,1.756923077,267
10593,bbt_wpearlz,55,664,TRUE,12.07272727,2484
10594,choyhung910907,127,286,FALSE,2.251968504,26
10595,leela_panneer,169,641,TRUE,3.792899408,75
10596,sawchintee,1572,2429,FALSE,1.545165394,42
10597,yunxinchan,491,875,FALSE,1.782077393,13
10598,janice_woon,84,420,TRUE,5,36
10599,s_nur_mohamed,443,976,TRUE,2.203160271,497
10600,sandyleelaimeng,161,275,TRUE,1.708074534,101
10601,siohoh,22,1225,TRUE,55.68181818,0
10602,ho.belinda,80,257,TRUE,3.2125,3
10603,to.5q,195,319,TRUE,1.635897436,3
10604,countesswnf,727,1276,TRUE,1.755158184,3643
10605,ashaher_,4,1228,TRUE,307,0
10606,sbrhbng,178,4699,TRUE,26.3988764,343
10607,sunshine_on_me_love_myself,358,1399,TRUE,3.907821229,115
10608,misscoconutmilkshake,347,1402,TRUE,4.040345821,706
10609,michymuses,2,3388,TRUE,1694,3
10610,devilishcincin,35,94,TRUE,2.685714286,0
10611,aliceneo_,36,39,FALSE,1.083333333,4
10612,matcha.dream,27,676,TRUE,25.03703704,1552
10613,tjl_jennifer,67,76,TRUE,1.134328358,0
10614,carrotppy,362,2058,TRUE,5.685082873,4
10615,cowsdontbounce,113,485,TRUE,4.292035398,7
10616,putricrystal88,1153,7350,FALSE,6.374674761,112
10617,woo_yeong_yi,162,302,TRUE,1.864197531,943
10618,_yasminista,1909,2829,TRUE,1.481927711,1050
10619,sarahh.ongg,804,894,TRUE,1.111940299,135
10620,frizzrizzz,79,559,TRUE,7.075949367,412
10621,blur_angel29,42,138,TRUE,3.285714286,0
10622,bonghuiwen,234,422,TRUE,1.803418803,383
10623,lynn_l2k,366,1824,FALSE,4.983606557,2
10624,limermaids,283,408,FALSE,1.441696113,83
10625,white_tulip,149,1260,TRUE,8.456375839,394
10626,gemdelier,342,184,FALSE,0.538011696,19
10627,airintoh,233,721,TRUE,3.094420601,176
10628,auroracampl,29,602,FALSE,20.75862069,0
10629,mseah2908,107,1923,TRUE,17.97196262,181
10630,_cottongem,134,130,FALSE,0.970149254,0
10631,ahbethy,446,1234,TRUE,2.766816143,393
10632,chingsimmei,116,315,TRUE,2.715517241,11
10633,ice.queen18,150,2764,FALSE,18.42666667,4
10634,raspberryraisin,636,2051,TRUE,3.224842767,148
10635,beckilicious,348,385,FALSE,1.106321839,1081
10636,cass_88899,141,434,TRUE,3.078014184,249
10637,ilovekopio,38,145,TRUE,3.815789474,56
10638,withyoucrystal,178,298,FALSE,1.674157303,214
10639,heyzelhazel,272,765,TRUE,2.8125,334
10640,jiadabest,156,3419,TRUE,21.91666667,0
10641,fluffled,1543,599,FALSE,0.388204796,946
10642,audrey_why,297,465,TRUE,1.565656566,369
10643,lechellechenyw,124,552,TRUE,4.451612903,68
10644,erikashley,547,753,TRUE,1.376599634,241
10645,sg_paradise_heaven,25,128,FALSE,5.12,3
10646,kaaaje,361,569,TRUE,1.576177285,119
10647,iamnoellelim,77,324,TRUE,4.207792208,7
10648,mineralisa_,438,158,FALSE,0.360730594,17
10649,cloud_mag,11,254,FALSE,23.09090909,0
10650,strangelittleblackkitty,19,278,TRUE,14.63157895,45
10651,clairebabyandliamboy,92,207,FALSE,2.25,76
10652,fam_ilybam,769,1544,FALSE,2.007802341,40
10653,ketokit.army,1357,1635,FALSE,1.20486367,486
10654,hahahahowfunnyamihuh,0,16,TRUE,16,0
10655,angelmaycry_46,77,1441,TRUE,18.71428571,108
10656,meihui_er,160,1015,TRUE,6.34375,32
10657,bernice520,2998,2160,TRUE,0.72048032,1903
10658,yen_rusli,287,1589,TRUE,5.536585366,41
10659,limcm73,122,338,TRUE,2.770491803,2
10660,deeeaanaa,11175,4378,FALSE,0.391767338,2473
10661,jencluse,27,323,TRUE,11.96296296,8
10662,54drizzles,161,109,FALSE,0.677018634,6
10663,mamakken,1535,1102,FALSE,0.717915309,1429
10664,___audreysing___,1493,856,FALSE,0.573342264,1251
10665,pretty_angel_b,2187,2569,FALSE,1.174668496,1244
10666,ren_flo_roe,957,2941,TRUE,3.073145246,103
10667,cherryberry1801,16,2596,TRUE,162.25,57
10668,aprilleow,362,779,FALSE,2.151933702,1178
10669,starlovewy,132,780,FALSE,5.909090909,170
10670,bliss.creates,5,41,TRUE,8.2,0
10671,gabchen90,183,225,FALSE,1.229508197,441
10672,pastelgemstones,313,837,FALSE,2.674121406,93
10673,ntlxjy,85,300,FALSE,3.529411765,15
10674,kirliablue,0,1268,TRUE,1268,0
10675,najwa_husein,14,466,TRUE,33.28571429,21
10676,learninggg,1409,2139,FALSE,1.518097942,2170
10677,xiaoho20,31,1466,TRUE,47.29032258,18
10678,mingaminggs,105,435,TRUE,4.142857143,353
10679,hanyin.t,94,307,TRUE,3.265957447,72
10680,thebernn,384,1061,TRUE,2.763020833,177
10681,eff_jambe,408,1321,FALSE,3.237745098,53
10682,beekim_toh,40,159,TRUE,3.975,12
10683,michelleluitan,106,729,TRUE,6.877358491,788
10684,siyingsiying,180,999,TRUE,5.55,454
10685,thecrazywan,481,753,TRUE,1.565488565,826
10686,happyhappystar,27,298,TRUE,11.03703704,1
10687,firzanahh,599,980,FALSE,1.6360601,24
10688,zeanchan,482,670,FALSE,1.390041494,620
10689,throneofgemstone,499,3034,FALSE,6.080160321,101
10690,gladyspyw,325,928,TRUE,2.855384615,419
10691,bunchofthings.co,423,299,FALSE,0.706855792,66
10692,happy4lfe,13,314,TRUE,24.15384615,267
10693,mirra.hnis,1567,1684,TRUE,1.074664965,229
10694,e.rienne,342,508,FALSE,1.485380117,156
10695,vonny_kusnadi,319,474,TRUE,1.485893417,293
10696,sweetienisa,1431,4759,FALSE,3.325646401,10040
10697,shiyun79,73,179,TRUE,2.452054795,410
10698,ann_3vs,155,203,TRUE,1.309677419,309
10699,2255lc,86,2079,TRUE,24.1744186,274
10700,ssica_shi,49,732,TRUE,14.93877551,203
10701,yanz_akk,81,709,TRUE,8.75308642,1635
10702,jazzloh_my,550,1177,TRUE,2.14,703
10703,joeychan092,10,52,TRUE,5.2,6
10704,danicatladyy,465,666,FALSE,1.432258065,4
10705,prissy_choo,19,792,TRUE,41.68421053,0
10706,xixilele_ht,222,1035,TRUE,4.662162162,503
10707,ma.sk_life,2321,1101,FALSE,0.474364498,167
10708,wantinnggg,612,1009,FALSE,1.64869281,366
10709,aliciaonghm,299,422,FALSE,1.411371237,57
10710,messyworld2020,353,256,FALSE,0.725212465,43
10711,agneschin17,53,2295,TRUE,43.30188679,3
10712,moo_moocoww,158,517,TRUE,3.272151899,149
10713,natural_stone_228,383,1090,FALSE,2.845953003,611
10714,liquidpebbles,1431,1910,TRUE,1.334730957,136
10715,sona.crystals,1140,624,FALSE,0.547368421,189
10716,sh.yun,167,2829,TRUE,16.94011976,423
10717,vanessapjy,141,941,TRUE,6.673758865,224
10718,joanne.cxy,564,1161,TRUE,2.058510638,10
10719,olhadegata,777,1461,TRUE,1.88030888,118
10720,bee3_xiaomifeng,1,163,TRUE,163,0
10721,monochromediva,66,3263,TRUE,49.43939394,865
10722,seeyenchong,31,650,TRUE,20.96774194,0
10723,blesscatfurmily,4920,5561,FALSE,1.130284553,1044
10724,aiikooo_,80,575,TRUE,7.1875,269
10725,stonesgemsperu,3876,5004,FALSE,1.291021672,1966
10726,sugarpeel,210,251,FALSE,1.195238095,303
10727,beebeet283,73,374,TRUE,5.123287671,108
10728,eileentan76,96,234,TRUE,2.4375,125
10729,kristalangel,1087,1156,FALSE,1.063477461,12798
10730,eggyuk,376,1188,TRUE,3.159574468,481
10731,ms_xuelii,836,3045,TRUE,3.642344498,2359
10732,gnituhc,209,659,TRUE,3.153110048,312
10733,whitesilvertinker,8,157,TRUE,19.625,86
10734,imxxoo_xx,0,1231,TRUE,1231,0
10735,bernice.limyr,381,1172,TRUE,3.076115486,214
10736,evienzee,378,841,FALSE,2.224867725,203
10737,onlypepperminz,91,647,FALSE,7.10989011,287
10738,ngdiana,98,1046,TRUE,10.67346939,66
10739,voyageurash,238,2376,FALSE,9.983193277,18
10740,graceeylynn,872,1804,TRUE,2.068807339,202
10741,bbverasc,19,106,TRUE,5.578947368,62
10742,ivy.happyfamily,44,259,TRUE,5.886363636,0
10743,wongroanna,171,324,TRUE,1.894736842,0
10744,dreamraella,99,220,TRUE,2.222222222,614
10745,ravenebebe,113,286,TRUE,2.530973451,255
10746,moonprincess87,1310,5643,FALSE,4.307633588,7679
10747,faithvalerieng,233,901,TRUE,3.86695279,53
10748,adeline_piggy,77,876,FALSE,11.37662338,0
10749,t.s.ling_,327,1530,FALSE,4.678899083,69
10750,kai.h3art,32,986,TRUE,30.8125,0
10751,happydayscrystals,1150,1206,FALSE,1.048695652,26
10752,jenieslow,108,215,FALSE,1.990740741,14
10753,bunnyqueen,298,1348,TRUE,4.523489933,315
10754,mdm_shuman,398,266,FALSE,0.668341709,1389
10755,pjeannn,313,411,TRUE,1.313099042,490
10756,beeyootifulmess,315,2420,TRUE,7.682539683,546
10757,cynkwok_,27,922,TRUE,34.14814815,40
10758,tengeng72,2,8,TRUE,4,0
10759,midorispore,61,989,TRUE,16.21311475,350
10760,curlydimple,375,1389,FALSE,3.704,860
10761,jeannieyuriko,175,505,FALSE,2.885714286,10
10762,lilyherdawate,824,2774,TRUE,3.366504854,3060
10763,carineheng74,589,5083,FALSE,8.629881154,1
10764,glenieshatan,2050,1279,FALSE,0.623902439,76
10765,angelynmay,0,7447,TRUE,7447,0
10766,dozzybum,9,601,TRUE,66.77777778,0
10767,weevanessa,478,1612,TRUE,3.372384937,403
10768,tstj,422,1413,TRUE,3.348341232,328
10769,nitaya87,196,712,TRUE,3.632653061,488
10770,nikiehoney,174,315,TRUE,1.810344828,109
10771,akangie0188,66,27,FALSE,0.409090909,10
10772,q1uyannnn_,661,6556,FALSE,9.918305598,0
10773,cinx,191,614,TRUE,3.214659686,1538
10774,_elizabethgoh,386,1008,FALSE,2.611398964,1215
10775,glitterdust_pixie,264,458,TRUE,1.734848485,39
10776,fourfoestarot,1750,1313,FALSE,0.750285714,214
10777,nancyiro,722,1447,FALSE,2.004155125,1590
10778,_lnxr,1301,855,FALSE,0.657186779,36
10779,thexcfofficial,187,185,FALSE,0.989304813,37
10780,lollaluliana,80,657,TRUE,8.2125,203
10781,yingzizz,992,1121,TRUE,1.130040323,1226
10782,amyzxc,796,1343,FALSE,1.68718593,798
10783,valeriiee.t,909,1755,TRUE,1.930693069,2675
10784,sweeti3belbell3,1465,3566,FALSE,2.434129693,407
10785,hunneybunz_,7,540,TRUE,77.14285714,2
10786,ziyanyuyan,9,391,TRUE,43.44444444,59
10787,mc_brows_sg,78,496,FALSE,6.358974359,5
10788,snoopwen,161,1359,TRUE,8.440993789,196
10789,churra_k,1654,2320,FALSE,1.402660218,740
10790,joline0601,33,187,TRUE,5.666666667,86
10791,lilsotong,213,2017,FALSE,9.469483568,263
10792,yellow_miki,159,674,TRUE,4.238993711,40
10793,linqiw,139,215,TRUE,1.54676259,418
10794,stashofmagic,1876,175,FALSE,0.093283582,56
10795,bloody.4896,20,52,TRUE,2.6,0
10796,gwent_abeautifulmess,98,418,TRUE,4.265306122,1186
10797,alwsysmile_,142,294,TRUE,2.070422535,195
10798,briarelf,321,1130,TRUE,3.520249221,699
10799,c_christin_a,625,899,TRUE,1.4384,1051
