,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
11400,lecia_rw,237,652,TRUE,2.751054852,595
11401,yoannehongmaodan,279,1463,FALSE,5.243727599,1
11402,everydaylovesunday,405,2696,TRUE,6.656790123,1413
11403,elaineysl,45,7501,TRUE,166.6888889,2663
11404,shimayasin89,227,599,TRUE,2.63876652,57
11405,shelbylsk,90,262,FALSE,2.911111111,0
11406,legracia_ouyang,461,1282,TRUE,2.780911063,1470
11407,berlinho,1653,2057,TRUE,1.244404114,536
11408,cleverie,0,510,TRUE,510,965
11409,pauline.l87,167,2376,TRUE,14.22754491,1144
11410,joylau_84,368,243,FALSE,0.660326087,1
11411,x3eunnie,2693,1524,FALSE,0.565911623,1678
11412,skylaryangg,114,787,TRUE,6.903508772,17
11413,gwestiel,688,2043,TRUE,2.969476744,1612
11414,jasveen1280,717,1060,TRUE,1.478382148,305
11415,reireii21,441,675,FALSE,1.530612245,226
11416,salinah8,1010,499,TRUE,0.494059406,56
11417,jaya2102,277,1473,TRUE,5.317689531,62
11418,strawberrymilk_222,36,902,TRUE,25.05555556,267
11419,angel_purple_sky,13,494,TRUE,38,0
11420,chervialable,109,282,TRUE,2.587155963,236
11421,funniecylar,4,176,TRUE,44,0
11422,sunev_nat,112,1486,TRUE,13.26785714,746
11423,lunascraftbox,660,258,FALSE,0.390909091,35
11424,_snowaholic_,72,34,FALSE,0.472222222,70
11425,just1gal,806,4331,TRUE,5.373449132,138
11426,jeanlim07,231,679,TRUE,2.939393939,1097
11427,coco_colan,7,2580,TRUE,368.5714286,65
11428,albee_8089,146,658,TRUE,4.506849315,32
11429,coolblueserenity,35,500,TRUE,14.28571429,47
11430,cambay_art,1910,6991,FALSE,3.660209424,876
11431,sherly_newz,60,210,TRUE,3.5,5
11432,auntychiobu,95,152,FALSE,1.6,28
11433,serene_ngsh,554,843,TRUE,1.52166065,126
11434,devilangelgirl,73,422,TRUE,5.780821918,39
11435,shaline.tan,249,2660,TRUE,10.68273092,121
11436,ladyjhas,211,368,TRUE,1.744075829,431
11437,okinawa_murasakixingye,228,558,FALSE,2.447368421,0
11438,gyweefen,99,725,TRUE,7.323232323,601
11439,mavng04,50,109,TRUE,2.18,250
11440,ccfychin,127,325,TRUE,2.559055118,582
11441,maggielivid,812,1344,TRUE,1.655172414,2308
11442,jeniece__jeneen,868,2952,FALSE,3.400921659,535
11443,krystelrock,473,2480,TRUE,5.243128964,103
11444,jaycejiahui,110,48,FALSE,0.436363636,0
11445,do2othy,137,371,TRUE,2.708029197,1457
11446,gwendolyn_yik,3813,6006,FALSE,1.575137687,445
11447,moondotmun,451,1105,FALSE,2.450110865,1673
11448,invleftb4,764,5631,FALSE,7.370418848,442
11449,tanelene,426,646,TRUE,1.516431925,711
11450,thecheesygirl_98,1624,3467,FALSE,2.134852217,790
11451,chaihongsoh,37,147,TRUE,3.972972973,63
11452,agnestmt1,104,143,TRUE,1.375,46
11453,auroraravens,797,762,FALSE,0.95608532,300
11454,puckerandpout,3377,2403,FALSE,0.711578324,890
11455,misssrn,82,268,TRUE,3.268292683,1068
11456,gemetrique,646,152,FALSE,0.235294118,88
11457,g3rryh3n,339,727,FALSE,2.144542773,584
11458,ibon__ibon_yvonne,419,1087,FALSE,2.594272076,554
11459,shirley.woo,163,1023,FALSE,6.27607362,0
11460,window.inspace,990,1320,TRUE,1.333333333,39
11461,katheryntan,316,181,TRUE,0.57278481,490
11462,dixon.chia,11,3,FALSE,0.272727273,0
11463,jere_mychan,17,73,FALSE,4.294117647,4
11464,cry.staholic,103,150,FALSE,1.45631068,0
11465,glowingbeautysg,140,558,FALSE,3.985714286,85
11466,jennielpl,162,668,TRUE,4.12345679,638
11467,lavender_xuanee,290,460,TRUE,1.586206897,10
11468,lovellerislanier,786,859,TRUE,1.092875318,1183
11469,mrchowchow,80,102,FALSE,1.275,13
11470,ellynntan,224,1057,TRUE,4.71875,1701
11471,kopimamama,1161,632,FALSE,0.544358312,40
11472,kenhuan_0530,485,515,TRUE,1.06185567,85
11473,veeforvee,274,2313,FALSE,8.441605839,10
11474,crownmineralshop_wholesales,3936,7382,TRUE,1.87550813,411
11475,crystalsfor.zfs,323,260,FALSE,0.80495356,15
11476,christinebella24,0,4947,TRUE,4947,157
11477,iamxiaoheixiong,328,312,FALSE,0.951219512,28
11478,hystericc,146,674,TRUE,4.616438356,931
11479,enelrahceeljy,86,573,TRUE,6.662790698,3352
11480,jolylce,108,950,TRUE,8.796296296,223
11481,chrislene81,64,427,TRUE,6.671875,221
11482,tengfamily12,152,529,TRUE,3.480263158,700
11483,sillymaiziz,119,459,TRUE,3.857142857,388
11484,keenslunchboxesipoh,109,136,FALSE,1.247706422,278
11485,fatemeh.afshar54,339,3985,TRUE,11.75516224,517
11486,jen.337,435,3406,FALSE,7.829885057,1
11487,lhenfernandez34,16,1016,TRUE,63.5,472
11488,sdamircheli,113,2508,TRUE,22.19469027,83
11489,beajenesa,474,854,TRUE,1.801687764,355
11490,ythaya,1239,6250,TRUE,5.044390638,15
11491,maria_m_job,67,44,FALSE,0.656716418,1
11492,jampotcatering,238,332,FALSE,1.394957983,116
11493,mireyaortzp,4,1022,TRUE,255.5,0
11494,parisa_samadi80,8,7480,TRUE,935,0
11495,quinntttran,109,191,TRUE,1.752293578,0
11496,_erikasophia94,661,3048,TRUE,4.611195159,380
11497,d_kai_ley,225,2325,TRUE,10.33333333,2
11498,jubisaeileen,193,805,FALSE,4.170984456,186
11499,tinkerbread,189,908,TRUE,4.804232804,78
11500,babyg_kq,218,210,TRUE,0.963302752,1107
11501,robynml63,911,6156,TRUE,6.75740944,432
11502,shaneeng,760,967,FALSE,1.272368421,723
11503,coco_kogila,170,972,TRUE,5.717647059,558
11504,meidreamer,124,640,TRUE,5.161290323,185
11505,kohalexis,65,392,TRUE,6.030769231,0
11506,ahctan06,49,785,TRUE,16.02040816,1
11507,vidyarajbalaji,155,2076,TRUE,13.39354839,5
11508,earthtone_style,5395,1730,FALSE,0.320667285,5232
11509,reen_goh,10028,5527,FALSE,0.551156761,1421
11510,paigeisthis,923,1167,FALSE,1.264355363,674
11511,ms.hahabanana,754,4021,FALSE,5.332891247,58
11512,marz2tan,0,1874,TRUE,1874,642
11513,khloey,54,1188,TRUE,22,666
11514,_joeyyy91_,339,400,TRUE,1.179941003,556
11515,kellywong213,352,352,FALSE,1,8
11516,maykung00,1861,2790,TRUE,1.499193982,886
11517,juliana_itsmylife,29,193,TRUE,6.655172414,4
11518,milira_lifestyle_blog,93,609,FALSE,6.548387097,2
11519,_adelinek_,622,2708,TRUE,4.353697749,645
11520,jigglyandmarshadow,197,355,FALSE,1.802030457,260
11521,yuenkeioror,264,4443,TRUE,16.82954545,172
11522,funfun0000008,214,325,FALSE,1.518691589,3
11523,shn_ssj,1,95,TRUE,95,0
11524,xjchuig,44,3428,TRUE,77.90909091,1419
11525,_monchhi.starlu_,895,612,FALSE,0.683798883,524
11526,daisy1217,189,1334,TRUE,7.058201058,137
11527,pollycheng417,37,1008,TRUE,27.24324324,44
11528,hubbeez17,29,128,TRUE,4.413793103,29
11529,april0310,88,222,FALSE,2.522727273,15
11530,janicasim,2400,3525,FALSE,1.46875,1624
11531,dorothybrigette,82,140,TRUE,1.707317073,601
11532,teosawwoon,531,3132,FALSE,5.898305085,11
11533,simlinda81,37,78,FALSE,2.108108108,0
11534,yvette_chwee,44,311,TRUE,7.068181818,118
11535,selina_samson,521,447,TRUE,0.857965451,1510
11536,evepcong,114,634,TRUE,5.561403509,21
11537,sandykjw,434,1265,TRUE,2.914746544,1828
11538,yentinge,184,891,FALSE,4.842391304,99
11539,purrvenb,229,710,TRUE,3.100436681,82
11540,eerritating92,222,236,TRUE,1.063063063,138
11541,jiaqizh,73,488,TRUE,6.684931507,24
11542,shanshineshan,408,854,TRUE,2.093137255,1589
11543,crystalngtt,60,858,TRUE,14.3,4
11544,minimonstersmum,43,1086,TRUE,25.25581395,1440
11545,vieealbeliya,1041,4477,FALSE,4.30067243,205
11546,alxyslhk,0,29,TRUE,29,11
11547,rose_lady2005,83,530,FALSE,6.385542169,0
11548,missyj.28,127,4572,TRUE,36,1069
11549,alona_htut_scarlett,117,651,TRUE,5.564102564,447
11550,caloriesgoaway,618,427,FALSE,0.690938511,54
11551,oohclarity,674,642,TRUE,0.952522255,153
11552,evonnewu_,998,3818,TRUE,3.825651303,2628
11553,purplishrose,259,596,TRUE,2.301158301,249
11554,gerlimmh,83,357,TRUE,4.301204819,148
11555,treaciousxtrea,389,1226,TRUE,3.151670951,1245
11556,moonytooon,143,1313,TRUE,9.181818182,266
11557,blessed_annie,29,76,TRUE,2.620689655,9
11558,lthuey,186,344,TRUE,1.849462366,5
11559,berber86,173,1222,TRUE,7.063583815,637
11560,felly_welly,432,886,TRUE,2.050925926,680
11561,cyn3737,188,1034,TRUE,5.5,1156
11562,lohhb_2000,114,279,FALSE,2.447368421,4
11563,eenelez,1153,1123,TRUE,0.973980919,2275
11564,hd.happiness,9,52,TRUE,5.777777778,0
11565,peili_phay,582,1483,TRUE,2.548109966,796
11566,meowbeauty.cat,676,4531,FALSE,6.702662722,357
11567,aerial.ariela,1891,1728,FALSE,0.913802221,636
11568,lollixn,286,1574,FALSE,5.503496503,107
11569,nurhanizahzs,530,947,TRUE,1.786792453,37
11570,yenaj,123,584,TRUE,4.74796748,241
11571,t_noona,116,435,TRUE,3.75,0
11572,itscrayoncin,124,1895,TRUE,15.28225806,4
11573,sheila_xihui,270,936,FALSE,3.466666667,37
11574,etsm28,231,594,TRUE,2.571428571,688
11575,everlasting_26,819,1171,FALSE,1.42979243,1217
11576,kohcheryl,180,1692,TRUE,9.4,92
11577,carolinechewmr,185,505,TRUE,2.72972973,412
11578,avo.eggies,53,1749,TRUE,33,1786
11579,esttlove,213,1316,TRUE,6.178403756,1599
11580,milnixus,215,861,TRUE,4.004651163,1299
11581,sparklestarrise,40,525,TRUE,13.125,95
11582,vivianlxj,79,755,TRUE,9.556962025,351
11583,bigbigbee,52,910,TRUE,17.5,129
11584,_moonynights_,0,383,TRUE,383,0
11585,ong_leeting,183,1653,TRUE,9.032786885,237
11586,anyaya,497,805,FALSE,1.61971831,1508
