,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
4117,whalechai,85,457,TRUE,5.376470588,619
4118,syamiraselamat,365,585,TRUE,1.602739726,9
4119,coloured_desk,863,1282,FALSE,1.485515643,532
4120,suewitss,105,301,TRUE,2.866666667,2375
4121,kok_kai_ling,9,221,TRUE,24.55555556,0
4122,joey_ling186,115,411,TRUE,3.573913043,533
4123,rasyidahbr,263,1621,TRUE,6.163498099,1514
4124,shasha_nana_felicia,1613,2425,FALSE,1.503409795,4156
4125,lsbsegina,707,890,FALSE,1.25884017,410
4126,jahizarghh,131,584,TRUE,4.458015267,153
4127,cherylsodapop,1239,1489,FALSE,1.201775626,930
4128,eieks,59,104,TRUE,1.762711864,74
4129,a_nys,562,1214,TRUE,2.160142349,470
4130,bearychew,168,454,TRUE,2.702380952,119
4131,xhopscotch,148,2550,TRUE,17.22972973,1933
4132,naunnie_rin,276,494,TRUE,1.789855072,132
4133,sheryl607,351,1839,FALSE,5.239316239,344
4134,claracheww,307,781,TRUE,2.543973941,165
4135,__snowblanc__,18,950,TRUE,52.77777778,52
4136,chessityflame,541,444,TRUE,0.820702403,6
4137,abibbigail,1197,673,FALSE,0.562238931,393
4138,spiritual.susan,1197,673,FALSE,0.562238931,393
4139,joyhuqueriza,110,19,FALSE,0.172727273,3
4140,crys.taluna,198,141,FALSE,0.712121212,0
4141,whyhirach,229,375,TRUE,1.637554585,400
4142,pinkk.skies,17,532,TRUE,31.29411765,4
4143,cherriebz3,1461,2724,FALSE,1.864476386,1003
4144,gnutjx,63,1022,TRUE,16.22222222,32
4145,mies.fantrastic,710,767,FALSE,1.08028169,505
4146,rgenie,796,767,TRUE,0.963567839,448
4147,4n9e1a,656,620,FALSE,0.945121951,642
4148,missycherryapple,104,369,TRUE,3.548076923,5
4149,xoxofenni,784,2899,TRUE,3.697704082,1603
4150,_christabellaw,55,110,FALSE,2,51
4151,limminlynn,197,389,TRUE,1.974619289,1003
4152,shjacelyn_0112,309,4259,TRUE,13.78317152,968
4153,milifeinanutchelle,1117,1010,FALSE,0.904207699,913
4154,ferloony,235,522,TRUE,2.221276596,8
4155,sohtamjiak,147,336,TRUE,2.285714286,656
4156,louuuiseelme,193,1205,TRUE,6.243523316,565
4157,fior.sg,63,59,FALSE,0.936507937,16
4158,carlota_jewellery,953,338,FALSE,0.354669465,271
4159,dark_xypher,57,162,TRUE,2.842105263,857
4160,rosanotdiaz,1035,917,TRUE,0.885990338,207
4161,gerriiee,69,515,TRUE,7.463768116,575
4162,uyaij,79,690,TRUE,8.734177215,253
4163,blueberrycheesecake,439,377,TRUE,0.858769932,813
4164,lilac.cee,125,260,FALSE,2.08,29
4165,or1en9bu8rg9,6,622,TRUE,103.6666667,0
4166,crystal_de_luna,307,74,FALSE,0.241042345,3
4167,eeal_irene,25,437,TRUE,17.48,29
4168,can1ce,368,1267,TRUE,3.442934783,85
4169,sharonlovees,228,241,TRUE,1.057017544,897
4170,jccyyyyy,20,1212,TRUE,60.6,369
4171,lorong.hamm,69,77,FALSE,1.115942029,36
4172,chippyeepi,71,348,TRUE,4.901408451,1962
4173,emm_acreations,3045,5682,FALSE,1.866009852,113
4174,blackholecrystals,33,324,FALSE,9.818181818,0
4175,ceresarah,322,386,TRUE,1.198757764,30
4176,etwling,100,807,TRUE,8.07,2058
4177,claudiayong,881,935,FALSE,1.061293984,3023
4178,chinxie.pixie,183,756,TRUE,4.131147541,158
4179,sadpiee,4,235,TRUE,58.75,26
4180,feathertrue,449,1357,FALSE,3.022271715,546
4181,biggest_stone_wholesale,981,2172,FALSE,2.214067278,333
4182,nasyitah_s,185,1057,TRUE,5.713513514,292
4183,raininghearts123,0,898,TRUE,898,0
4184,raisins81,171,494,TRUE,2.888888889,6657
4185,shannon.ong,18,145,TRUE,8.055555556,37
4186,ivylim_xoxo,396,750,TRUE,1.893939394,66
4187,colleenthengg,963,1368,TRUE,1.420560748,420
4188,jennylee7874,126,1161,TRUE,9.214285714,111
4189,fluffhyucks,42,1694,TRUE,40.33333333,2000
4190,marie_tay,162,740,TRUE,4.567901235,952
4191,ivin86,220,976,TRUE,4.436363636,687
4192,shuzhenjang90,258,844,FALSE,3.271317829,15
4193,mfsk7378,108,598,TRUE,5.537037037,1111
4194,momocheerioos,42,959,TRUE,22.83333333,0
4195,xrlrosanne,708,651,FALSE,0.919491525,824
4196,eleenng,310,984,TRUE,3.174193548,25
4197,h_peinaa,226,467,TRUE,2.066371681,34
4198,beautifulcrystal1208,1410,2952,FALSE,2.093617021,234
4199,graycestudio,779,224,FALSE,0.287548139,155
