,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
4827,only_angiet,167,818,TRUE,4.898203593,933
4828,tinicheryl,101,285,TRUE,2.821782178,220
4829,fatezdestiny,725,710,FALSE,0.979310345,422
4830,e8crystals,51,68,FALSE,1.333333333,8
4831,tayelsie,74,137,TRUE,1.851351351,12
4832,goh_lee_wey,45,483,TRUE,10.73333333,2
4833,aquariusamanda,471,904,FALSE,1.919320594,1211
4834,sh3ralynn.g_,236,250,TRUE,1.059322034,0
4835,_q.mint_,85,211,FALSE,2.482352941,24
4836,rannierain,66,606,TRUE,9.181818182,4
4837,jiesimin,125,449,TRUE,3.592,185
4838,lysettecastillo,212,2385,TRUE,11.25,274
4839,angelaalperin,27,190,TRUE,7.037037037,0
4840,rin_sparkles,395,2886,TRUE,7.306329114,3355
4841,madeat6pm,10897,218,FALSE,0.020005506,262
4842,_honeybee1230,212,1707,FALSE,8.051886792,15
4843,plijiayan,205,349,TRUE,1.702439024,83
4844,inshine.studio,2457,643,TRUE,0.261701262,0
4845,crystal_shop33,4601,7097,FALSE,1.542490763,2084
4846,himechan2900,945,1735,FALSE,1.835978836,1750
4847,ahhhhh1004,26,225,FALSE,8.653846154,0
4848,hellokittyqi,1176,1615,TRUE,1.37329932,195
4849,wai.ky741847,15,118,TRUE,7.866666667,11262
4850,ginny0913,123,518,TRUE,4.211382114,3
4851,noraneo_,281,348,TRUE,1.238434164,493
4852,kyle_t93,984,1156,FALSE,1.174796748,17
4853,clarencecy.lew,173,248,FALSE,1.433526012,802
4854,eeezaraaa,1546,1080,TRUE,0.698576973,50
4855,christinesmy,1951,992,TRUE,0.508457201,1351
4856,kellynn.7,0,82,TRUE,82,0
4857,the_provisions,469,408,FALSE,0.869936034,78
4858,vvalerielow,322,734,TRUE,2.279503106,251
4859,iamcinderploy,2050,913,FALSE,0.445365854,389
4860,coolcool1986,898,7499,FALSE,8.35077951,75
4861,ts3ra3d,436,4907,FALSE,11.25458716,11
4862,ettigirb86,467,4854,FALSE,10.39400428,11
4863,perhapslovefoundme,460,1240,FALSE,2.695652174,1779
4864,musicinme1111,23,67,TRUE,2.913043478,3
4865,weilinniliew,1480,6213,FALSE,4.197972973,326
4866,rainbowarcinthesky,111,1918,TRUE,17.27927928,93
4867,amethyl_biznart,9,103,FALSE,11.44444444,0
4868,sisloveeat,573,3183,FALSE,5.554973822,65
4869,daphnelsf,321,407,TRUE,1.267912773,809
4870,joaniechin,197,927,TRUE,4.705583756,900
4871,graceym4cey,730,710,FALSE,0.97260274,433
4872,dearhunnybunny.sg,95,646,FALSE,6.8,15
4873,my_name_phi,733,567,TRUE,0.773533424,167
4874,picoandmarley,2189,3519,FALSE,1.607583371,641
4875,wan_zh3n,141,763,TRUE,5.411347518,178
4876,blablatansheep,589,587,TRUE,0.996604414,61
4877,serenityting,441,699,FALSE,1.585034014,619
4878,chimcheryl,16,194,TRUE,12.125,0
4879,stonesofgaia,155,195,FALSE,1.258064516,0
4880,weitinggggggg,570,1169,TRUE,2.050877193,122
4881,lollicandise,888,618,TRUE,0.695945946,2329
4882,pkc_gui_mei1016,965,4012,TRUE,4.157512953,137
4883,the_pavedroad,87,771,TRUE,8.862068966,4
4884,wbpauline,431,434,TRUE,1.006960557,268
4885,meievangeline,28,124,TRUE,4.428571429,797
4886,evalee1102,77,700,TRUE,9.090909091,8
4887,sher2lyn,139,251,TRUE,1.805755396,37
4888,estherbeizhen,147,293,FALSE,1.993197279,14
4889,glitterfairyyy00,501,1129,TRUE,2.253493014,411
4890,violetgoh,1519,1552,FALSE,1.021724819,5538
4891,zhuukaren,106,666,TRUE,6.283018868,1079
4892,pangpangyogiyo,18,70,TRUE,3.888888889,73
4893,txffany_txf,411,971,TRUE,2.362530414,7
4894,feyremor_9808,1,1851,TRUE,1851,0
4895,sanni_ng,101,195,TRUE,1.930693069,203
4896,27loveforever,71,136,TRUE,1.915492958,293
4897,melonbubblegum,25,558,TRUE,22.32,75
4898,ena.oh.ena,609,2426,TRUE,3.983579639,3294
4899,berni3chan,1332,1671,FALSE,1.254504505,779
