,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
3700,annbeautytrend,207,326,FALSE,1.574879227,52
3701,eunice.wcl,93,99,TRUE,1.064516129,13
3702,mona_chee,256,547,TRUE,2.13671875,68
3703,jesminewheee,1097,1375,TRUE,1.253418414,1
3704,quint_essential_scents,74,38,FALSE,0.513513514,34
3705,evetanisme,74,38,FALSE,0.513513514,34
3706,iamjoeyneo,617,685,TRUE,1.110210697,1182
3707,am_ketryn24,110,1237,TRUE,11.24545455,3
3708,ofquartz.itsyou,132,77,FALSE,0.583333333,9
3709,heemying,85,142,TRUE,1.670588235,30
3710,sirless,1310,4035,FALSE,3.080152672,723
3711,heemingmin,157,257,TRUE,1.636942675,254
3712,j3zzz.lee,69,262,TRUE,3.797101449,665
3713,jin_meiii,180,697,TRUE,3.872222222,76
3714,szxys,37,247,TRUE,6.675675676,0
3715,ogeychermaine,262,299,TRUE,1.141221374,2
3716,_.mardiiii_,281,1006,TRUE,3.580071174,0
3717,gemstone_supplier18,3104,7348,FALSE,2.367268041,1289
3718,bay.sharon,145,224,TRUE,1.544827586,105
3719,the.wiove,13,27,FALSE,2.076923077,17
3720,clown.fysh,17,393,TRUE,23.11764706,4056
3721,de_ross_charmed,1281,2121,TRUE,1.655737705,5891
3722,_theisas,469,1935,TRUE,4.125799574,594
3723,aliciawxt,20,74,TRUE,3.7,0
3724,neko_rara_chan,448,1240,FALSE,2.767857143,1629
3725,sagiyae,137,572,TRUE,4.175182482,69
3726,m_i_a_u_178,57,542,TRUE,9.50877193,0
3727,pixie_north,68,328,TRUE,4.823529412,62
3728,colar_teabarista,1224,797,TRUE,0.651143791,8
3729,vivi_soo,25,770,TRUE,30.8,193
3730,shearhearts,305,604,TRUE,1.980327869,724
3731,purplepeg,834,739,TRUE,0.886091127,2340
3732,majesticcrystal2021,17,12,FALSE,0.705882353,1
3733,ctmardyanna_76,783,1696,FALSE,2.166028097,94
3734,noors_vlog,251,300,FALSE,1.195219124,217
3735,gem.inlove,157,276,FALSE,1.757961783,35
3736,angelchervel,181,534,TRUE,2.950276243,733
3737,krissygrrrl,642,958,TRUE,1.492211838,266
3738,ngskk,127,187,TRUE,1.472440945,50
3739,patricialill,196,395,FALSE,2.015306122,116
3740,thetoptotoes,3,194,TRUE,64.66666667,2
3741,_jyngx,0,857,TRUE,857,207
3742,kimsankar,314,1773,TRUE,5.646496815,655
3743,jen.ng.yy,144,378,TRUE,2.625,58
3744,c.j.y.j,224,1390,TRUE,6.205357143,183
3745,claysprout,239,361,FALSE,1.510460251,68
3746,juleslynrahim,2004,2134,FALSE,1.064870259,6965
3747,happybee01,27,1899,TRUE,70.33333333,0
3748,lovecindylovely94,1130,3119,FALSE,2.760176991,848
3749,suzetteluvs,408,699,TRUE,1.713235294,423
3750,eunicelimjy,73,130,TRUE,1.780821918,14
3751,ginger_love79,383,2373,TRUE,6.195822454,0
3752,nurfareeza09,372,2402,TRUE,6.456989247,1199
3753,cheahjy94,137,176,FALSE,1.284671533,83
3754,ayatoswifeyyy,14,943,TRUE,67.35714286,2628
3755,iamjoyanne15,795,1109,TRUE,1.394968553,681
3756,xccarrrrrun,488,730,TRUE,1.495901639,1
3757,zeeza.sayb,59,174,TRUE,2.949152542,39
3758,itznettyl,234,348,TRUE,1.487179487,73
3759,thegoodcrystal_sg,720,2059,FALSE,2.859722222,63
3760,myearringcloset,67,87,FALSE,1.298507463,62
3761,lovelhess1982,210,278,TRUE,1.323809524,774
3762,fish_hsn82,158,356,FALSE,2.253164557,25
3763,_sweetpeaash,363,1761,TRUE,4.851239669,512
3764,kira.lim.corgi,2969,1386,FALSE,0.466823846,1299
3765,angelsoo_99,1185,2426,TRUE,2.047257384,568
3766,balletomane12,85,312,TRUE,3.670588235,82
3767,dreydrey27,119,316,TRUE,2.655462185,90
3768,pipizhen,1079,1518,FALSE,1.406858202,422
3769,lavena_xu,217,540,TRUE,2.488479263,1246
3770,lalaoven,528,978,FALSE,1.852272727,34
3771,sharon_norahs_lim,225,281,TRUE,1.248888889,9
3772,ling_le_,333,1008,TRUE,3.027027027,735
3773,mimie_nanaa,0,1296,TRUE,1296,41
3774,missysha,59,5052,TRUE,85.62711864,379
3775,fedora_chua,25,63,FALSE,2.52,11
3776,ainloveselephant,567,643,FALSE,1.134038801,512
3777,thamcynthia,61,255,TRUE,4.180327869,13
3778,qalishapeh,431,391,TRUE,0.907192575,933
3779,avis_teo,45,345,TRUE,7.666666667,13
3780,pinkylinisme,53,498,TRUE,9.396226415,282
3781,flicialoh,228,257,TRUE,1.127192982,516
3782,elx3x3,98,668,FALSE,6.816326531,1
3783,joi3y,129,145,TRUE,1.124031008,120
3784,yiling1230,149,281,TRUE,1.88590604,786
3785,shyranaroshika,463,804,TRUE,1.73650108,411
3786,iamnorairen,359,1979,TRUE,5.512534819,554
3787,starrynightz05,2,54,TRUE,27,7
3788,prp_17,112,3005,TRUE,26.83035714,201
3789,goh073,127,338,FALSE,2.661417323,11
3790,intanosmann,96,618,TRUE,6.4375,4
3791,leediana520,884,936,TRUE,1.058823529,932
3792,lia.lia777,1,118,TRUE,118,20
3793,decluvsong,144,180,TRUE,1.25,65
3794,qiaolin,563,556,TRUE,0.987566607,1763
3795,zimbaphy,121,1072,TRUE,8.859504132,351
3796,huienn_cheng,341,274,TRUE,0.803519062,66
3797,vane_tan,212,1255,TRUE,5.919811321,234
3798,cuiiicw,466,719,TRUE,1.542918455,1056
3799,ting_tii,99,1485,TRUE,15,223
3800,littlesmallbowl,561,1221,TRUE,2.176470588,21
3801,sharmaineaseniero,317,252,TRUE,0.794952681,200
3802,arideofreality,123,351,TRUE,2.853658537,442
3803,cynfei,247,604,FALSE,2.44534413,890
3804,iamsally.32,176,3784,TRUE,21.5,72
3805,shiqi03,408,637,TRUE,1.56127451,440
3806,bbuzz4life,2,205,TRUE,102.5,0
3807,eileenmo,21,65,TRUE,3.095238095,58
3808,desireetsy,270,734,TRUE,2.718518519,275
3809,nekowonie,113,1226,FALSE,10.84955752,3328
3810,minervajana33,57,356,FALSE,6.245614035,0
3811,alliteration_gyt,203,377,TRUE,1.857142857,6
3812,mikachu07,612,857,TRUE,1.400326797,1743
3813,christopher_knopf,231,308,TRUE,1.333333333,71
3814,claudiajtsh,1514,2221,TRUE,1.466974901,88
3815,joannaknopf,212,713,FALSE,3.363207547,265
3816,fattylabbit,209,1000,TRUE,4.784688995,180
3817,audaciouslyyours,596,3141,FALSE,5.270134228,100
3818,natalialoves,760,995,FALSE,1.309210526,102
3819,mxm_mr,28,2082,TRUE,74.35714286,9
3820,yannypinkhazel,350,845,TRUE,2.414285714,903
3821,kitty2222,590,686,FALSE,1.162711864,27
