,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
2000,lisalicrystals,675,1972,FALSE,2.921481481,342
2001,koh_cindy,111,242,TRUE,2.18018018,196
2002,unicorn.qc,10,54,TRUE,5.4,26
2003,11miniberries11,824,839,TRUE,1.018203883,351
2004,dre.tian,278,932,TRUE,3.352517986,6
2005,jenzhing,244,821,TRUE,3.364754098,415
2006,desii.bam,76,441,TRUE,5.802631579,1414
2007,shiheeeeeeee,267,377,TRUE,1.411985019,431
2008,carebear.lim,78,82,FALSE,1.051282051,2
2009,tamagoh,57,23,FALSE,0.403508772,0
2010,chandra_sale_,73,1084,TRUE,14.84931507,7
2011,felicia_tyo,83,233,TRUE,2.807228916,121
2012,xjazzex,81,910,TRUE,11.2345679,150
2013,just_call_me_luckygirl,1858,2907,TRUE,1.564585576,755
2014,constellation_solaris,266,1179,FALSE,4.432330827,3
2015,poohfc0210,173,336,FALSE,1.942196532,23
2016,jayce.yui,145,244,FALSE,1.682758621,18
2017,zenlimsc8,160,353,TRUE,2.20625,180
2018,auderinadoraemon,60,86,TRUE,1.433333333,25
2019,iamtheblissfulmom,345,154,TRUE,0.446376812,14
2020,sh_yastie,95,787,TRUE,8.284210526,10
2021,min_chua_min,85,724,TRUE,8.517647059,25
2022,miraadhira_,870,844,TRUE,0.970114943,72
2023,xcindy.c,658,406,FALSE,0.617021277,37
2024,tianee82,111,209,FALSE,1.882882883,48
2025,kailidino,162,213,FALSE,1.314814815,0
2026,jialingzzz,460,449,FALSE,0.976086957,772
2027,electraljx,547,497,FALSE,0.908592322,18
2028,jojoleness,129,557,TRUE,4.317829457,854
2029,sunshinebella.therese,154,662,TRUE,4.298701299,15
2030,bluewhalezz_,42,484,TRUE,11.52380952,1234
2031,crystal.beelief,154,166,FALSE,1.077922078,42
2032,marchingseason,676,544,FALSE,0.804733728,2686
2033,jeweledensg,123,168,FALSE,1.365853659,19
2034,tychorian2002,285,897,FALSE,3.147368421,1
2035,happyu_happyu,63,130,FALSE,2.063492063,27
2036,bloopyboo_94,394,1170,FALSE,2.969543147,1005
2037,margarettanyu,35,31,TRUE,0.885714286,0
2038,laishuxinn,70,187,TRUE,2.671428571,30
2039,nutrimaxx.consultancy,54,144,FALSE,2.666666667,53
2040,joc2lyn,57,360,TRUE,6.315789474,29
2041,fizaafarhah,612,1350,TRUE,2.205882353,438
2042,perfecten10,46,571,TRUE,12.41304348,1140
2043,vivian_gan_,187,926,TRUE,4.951871658,176
2044,llt_tll_p,10,1280,TRUE,128,22
2045,maxangck,945,739,FALSE,0.782010582,1242
2046,il0v3crystalz,404,354,FALSE,0.876237624,798
2047,filosophersbane,236,916,FALSE,3.881355932,71
