,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
3300,siti_shakila,122,1421,TRUE,11.64754098,367
3301,n_o_zie,189,1858,FALSE,9.830687831,131
3302,iamsofiaazzahra,822,1350,TRUE,1.642335766,12290
3303,bluefrost2312,51,214,TRUE,4.196078431,5
3304,tslonboard,150,1043,TRUE,6.953333333,1924
3305,nats_dpotpourri,6,131,TRUE,21.83333333,134
3306,borneodivas,9589,5544,FALSE,0.578162478,3694
3307,mummysugar,33,68,TRUE,2.060606061,7
3308,effofffaraway,5,76,TRUE,15.2,0
3309,crystal_luna_shop,5,76,TRUE,15.2,0
3310,invictusgal689,118,805,TRUE,6.822033898,43
3311,anastasialiaoo,1223,1129,TRUE,0.92313982,173
3312,in.zense,395,508,FALSE,1.286075949,81
3313,thehandmademarketbynh,299,760,FALSE,2.54180602,807
3314,stella_leong_,208,1038,FALSE,4.990384615,24
3315,icyfi00,28,1060,TRUE,37.85714286,30
3316,phiphistacks,173,191,FALSE,1.104046243,75
3317,sunfeifei658,278,1529,FALSE,5.5,629
3318,lesleysdelights,6271,1356,FALSE,0.216233456,706
3319,jiawen.84,299,667,FALSE,2.230769231,246
3320,sarajanelles,761,881,FALSE,1.157687254,208
3321,thintrepido,354,464,TRUE,1.310734463,22
3322,yangsen.sg.vonz,354,777,FALSE,2.194915254,698
3323,zyscrystals,150,60,FALSE,0.4,19
3324,cheongkaching,7375,1207,FALSE,0.163661017,2057
3325,masluloh,1140,7497,FALSE,6.576315789,644
3326,deedla,461,1726,TRUE,3.744034707,1102
3327,nsatheleo,211,775,TRUE,3.672985782,7
3328,zdyumna,137,253,TRUE,1.846715328,33
3329,meijichoc,41,282,TRUE,6.87804878,3
3330,li_ann12,71,725,TRUE,10.21126761,729
3331,e_vonneee,1014,1010,TRUE,0.996055227,535
3332,ella.easel,70,144,FALSE,2.057142857,3
3333,sereneclaire,2152,1028,TRUE,0.477695167,549
3334,dreamfantasy.hedgie,845,1252,FALSE,1.481656805,168
3335,yixian_yap,463,752,TRUE,1.624190065,308
3336,krisdestin,886,2449,TRUE,2.764108352,628
3337,oolongmilkteaaa,38,262,TRUE,6.894736842,80
3338,kellyheng6,90,338,TRUE,3.755555556,16
3339,craft.blast,3,473,TRUE,157.6666667,0
3340,_nerline_,323,2059,TRUE,6.374613003,210
3341,certifiedboogara,102,2264,TRUE,22.19607843,1494
3342,velvvel,47,19,TRUE,0.404255319,0
3343,ginnginncsy,127,596,TRUE,4.692913386,611
3344,jey.heych,265,1276,TRUE,4.81509434,1569
3345,maixinfp,890,5216,TRUE,5.860674157,4
3346,omikostacy,136,274,TRUE,2.014705882,77
3347,piggyning,168,670,TRUE,3.988095238,487
3348,surely,951,1464,FALSE,1.539432177,2217
3349,el.ise9739,29,177,FALSE,6.103448276,12
3350,s_uet_,153,823,TRUE,5.379084967,1606
3351,riqalia,88,7456,TRUE,84.72727273,21
3352,shianglin_n,134,109,TRUE,0.813432836,612
3353,nfadhilahbm,257,545,TRUE,2.120622568,1050
3354,kellyesmond,39,52,TRUE,1.333333333,1
3355,rubyting85,144,477,TRUE,3.3125,444
3356,ajoey21,498,3569,TRUE,7.166666667,5218
3357,unicornraksasa,17,535,TRUE,31.47058824,42
3358,adelynxlin,272,303,TRUE,1.113970588,143
3359,rikochew,174,547,TRUE,3.143678161,559
3360,wbbisthebest._,32,448,TRUE,14,254
3361,_hyraaa,1157,765,TRUE,0.66119274,26
3362,aliciahzx,663,892,TRUE,1.345399698,355
3363,kelly_ng1984,156,154,FALSE,0.987179487,308
3364,kinlovefir,394,1344,TRUE,3.411167513,1979
3365,mvriou,640,963,FALSE,1.5046875,32
3366,miaomiao_yeo93,198,811,TRUE,4.095959596,1121
3367,aliciaczh52,38,1008,TRUE,26.52631579,0
3368,nicotinelly,916,1303,FALSE,1.422489083,759
3369,shuezz,203,964,TRUE,4.748768473,414
3370,lynn368,787,966,TRUE,1.227445997,279
3371,huifanggg,333,585,FALSE,1.756756757,1567
3372,mraihana,734,1168,TRUE,1.591280654,74
3373,dreamzld,1293,1651,TRUE,1.276875483,1277
3374,jjeantte1,3,533,TRUE,177.6666667,0
3375,min.minxx,266,525,FALSE,1.973684211,275
3376,giraffesbreathemoreair,209,1021,TRUE,4.885167464,1074
3377,laughingtoes,184,1118,TRUE,6.076086957,501
3378,_pockyryl,332,787,FALSE,2.370481928,56
3379,capri7833,45,745,TRUE,16.55555556,49
3380,seyeon_09,0,158,TRUE,158,0
3381,__withloveb__,78,1408,TRUE,18.05128205,877
3382,magickal_chinks,488,1713,FALSE,3.510245902,2869
3383,xjace,154,3124,TRUE,20.28571429,1689
3384,koh5409,16,22,FALSE,1.375,0
3385,darrieangel.t,172,449,TRUE,2.610465116,291
3386,jacquelinesohjh,130,1166,TRUE,8.969230769,2311
3387,diahmimik,171,1506,TRUE,8.807017544,148
3388,shimastreetwild,684,1955,TRUE,2.858187135,580
3389,regimeii,458,711,TRUE,1.552401747,0
3390,positivity4life2.0,102,284,FALSE,2.784313725,13
3391,underwaterlovergirl,696,1772,TRUE,2.545977011,994
3392,decentdelia,127,525,TRUE,4.133858268,182
3393,audreyalisvolatpropriis,150,663,TRUE,4.42,288
3394,bakedpotatows,10,745,TRUE,74.5,664
3395,ling_keeps_smiling,33,176,TRUE,5.333333333,4
3396,siti09,1105,4609,TRUE,4.171040724,665
3397,lumzlumz,1264,1377,FALSE,1.089398734,230
3398,jacineweeee,486,1120,TRUE,2.304526749,371
3399,natassenav,214,374,TRUE,1.747663551,2498
3400,estonehead,312,1649,TRUE,5.28525641,1374
3401,life_is_2_short_to_be_unhappy,176,1022,TRUE,5.806818182,0
3402,liezlgorospe,323,649,TRUE,2.009287926,27
3403,lind_aros,206,167,TRUE,0.810679612,14
3404,joannetoh79,23,70,TRUE,3.043478261,25
3405,kinanti_putri_larasati_07,350,1637,TRUE,4.677142857,7
3406,eeanded,102,730,TRUE,7.156862745,228
3407,hi.soaps.bye.money,2439,2199,FALSE,0.901599016,368
3408,yyteh25,181,276,TRUE,1.524861878,188
3409,jenyapsl,187,1075,TRUE,5.748663102,5
3410,favyb,209,444,FALSE,2.124401914,557
3411,peksammi,104,283,FALSE,2.721153846,0
3412,__lxe.erica,259,385,FALSE,1.486486486,397
3413,theluckyred,132,947,TRUE,7.174242424,93
3414,chieteaaa,247,1903,TRUE,7.704453441,350
3415,kellykalysa,1540,4109,FALSE,2.668181818,2456
3416,lanny_widjaja84,374,666,FALSE,1.780748663,35
3417,cloviee,220,663,TRUE,3.013636364,444
3418,starrrz,522,829,TRUE,1.588122605,1143
3419,shahrina_1811,490,2375,FALSE,4.846938776,0
3420,paulinepeng17,775,3406,TRUE,4.39483871,163
3421,hunterxxeverleighxx,543,3200,FALSE,5.893186004,159
3422,wahahahime,412,528,FALSE,1.281553398,308
3423,yanlingli,59,810,TRUE,13.72881356,105
3424,shuchingblisslim,907,4642,FALSE,5.117971334,1767
3425,joleneheo,20,280,TRUE,14,73
3426,tiffanylee8636,55,69,FALSE,1.254545455,8
3427,surrea_sarran,364,992,TRUE,2.725274725,8
3428,michimixue,168,589,TRUE,3.505952381,2472
3429,jaymee_enngee,64,517,FALSE,8.078125,7
3430,jiemin.t,686,712,FALSE,1.037900875,71
3431,en_en162,1,62,TRUE,62,0
3432,joyce.chua.982,38,129,TRUE,3.394736842,41
3433,cathyy6002,150,640,TRUE,4.266666667,1045
3434,janelim.tan,222,678,TRUE,3.054054054,1129
3435,littlecraftystore,409,165,FALSE,0.403422983,110
3436,cherie.hyl,70,1893,TRUE,27.04285714,424
3437,mira.hazirah,591,2379,TRUE,4.025380711,204
3438,lindawaylindawaty,72,68,FALSE,0.944444444,23
3439,xdonutling,287,564,TRUE,1.965156794,294
