,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
11000,chrisleesc,209,355,FALSE,1.698564593,116
11001,zinyee,390,487,TRUE,1.248717949,296
11002,saddam_khosa,102,1086,TRUE,10.64705882,40
11003,monica.leng,78,599,FALSE,7.679487179,0
11004,leslittledreamers,7,27,FALSE,3.857142857,2
11005,evatantan,821,597,FALSE,0.727161998,135
11006,hada_himitsu_29,488,3636,FALSE,7.450819672,1521
11007,stayinfayth,0,458,TRUE,458,58
11008,nixi018,111,327,TRUE,2.945945946,270
11009,lettyenne,79,1035,TRUE,13.10126582,80
11010,calidawan,476,1585,FALSE,3.329831933,302
11011,merchelessi,234,763,TRUE,3.260683761,520
11012,leverage_beyond,524,1157,TRUE,2.208015267,193
11013,tammy_lmh,124,346,TRUE,2.790322581,336
11014,montrealjewlz,952,1485,FALSE,1.55987395,261
11015,crystalsouldesignz,359,512,FALSE,1.426183844,51
11016,seham.ghoneim,39,692,TRUE,17.74358974,166
11017,wafaa_alayoubie,61,2484,TRUE,40.72131148,4
11018,curlyhead_armonie11,1644,7087,TRUE,4.310827251,0
11019,nurfacrystal,1079,1931,FALSE,1.789620019,34
11020,_kaylak_,256,1136,TRUE,4.4375,846
11021,star3aquarious,79,298,TRUE,3.772151899,9
11022,mingkydonut,312,5884,TRUE,18.85897436,214
11023,shirleekendraclarisse,30,35,TRUE,1.166666667,3
11024,gildadada,1436,1111,TRUE,0.77367688,66
11025,germ.gems,470,329,FALSE,0.7,14
11026,chanyeoeol,40,474,TRUE,11.85,0
11027,junaidahjemaat,397,433,FALSE,1.090680101,2
11028,mummy_phg,1645,6908,FALSE,4.199392097,753
11029,picklesdee,794,3390,TRUE,4.269521411,3718
11030,roadblockandahiccup,26,2910,TRUE,111.9230769,773
11031,jacsworld8212,93,157,FALSE,1.688172043,20
11032,icantnail,54,134,FALSE,2.481481481,8
11033,laki_hairstylist,915,6818,FALSE,7.45136612,33
11034,earth_in_mind_people,652,2538,TRUE,3.892638037,1026
11035,yana.stiawa,1719,7268,FALSE,4.228039558,1132
11036,darrenwang25,258,343,FALSE,1.329457364,30
11037,thxblxckswxn,452,1716,TRUE,3.796460177,941
11038,nuramirael,138,187,TRUE,1.355072464,0
11039,i_heartz_kay,178,3241,TRUE,18.20786517,806
11040,estherliew84,181,184,TRUE,1.016574586,136
11041,azka.stone,323,1275,FALSE,3.947368421,189
11042,nadiawarrior,15,4538,TRUE,302.5333333,1845
11043,fredrik.feddu,170,271,TRUE,1.594117647,21
11044,yenlint,139,248,FALSE,1.784172662,73
11045,capsntrend,414,4125,TRUE,9.963768116,9
11046,roselyn02,340,1253,TRUE,3.685294118,625
11047,dianayclim,168,1342,TRUE,7.988095238,47
11048,ellinlurves,553,1091,FALSE,1.972875226,1269
11049,balqis_talib,1012,1040,TRUE,1.027667984,42
11050,michelasis,35,387,TRUE,11.05714286,0
11051,mamajoong,48,199,TRUE,4.145833333,63
11052,kicksforkisses,1942,1277,TRUE,0.657569516,480
11053,abeenie,142,937,TRUE,6.598591549,5331
11054,lyana_evana,171,1171,TRUE,6.847953216,115
11055,noratella.tarts,250,1291,TRUE,5.164,229
11056,kristytattyted,51,689,TRUE,13.50980392,179
11057,milad71832,1077,6990,FALSE,6.490250696,16
11058,fazilahbanu,574,826,TRUE,1.43902439,27
11059,advanaceee,10,1173,TRUE,117.3,2
11060,puifenfen,229,464,TRUE,2.026200873,108
11061,nutnad,231,925,TRUE,4.004329004,374
11062,xueloy,166,612,TRUE,3.686746988,172
11063,geetzvincent11,27,576,TRUE,21.33333333,159
11064,tracyleo,132,172,TRUE,1.303030303,314
11065,foxxyyyy_30,267,3550,TRUE,13.29588015,1699
11066,christineongz,506,731,TRUE,1.444664032,313
11067,sundayschildco,310,84,FALSE,0.270967742,0
11068,joeylimlly,336,1209,TRUE,3.598214286,1938
11069,sarenaselamat,160,335,FALSE,2.09375,0
11070,hon3y_bakez,298,1070,FALSE,3.590604027,573
11071,feeohnahh,604,586,TRUE,0.970198675,303
11072,alicepoh72,89,534,TRUE,6,476
11073,mari_tuti86,110,3700,TRUE,33.63636364,0
11074,j.o.an_na,112,439,TRUE,3.919642857,219
11075,lynettesng,115,929,TRUE,8.07826087,766
11076,introducing_midnight_style_,126,3674,TRUE,29.15873016,22
11077,may1310,474,1142,TRUE,2.4092827,3859
11078,slpgqn,300,739,FALSE,2.463333333,65
11079,serene_lange,166,504,TRUE,3.036144578,286
11080,mslihui,81,995,TRUE,12.28395062,1732
11081,aroseonawhim,96,7483,TRUE,77.94791667,8559
11082,rosie.trg,261,395,TRUE,1.513409962,2
11083,dddeeeeeee1,4,85,FALSE,21.25,0
11084,rosmsaleh,261,662,TRUE,2.536398467,65
11085,rmariesang,114,555,TRUE,4.868421053,1414
11086,ljoanna,1086,448,FALSE,0.41252302,2269
11087,a_a_at_atf,554,2904,FALSE,5.241877256,1013
11088,_phinechua_,1182,3016,TRUE,2.551607445,502
11089,veronica_nmy,1483,3244,TRUE,2.187457856,6
11090,didierourou,73,302,TRUE,4.136986301,91
11091,dawnchuash,570,990,FALSE,1.736842105,656
11092,twt.g_g,182,441,TRUE,2.423076923,762
11093,choopheng,58,469,TRUE,8.086206897,104
11094,kimmyiskimmy,104,149,TRUE,1.432692308,44
11095,justsimplemi,449,720,TRUE,1.603563474,900
11096,jouser_alexandra,168,816,FALSE,4.857142857,0
11097,ahma86,102,397,TRUE,3.892156863,397
11098,chyapyz,145,859,TRUE,5.924137931,262
11099,kyankaris,298,612,FALSE,2.053691275,1578
11100,agnxs,578,615,TRUE,1.064013841,152
11101,lady_shukor,224,1019,TRUE,4.549107143,293
11102,nataliytitenok,952,7279,TRUE,7.646008403,2627
11103,shervvy,174,853,TRUE,4.902298851,575
11104,jasminnie,1709,970,FALSE,0.567583382,996
11105,azielbeloved,1976,2040,FALSE,1.032388664,1625
11106,elaynesyl,221,1554,FALSE,7.031674208,1260
11107,dia_candoro,184,385,TRUE,2.092391304,260
11108,dina_el_shabassy,99,505,TRUE,5.101010101,117
11109,gingerlinz,360,723,TRUE,2.008333333,477
11110,eileenchan8317,74,111,FALSE,1.5,1
11111,sitisahwho,682,2419,TRUE,3.546920821,146
11112,lene_dynasty,270,532,TRUE,1.97037037,274
11113,jo.jrlingrei,2241,3968,FALSE,1.770638108,1722
11114,aliciajying,263,659,TRUE,2.505703422,2951
11115,mypapas.kitchen,482,1241,FALSE,2.574688797,125
11116,panchapearl,5,44,FALSE,8.8,23
11117,_lilianho_,15,126,TRUE,8.4,28
11118,sinyeeivy,734,1866,FALSE,2.542234332,1483
11119,chillipadi_tiffie,207,1512,TRUE,7.304347826,399
11120,xjingyx,278,958,TRUE,3.446043165,94
11121,goodvibesandhugs,1,23,TRUE,23,0
11122,christykerk,102,105,FALSE,1.029411765,0
11123,brenda_tjm,680,1109,FALSE,1.630882353,257
