,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
12000,808_island_queen_,1541,7499,FALSE,4.866320571,1849
12001,ber.lafresg,347,448,FALSE,1.291066282,145
12002,wanderellar,1276,2148,FALSE,1.68338558,109
12003,trepside,20,491,TRUE,24.55,9
12004,rachewwwww,421,970,TRUE,2.304038005,2038
12005,gemsandbeadsjewel,1302,3937,FALSE,3.023809524,89
12006,misstee2812,275,241,TRUE,0.876363636,106
12007,blankspaze,140,843,TRUE,6.021428571,322
12008,christinachong09,258,398,FALSE,1.542635659,132
12009,eunicekong,1288,3368,FALSE,2.614906832,3529
12010,shainey,371,1103,TRUE,2.973045822,461
12011,crystalfocus0987,0,10,TRUE,10,0
12012,dargied64,76,1083,FALSE,14.25,0
12013,rinrin9616,1243,4244,FALSE,3.414320193,348
12014,_.f.j.m_,446,3689,FALSE,8.271300448,153
12015,ynyaccessories.sg,316,2069,FALSE,6.547468354,198
12016,shipei_ariel,1103,2084,FALSE,1.889392566,2325
12017,samantha_tan_,552,537,TRUE,0.972826087,1
12018,kissesfor2,1023,1331,FALSE,1.301075269,772
12019,risonvac,154,377,TRUE,2.448051948,203
12020,ups_andown,400,584,TRUE,1.46,676
12021,wholesome.positive.vibes.only,72,3859,TRUE,53.59722222,421
12022,allowmerebornsg,1,356,TRUE,356,93
12023,rongzc,199,828,TRUE,4.16080402,357
12024,mansefroyoyo,191,1693,TRUE,8.863874346,57
12025,mok_007,122,197,TRUE,1.614754098,242
12026,courach,320,787,TRUE,2.459375,714
12027,crystlemily,110,339,TRUE,3.081818182,683
12028,gladysbeyond,50,609,TRUE,12.18,117
12029,commandas.studio,1,37,FALSE,37,24
12030,jenjenaa,773,865,FALSE,1.119016818,806
12031,sophia_yeong,708,2769,FALSE,3.911016949,696
12032,ophelia.liow,75,176,TRUE,2.346666667,26
12033,ferlyn.sim,490,669,FALSE,1.365306122,149
12034,jjan3lle,152,725,TRUE,4.769736842,1114
12035,sabrinaw.may,11,154,TRUE,14,87
12036,limzhihui,274,862,TRUE,3.145985401,286
12037,chrischeng85,326,782,TRUE,2.398773006,266
12038,krislim_,65,38,FALSE,0.584615385,7
12039,sue_maria73,462,2363,TRUE,5.114718615,34
12040,liangsweetpeng,62,56,FALSE,0.903225806,0
12041,i.am_ms.tyn,655,1029,TRUE,1.570992366,33
12042,kristenllys,421,827,TRUE,1.964370546,781
12043,livinglikezombie,39,322,TRUE,8.256410256,7
12044,jbeauty.palace,318,811,FALSE,2.550314465,127
12045,missycandyw,407,650,FALSE,1.597051597,1122
12046,grace7882010331,293,432,TRUE,1.47440273,116
12047,angelish30,0,39,TRUE,39,0
12048,ecoolkai,83,290,TRUE,3.493975904,532
12049,nuttizz_jo,203,628,FALSE,3.093596059,0
12050,wen_dy09,109,95,FALSE,0.871559633,20
12051,iamgroottttt,17,124,TRUE,7.294117647,152
12052,shrimpeh,334,2825,TRUE,8.458083832,473
12053,safreenxoxo,962,1066,TRUE,1.108108108,34
12054,tightestwife,149,908,TRUE,6.093959732,131
12055,kimaylk,190,1519,FALSE,7.994736842,1
12056,authorlessusername,553,776,TRUE,1.403254973,61
