,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
9506,erinng73,76,195,TRUE,2.565789474,426
9507,vivian_bluey,706,2999,TRUE,4.247875354,358
9508,mikoypw,199,1307,TRUE,6.567839196,707
9509,acidrayne,518,575,FALSE,1.11003861,604
9510,evon_lovelife,859,1233,FALSE,1.435389988,53
9511,crystal_lys,191,338,TRUE,1.769633508,258
9512,sher_1049,246,630,TRUE,2.56097561,823
9513,gongcha.sutd,18,65,TRUE,3.611111111,3
9514,j13thirteen,180,979,TRUE,5.438888889,332
9515,bubbl3s.yy,54,391,TRUE,7.240740741,127
9516,huilee_s,228,287,TRUE,1.25877193,98
9517,siew82ching,227,428,TRUE,1.885462555,95
9518,christinasq10,192,1251,TRUE,6.515625,15
9519,hayatiharis,315,1706,TRUE,5.415873016,91
9520,dyairi_,31,1815,TRUE,58.5483871,91
9521,meanminmakes,167,283,FALSE,1.694610778,43
9522,yi_lian,69,418,TRUE,6.057971014,33
9523,niniaperfect,73,3483,TRUE,47.71232877,614
9524,drsecret_marion,203,362,FALSE,1.783251232,54
9525,yiizhennn__,203,362,FALSE,1.783251232,54
9526,shalynssh,203,362,FALSE,1.783251232,54
9527,jacie_sy,63,411,FALSE,6.523809524,7
9528,w3ienfoo,86,98,TRUE,1.139534884,28
9529,xoxomeowz,822,1316,TRUE,1.600973236,1404
9530,n_yanlin,164,704,TRUE,4.292682927,1073
9531,definechloe,178,842,TRUE,4.730337079,1096
9532,g.lifesnaps,0,592,TRUE,592,932
9533,ros_lin_75,8,439,TRUE,54.875,0
9534,rachiecmw,80,341,TRUE,4.2625,8
9535,mermaidcave,750,598,FALSE,0.797333333,410
9536,fishball_96,126,810,TRUE,6.428571429,25
9537,jingg_,121,662,TRUE,5.47107438,62
9538,quaintrellelady,69,347,TRUE,5.028985507,557
9539,tingong18,139,114,FALSE,0.820143885,277
9540,hanahassan_,132,1591,TRUE,12.0530303,1249
9541,bellabingles,239,1341,TRUE,5.610878661,458
9542,saralxl,1536,1005,FALSE,0.654296875,13
9543,avislum,308,1168,FALSE,3.792207792,252
9544,miracl3,111,1275,TRUE,11.48648649,53
9545,audrey_confections,229,1065,TRUE,4.650655022,115
9546,vvargis,237,711,TRUE,3,108
9547,hijab_muslimah.co,1288,3065,FALSE,2.379658385,67
9548,misssssy_carebear,22,1144,TRUE,52,1603
9549,beautyshines.sg,419,838,FALSE,2,45
9550,j_e_s_s_i_c_a_2616,112,581,TRUE,5.1875,0
9551,padi_dyda,360,1435,TRUE,3.986111111,52
9552,happy.tipsy,35,421,TRUE,12.02857143,43
9553,germaine.tang.10,51,21,FALSE,0.411764706,0
9554,winnie_lovesu,1296,2730,FALSE,2.106481481,738
9555,lyndyssss,416,1066,TRUE,2.5625,85
9556,doudogdoggie,841,789,FALSE,0.938168847,1210
9557,yen_tho_,132,642,TRUE,4.863636364,487
9558,sara_0927,720,905,TRUE,1.256944444,703
9559,chicy_tan22,656,1785,FALSE,2.721036585,346
9560,artofbetterliving,524,1248,FALSE,2.381679389,189
9561,starrysha,177,726,TRUE,4.101694915,659
9562,tengliqin,196,577,TRUE,2.943877551,329
9563,k.aelynn_,308,453,TRUE,1.470779221,837
9564,yihui1029,443,1386,FALSE,3.128668172,2
9565,paletteandco_,705,699,FALSE,0.991489362,2
9566,starryrene,55,1321,TRUE,24.01818182,371
9567,sandy_peier,368,566,FALSE,1.538043478,1823
9568,uzairhabriyah,148,1297,TRUE,8.763513514,193
9569,kakskdnwlm,10,921,TRUE,92.1,809
9570,rainbowivy,124,367,TRUE,2.959677419,1086
9571,alasoya_08,92,993,TRUE,10.79347826,1430
9572,shopaholinnnggg,0,116,TRUE,116,0
9573,jeslynn_low,1310,2070,TRUE,1.580152672,119
9574,hiimhye,63,569,TRUE,9.031746032,84
9575,ivyyy.aiwei,515,536,TRUE,1.040776699,483
9576,rubbishhj,353,1170,FALSE,3.314447592,236
9577,fakediorcouture,86,1212,TRUE,14.09302326,164
9578,lynnn7lim,117,276,TRUE,2.358974359,306
9579,mc_queen,208,651,TRUE,3.129807692,189
9580,reidingdong,40,1699,TRUE,42.475,2200
9581,chinhui_,242,589,TRUE,2.433884298,156
9582,amberwolf__,197,507,TRUE,2.573604061,21
9583,xia0m1ng,605,1093,FALSE,1.80661157,463
9584,ig18,80,518,TRUE,6.475,754
9585,mumto4ahballings,324,758,TRUE,2.339506173,243
9586,jr2marque,773,2645,TRUE,3.421733506,115
9587,linachua,61,57,FALSE,0.93442623,4
9588,jazzilylee,35,186,TRUE,5.314285714,94
9589,stephanie.property,625,1694,FALSE,2.7104,1358
9590,mameemusings,765,5495,TRUE,7.183006536,1137
9591,c.cxq,102,393,TRUE,3.852941176,512
9592,joanneehq,635,818,FALSE,1.288188976,1634
9593,al_ice7625,82,113,FALSE,1.37804878,5
9594,colours_of_crystals,89,218,FALSE,2.449438202,39
9595,yeeteng.yt,2041,2923,FALSE,1.432141107,471
9596,may_onise,226,323,FALSE,1.42920354,133
9597,lilura.naturalgems,222,228,FALSE,1.027027027,341
9598,dreaming_zuan,119,832,TRUE,6.991596639,59
9599,chupperchups,432,1254,FALSE,2.902777778,1038
9600,esabella.esther,54,133,TRUE,2.462962963,53
9601,madluv4choc,1824,3257,TRUE,1.785635965,1293
9602,lekybleahs,462,900,FALSE,1.948051948,6
9603,oohmy_gosh,351,906,FALSE,2.581196581,81
9604,emelyn.ling,423,755,TRUE,1.784869976,122
9605,deartist_salon,518,2193,FALSE,4.233590734,271
9606,klehrahahng,334,1568,TRUE,4.694610778,59
9607,charmainegh,1234,889,TRUE,0.720421394,151
9608,xalynyong,448,1233,TRUE,2.752232143,1129
9609,suexane_j,875,2414,FALSE,2.758857143,1194
9610,tangiwen,338,1083,FALSE,3.204142012,3
9611,makeupbylalana,292,286,FALSE,0.979452055,284
9612,rhjanis,14,68,TRUE,4.857142857,0
9613,yacky_lucky,4411,1896,FALSE,0.429834505,1027
9614,jessica_nws,17,61,TRUE,3.588235294,3
9615,chloetan910,1132,608,TRUE,0.537102473,139
9616,cuddlyros,342,764,TRUE,2.233918129,476
9617,sg_crystals,604,3076,FALSE,5.092715232,136
9618,karenlimlhyahoocomsg,2,22,TRUE,11,0
9619,stephaniewinter.t,1283,2638,FALSE,2.056118472,885
9620,jiggly.roll,1390,78,FALSE,0.056115108,173
9621,elanor_yy,204,343,TRUE,1.681372549,146
9622,babezz_86,513,1245,TRUE,2.426900585,40
9623,zidamadu_198,46,140,FALSE,3.043478261,21
9624,hannyahza_almahyra,532,2897,FALSE,5.445488722,265
9625,kasnathan,162,453,TRUE,2.796296296,27
9626,thejollyshandy,189,323,TRUE,1.708994709,1140
9627,t.sereneity,308,628,TRUE,2.038961039,175
9628,iwei_lim,364,636,FALSE,1.747252747,243
9629,celestial.clusters,701,345,FALSE,0.492154066,53
9630,amandateme,356,951,TRUE,2.671348315,450
9631,oymfk,0,981,TRUE,981,41
9632,crystalkraft.sg,360,946,FALSE,2.627777778,68
9633,sunshine_char,134,875,TRUE,6.529850746,508
9634,snail833,147,1295,TRUE,8.80952381,32
9635,shannonxiuzhi,1632,3450,FALSE,2.113970588,1452
9636,jacseng,927,1317,FALSE,1.420711974,979
9637,nkd_eve,169,1127,FALSE,6.668639053,89
9638,sadgirljoa,36,2802,TRUE,77.83333333,1447
9639,attachocolatie,39,643,TRUE,16.48717949,51
9640,littlemunchpunch,10,417,TRUE,41.7,61
9641,gen.xw,1259,2222,TRUE,1.764892772,1637
9642,carolinaj23,1789,7442,TRUE,4.159865847,566
9643,houseoframirez.3,1557,7505,FALSE,4.820166988,889
9644,crystalzrus,142184,481,FALSE,0.00338294,1228
9645,veggie31,49,1781,TRUE,36.34693878,3325
9646,jasmineomy,3153,668,FALSE,0.211861719,476
9647,yuhsuan8025,433,275,FALSE,0.635103926,1934
9648,junitakoh,350,456,FALSE,1.302857143,53
9649,skydancerloves,280,1529,TRUE,5.460714286,1495
9650,debra.han_,430,356,TRUE,0.827906977,180
9651,iamjasmineeeeee,223,316,TRUE,1.417040359,52
9652,pat21__,150,420,TRUE,2.8,14
9653,manndy5790,734,2634,TRUE,3.588555858,757
9654,valxtarot,631,738,FALSE,1.169572108,30
9655,izzyfan83,239,1560,TRUE,6.527196653,360
9656,scallopfries_,6,55,TRUE,9.166666667,56
9657,honeybeesssss,68,213,TRUE,3.132352941,1117
9658,labisiaoxinburiburi,23,625,TRUE,27.17391304,343
9659,bubbubbubbles____,244,348,FALSE,1.426229508,269
9660,zitichin,643,702,TRUE,1.091757387,8
9661,diamonddropsx,1268,1021,TRUE,0.805205047,956
9662,__kaixinnnn,405,1271,TRUE,3.138271605,557
9663,mabelcupcake,390,1647,FALSE,4.223076923,572
9664,cheedaphne,481,997,FALSE,2.072765073,611
9665,navysparkles,11,116,TRUE,10.54545455,598
9666,yue.fiona,60,218,TRUE,3.633333333,946
9667,eileenangisme,331,1417,TRUE,4.280966767,570
9668,jantez8,14,74,TRUE,5.285714286,0
9669,agnesz_33,100,75,FALSE,0.75,0
9670,woolalade,274,643,FALSE,2.346715328,344
9671,sherylxinn,235,1382,TRUE,5.880851064,679
9672,lychew0709,78,223,TRUE,2.858974359,3
9673,ak12980,210,4928,FALSE,23.46666667,5
9674,vraj_art,229,1010,FALSE,4.410480349,2
9675,njw1803,561,912,TRUE,1.625668449,634
9676,innscrafts,460,2942,FALSE,6.395652174,456
9677,stellanurse,0,1830,TRUE,1830,1761
9678,iyybell,286,470,TRUE,1.643356643,47
9679,gwennie.13,361,609,TRUE,1.686980609,160
9680,charmmyqueen,320,1441,TRUE,4.503125,5081
9681,ferlis_lim,162,630,TRUE,3.888888889,51
9682,natalieeeeho,29,1590,TRUE,54.82758621,8
9683,thekirustore,186,1536,FALSE,8.258064516,72
9684,constieng,200,333,TRUE,1.665,716
9685,i_am_celine_choe,24,989,TRUE,41.20833333,2547
9686,min.bao.79.82,69,327,TRUE,4.739130435,0
9687,cherrycharm,29,231,TRUE,7.965517241,2375
9688,startingtolosemyself,0,333,TRUE,333,5959
9689,zoannesim87,231,462,TRUE,2,155
9690,zhanghuijuan08,66,400,TRUE,6.060606061,176
9691,little_apple_sia,157,587,TRUE,3.738853503,94
9692,rootsnveins,44,704,TRUE,16,117
9693,annatsb,6,4223,TRUE,703.8333333,624
9694,see_tay_ah_hee,54,716,TRUE,13.25925926,284
9695,iprobeauty,96,640,FALSE,6.666666667,367
9696,kopikatte,823,3197,TRUE,3.884568651,1194
9697,cchaohuii,267,1093,TRUE,4.093632959,154
9698,be.elegant.sufficiency,234,1127,TRUE,4.816239316,21
9699,theshedevil26,93,3440,TRUE,36.98924731,0
9700,kelvin.h.d.c,501,7508,FALSE,14.98602794,13
9701,dreamzcometruez,3,220,TRUE,73.33333333,6
9702,trinslolita,537,4982,FALSE,9.277467412,138
9703,sfarish123,130,559,TRUE,4.3,52
9704,ginnafc1286,499,4416,FALSE,8.849699399,4
9705,you_are_te_best_2019,52,740,TRUE,14.23076923,14
9706,jaslinellw,46,215,TRUE,4.673913043,151
9707,beautyby_ola,1589,507,FALSE,0.319068597,418
9708,pattyrlifejourneypattyr,373,2038,TRUE,5.463806971,1
9709,desmond8333,87,357,TRUE,4.103448276,14
9710,weiweibyp,406,408,TRUE,1.004926108,3
9711,jesspohsw,418,1176,TRUE,2.813397129,1547
9712,rene_sl,45,115,TRUE,2.555555556,436
9713,j3anc,141,586,TRUE,4.156028369,863
9714,thekawaiisugarnspice,18790,7210,FALSE,0.383714742,996
9715,jaqlee,109,477,TRUE,4.376146789,1722
9716,mariyanatasyanatalie,933,2367,TRUE,2.536977492,70
9717,hariati_ismail,303,4703,TRUE,15.52145215,63
9718,mommyjosephine,1389,1957,TRUE,1.408927286,1336
9719,sannyee,1174,1694,TRUE,1.442930153,186
9720,dwsh__,359,1726,TRUE,4.807799443,823
9721,kesepian_kesunyian,48,763,TRUE,15.89583333,0
9722,ladyy_de,412,439,TRUE,1.065533981,81
9723,misqkirei,1264,1699,FALSE,1.34414557,2156
9724,the.poncho.land,79,171,TRUE,2.164556962,33
9725,8638evelyn,778,4314,FALSE,5.544987147,95
9726,___kristinearth,304,1812,TRUE,5.960526316,84
9727,beckybecca101,2203,1289,TRUE,0.585111212,874
9728,meeseeangie,577,1041,FALSE,1.804159445,1272
9729,marylynietan,320,981,TRUE,3.065625,232
9730,xiaoahjoy,23,92,TRUE,4,81
9731,arralynallurez,186,1041,TRUE,5.596774194,75
9732,broc0lin,103,225,TRUE,2.184466019,56
9733,lameasswh,34,291,TRUE,8.558823529,966
9734,ahpang,547,1034,FALSE,1.890310786,954
9735,joanneong78,239,5301,TRUE,22.17991632,749
9736,litingteooo,395,1101,TRUE,2.787341772,664
9737,jalzyi,450,1344,TRUE,2.986666667,625
9738,nsquaredsquared,3,472,TRUE,157.3333333,15
9739,yeuyeuty,408,7486,TRUE,18.34803922,0
9740,aj.alyssa23,114,774,TRUE,6.789473684,1089
9741,lola_lorelai_2.0,135,1708,TRUE,12.65185185,275
9742,missy.chrissng,81,226,TRUE,2.790123457,1
9743,aloe_verat,625,881,FALSE,1.4096,26
9744,luckydigitone,99,536,TRUE,5.414141414,0
9745,twogirlstwinboys,124,224,FALSE,1.806451613,37
9746,janice.cxy,111,196,TRUE,1.765765766,7
9747,jandarling,62,724,TRUE,11.67741935,49
9748,liam.and.leia,101,310,TRUE,3.069306931,756
9749,wwanwan,703,3796,FALSE,5.399715505,257
9750,zencolombo,3235,1625,FALSE,0.502318393,179
9751,von.neo,300,835,TRUE,2.783333333,386
9752,vivi_jellycake,134,291,FALSE,2.171641791,7
9753,joeeeyt,1793,932,TRUE,0.519799219,178
9754,simona_dimitrova0,71,188,FALSE,2.647887324,0
9755,mmiaorong,138,1051,TRUE,7.615942029,1538
9756,oh.mysoap,999,88,FALSE,0.088088088,135
9757,tiffyyyyyyyyy,722,988,TRUE,1.368421053,855
9758,christellagyy,226,337,FALSE,1.491150442,482
9759,quaintcrystals,2004,938,FALSE,0.468063872,165
9760,jocelyn_oei,514,1647,FALSE,3.204280156,918
9761,fong_loo994,222,524,TRUE,2.36036036,41
9762,kohhanyan,235,669,TRUE,2.846808511,260
9763,luna_themoon94,597,727,TRUE,1.217755444,50
9764,matcha.nomster,224,429,FALSE,1.915178571,516
9765,_900810kenny,18,296,TRUE,16.44444444,25
9766,liyanastarlet,432,821,TRUE,1.900462963,725
9767,xv.vi.minzzz,251,2336,TRUE,9.306772908,2
9768,butterfong,1314,3067,FALSE,2.334094368,479
9769,xxlliqinnxx,187,524,TRUE,2.802139037,407
9770,lim_daphne,80,366,TRUE,4.575,253
9771,ceciliasia,6,1213,TRUE,202.1666667,224
9772,im.wing,504,954,TRUE,1.892857143,418
9773,iamrialeng,74,744,TRUE,10.05405405,1501
9774,lecoffretdaccessoires,550,858,FALSE,1.56,345
9775,tigerling123,80,434,TRUE,5.425,26
9776,rachel_lim_mw,64,644,TRUE,10.0625,1
9777,renay.goh,51,328,TRUE,6.431372549,608
9778,leajoo,496,911,TRUE,1.836693548,403
9779,khwen16,381,773,TRUE,2.028871391,504
9780,vianiiardy,59,744,TRUE,12.61016949,1
9781,0606_flower,317,942,TRUE,2.971608833,578
9782,sammmleeee,517,1058,FALSE,2.046421663,2092
9783,emxilychung,210,387,TRUE,1.842857143,298
9784,jyangggg,2456,3790,TRUE,1.543159609,575
9785,babydandelion95,498,473,TRUE,0.949799197,58
9786,lwling84,471,2333,FALSE,4.95329087,56
9787,clover_express,113,61,FALSE,0.539823009,407
9788,maggie0509,389,1275,TRUE,3.277634961,777
9789,xxjaneexx,194,1503,TRUE,7.74742268,437
9790,jesssyt7,9,86,TRUE,9.555555556,2
9791,jenocn,164,532,TRUE,3.243902439,48
9792,gena,152,301,TRUE,1.980263158,668
9793,katezpl,94,307,TRUE,3.265957447,138
9794,miss_agnes_su,353,991,TRUE,2.807365439,466
9795,kc_the_sunshine_band,145,360,TRUE,2.482758621,22
9796,scarlettcxh,248,869,TRUE,3.504032258,272
9797,vanny.teo,440,1172,TRUE,2.663636364,131
9798,teebeebills,221,1366,TRUE,6.180995475,52
9799,ho_shiyun,40,94,TRUE,2.35,40
