,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
1049,cheesystarlove,340,3407,TRUE,10.02058824,1039
1050,mitsui22,116,173,FALSE,1.49137931,23
1051,xoxo_ttm,138,751,TRUE,5.442028986,2
1052,skx.rain,428,1331,TRUE,3.109813084,1207
1053,charmed_angels,228,388,FALSE,1.701754386,94
1054,agnespangsm,250,1067,TRUE,4.268,119
1055,mrsdawnleong,21,472,TRUE,22.47619048,7
1056,x.x.hui.x.x,155,652,TRUE,4.206451613,0
1057,delyth_pixie,502,555,FALSE,1.105577689,452
1058,hanisah_leng,111,489,FALSE,4.405405405,0
1059,bblchica,111,489,FALSE,4.405405405,0
1060,lindalvin,245,597,TRUE,2.436734694,1050
1061,teoernest,275,372,TRUE,1.352727273,91
1062,maoludovic,189,714,TRUE,3.777777778,233
1063,conniesim.73,408,1324,TRUE,3.245098039,1102
1064,xinminleeee,206,314,FALSE,1.524271845,98
1065,theurbandogs,281,229,TRUE,0.814946619,1373
1066,yudefishmonger,1134,1132,TRUE,0.998236332,105
1067,nicnicahnic,0,46,TRUE,46,0
1068,jckg1314,30,57,TRUE,1.9,2
1069,janet_limal,67,109,FALSE,1.626865672,23
1070,munirajailani,222,403,FALSE,1.815315315,50
1071,jadedrocks,198,397,FALSE,2.005050505,137
1072,esiteeneo,269,355,FALSE,1.319702602,1075
1073,d.fiqah,902,978,TRUE,1.084257206,0
1074,rinal00f00sy0709,412,1125,TRUE,2.730582524,997
1075,fabulous.at.50s,256,1003,FALSE,3.91796875,83
1076,smileyfeli,60,934,TRUE,15.56666667,635
1077,aniefie,303,930,TRUE,3.069306931,455
1078,iris_3cias,55,229,TRUE,4.163636364,373
1079,franzipani,212,1091,TRUE,5.146226415,312
1080,cherylmaomao,535,892,TRUE,1.66728972,1083
1081,eve_of_tomorrow,8,695,TRUE,86.875,0
1082,ngboonleng,48,46,FALSE,0.958333333,4
1083,kriskpy,113,253,TRUE,2.238938053,192
1084,rozi_licious_,808,4048,FALSE,5.00990099,516
1085,joannetiah,176,542,TRUE,3.079545455,8
1086,jesslynlaisk,353,286,FALSE,0.8101983,302
1087,lynn_kueh,162,196,TRUE,1.209876543,6
1088,anisgrace,269,1513,TRUE,5.624535316,182
1089,nrfqhm,663,1138,TRUE,1.716440422,1335
1090,yenyen_yeo,129,609,TRUE,4.720930233,4
1091,peilingling,433,1528,TRUE,3.52886836,836
1092,ohhmandyy_,899,1150,TRUE,1.27919911,115
1093,ericaxu4491,217,728,TRUE,3.35483871,7
1094,cyjade3,333,2683,TRUE,8.057057057,36
1095,rosycheeks,46,285,TRUE,6.195652174,1006
1096,twentiesixth,212,884,TRUE,4.169811321,431
1097,siewpeggy,271,931,FALSE,3.435424354,65
1098,daisies2107,437,2379,TRUE,5.443935927,2949
1099,sangavi_ravindran,864,799,TRUE,0.924768519,296
1100,melvina_goh,142,292,TRUE,2.056338028,91
1101,ginac698,256,7504,TRUE,29.3125,21
1102,amber2622,370,973,FALSE,2.62972973,210
1103,mlk110988,622,4514,TRUE,7.257234727,3206
1104,tlng_tlng,132,666,TRUE,5.045454545,1244
1105,abbasgems311,1778,7518,FALSE,4.228346457,336
1106,iam_e_m_il_y,184,879,TRUE,4.777173913,395
1107,lin_ko04,687,1805,TRUE,2.627365357,1423
1108,instagela,50,534,TRUE,10.68,164
1109,atcrystals,104,89,FALSE,0.855769231,5
1110,ivylee6971,73,213,TRUE,2.917808219,9
1111,jia_ning_jianing,130,219,TRUE,1.684615385,58
1112,simplicityyyyy,387,3492,TRUE,9.023255814,1360
1113,wendytst,143,785,TRUE,5.48951049,250
1114,jodiang,106,256,TRUE,2.41509434,929
1115,jillianzhen,523,4074,TRUE,7.789674952,388
1116,jolenenyt,205,238,TRUE,1.16097561,976
1117,_joannaho_,54,1086,TRUE,20.11111111,163
1118,peppermindy,101,326,TRUE,3.227722772,871
1119,joannelpl1612,1048,1821,TRUE,1.73759542,5788
1120,laetitia_tee,82,2036,TRUE,24.82926829,128
1121,_serene.ity,9,164,TRUE,18.22222222,31
1122,vivianllyyy,191,517,TRUE,2.706806283,2224
1123,charmeizi,348,642,TRUE,1.844827586,1698
1124,choobyaya,200,360,FALSE,1.8,57
1125,meitingpeh,337,2072,TRUE,6.148367953,638
1126,glaciereux,939,4643,FALSE,4.944621938,638
1127,kechiqq,809,2478,FALSE,3.063040791,1387
1128,renes_xiaoobaii,259,669,TRUE,2.583011583,1790
1129,pammieyj,361,521,TRUE,1.443213296,224
1130,shq_elva,427,430,TRUE,1.007025761,8
1131,juicykatkat,558,606,TRUE,1.086021505,234
1132,siweiya,136,653,TRUE,4.801470588,925
1133,ying_yeong,76,2178,TRUE,28.65789474,703
1134,wgaikc,161,399,TRUE,2.47826087,30
1135,dionne_pxd,2390,721,FALSE,0.30167364,1287
1136,vaishu_latha,163,384,TRUE,2.355828221,174
1137,veron_shuen,413,3249,TRUE,7.866828087,272
1138,malinijeyaraj,412,4060,TRUE,9.854368932,253
1139,vmh.90,1740,5804,TRUE,3.335632184,612
1140,heyjendora,431,354,FALSE,0.821345708,208
1141,kristall.gazer,51,34,FALSE,0.666666667,16
1142,acsy,215,588,TRUE,2.734883721,276
1143,diinamickey,101,257,TRUE,2.544554455,197
1144,joannewmj,422,465,TRUE,1.101895735,0
1145,serendipity0405,447,2941,TRUE,6.579418345,2807
1146,mi55fi5h,23,65,TRUE,2.826086957,49
1147,dxtingxt,167,334,TRUE,2,1
1148,sengalim,154,459,TRUE,2.980519481,377
1149,akek0801,47,452,TRUE,9.617021277,103
1150,1027jun1999,1643,5219,TRUE,3.176506391,205
1151,j0ann3331111,134,407,TRUE,3.037313433,457
1152,dianalimzy,869,808,FALSE,0.929804373,824
1153,pauling80,132,1107,TRUE,8.386363636,408
1154,jentanpd,691,1089,TRUE,1.575976845,483
1155,shirlicious.lin,94,803,TRUE,8.542553191,406
1156,sharonlaychen,94,625,TRUE,6.64893617,122
1157,chhpk,48,91,TRUE,1.895833333,0
1158,he_shi_yuan,104,474,TRUE,4.557692308,203
1159,foongmay88,332,398,TRUE,1.198795181,2643
1160,b_yeng.c,268,515,TRUE,1.921641791,228
1161,jachengnm,38,172,TRUE,4.526315789,0
1162,haz3lilone,172,419,TRUE,2.436046512,1356
1163,carlizocean,76,812,TRUE,10.68421053,718
1164,lhabyahh27,107,250,TRUE,2.336448598,47
1165,kimiko_81,605,1958,TRUE,3.236363636,189
1166,cherryades,391,835,TRUE,2.135549872,2435
1167,yuan.ying,840,874,FALSE,1.04047619,72
1168,it_superr,147,1407,FALSE,9.571428571,6
1169,carinayst,348,694,TRUE,1.994252874,190
1170,stephanie_kuet,380,964,TRUE,2.536842105,437
1171,shirley_jamie_jacob,98,394,TRUE,4.020408163,191
1172,serlinway,63,134,FALSE,2.126984127,0
1173,lifeline_healing_felines,239,176,FALSE,0.736401674,1503
1174,phua.cindy,79,85,TRUE,1.075949367,63
1175,invisiblemeeee,85,349,FALSE,4.105882353,7
1176,angela_vk_0808,67,55,TRUE,0.820895522,61
1177,studiomemoriesphotography,2603,548,FALSE,0.210526316,805
1178,carolinalim,153,1309,TRUE,8.555555556,312
1179,elaine.miumiu,446,1529,TRUE,3.428251121,523
1180,muddlehead__,251,990,TRUE,3.944223108,575
1181,justina.choo,3,185,TRUE,61.66666667,0
1182,euniceychaos,440,1121,FALSE,2.547727273,671
1183,zanna_osman,365,1633,TRUE,4.473972603,335
1184,julianawen8,229,591,TRUE,2.580786026,231
1185,ponyopohgrooms,523,923,FALSE,1.764818356,597
1186,chewyydewyy,333,637,TRUE,1.912912913,295
1187,lohserine,65,297,TRUE,4.569230769,111
1188,jennz3108,143,374,TRUE,2.615384615,202
1189,awjima,19,87,TRUE,4.578947368,2
1190,eve.kwan,147,442,TRUE,3.006802721,131
1191,aizz1611,605,1403,TRUE,2.319008264,106
1192,gpshan,356,1044,TRUE,2.93258427,1864
1193,jolynn90,292,863,TRUE,2.955479452,679
1194,osborne_joan,33,277,TRUE,8.393939394,0
1195,rae7135,90,313,TRUE,3.477777778,8
1196,z.eezus,52,744,FALSE,14.30769231,9
1197,aqilahmunirah,455,697,TRUE,1.531868132,1279
1198,kangkarenk,36,231,FALSE,6.416666667,28
1199,yingyue1987,290,751,FALSE,2.589655172,1379
1200,cherylgohbaba,483,406,TRUE,0.84057971,1199
1201,kattsc79,158,389,TRUE,2.462025316,116
1202,selenachew,179,263,TRUE,1.469273743,128
1203,ardeling,178,442,TRUE,2.483146067,2065
1204,wendytsn72,137,298,TRUE,2.175182482,253
1205,hiiameveelynn,26,965,TRUE,37.11538462,201
1206,iamshermin,351,1161,TRUE,3.307692308,1110
1207,petitemame,34,140,TRUE,4.117647059,1486
1208,peiyun8819,138,406,FALSE,2.942028986,35
1209,jminling,580,1096,FALSE,1.889655172,1528
1210,candices_84,14,240,TRUE,17.14285714,12
1211,akanayuki,159,924,TRUE,5.811320755,1439
1212,jennjennbelle,0,77,TRUE,77,0
1213,shiqi_egg,74,497,TRUE,6.716216216,800
1214,anicagoh,116,380,TRUE,3.275862069,7
1215,lynn_lynn84,274,1556,FALSE,5.678832117,56
1216,huan_0318,116,161,TRUE,1.387931034,15
1217,vlimql_,746,2271,TRUE,3.044235925,2415
1218,iampeiyun,511,4166,FALSE,8.152641879,223
1219,hppycute,1032,3493,FALSE,3.384689922,11
1220,annanicoleshujuan,260,912,TRUE,3.507692308,421
1221,jemjem_jemima,247,1415,TRUE,5.728744939,67
1222,yennj_ramo_hoop,269,907,FALSE,3.371747212,223
1223,jolenehon,103,301,TRUE,2.922330097,131
1224,belleysabel,469,490,FALSE,1.044776119,299
1225,sshirleyy_wong,373,1101,TRUE,2.951742627,3170
1226,nita_lew,426,418,TRUE,0.981220657,298
1227,mainesh,269,663,FALSE,2.464684015,983
1228,iryn_0912,341,926,FALSE,2.715542522,48
1229,giselle910428,504,3260,FALSE,6.468253968,266
1230,kell.ling,815,1474,TRUE,1.808588957,245
1231,rebeccaneo,401,1339,TRUE,3.33915212,102
1232,joannchoochoo,1621,3013,FALSE,1.85872918,1256
1233,ctan53_jane,5,39,TRUE,7.8,0
1234,kellyeryw,44,115,TRUE,2.613636364,9
1235,anniek_0306,160,403,TRUE,2.51875,12
1236,liping_wong,159,875,TRUE,5.503144654,564
1237,dreamymii,132,90,FALSE,0.681818182,18
1238,xiuzzzz,512,821,FALSE,1.603515625,1009
1239,littleshinybum,220,355,TRUE,1.613636364,4
1240,sue_anna_mikel_putrijawa,137,1305,TRUE,9.525547445,4304
1241,suxuan_audrey,407,741,FALSE,1.820638821,60
1242,angiesangie,40,359,TRUE,8.975,6
1243,bmycrystalsg,91,97,FALSE,1.065934066,12
1244,tohfaith,43,165,TRUE,3.837209302,62
1245,pis87pis87,251,806,TRUE,3.211155378,704
1246,joiceepancee,156,3870,TRUE,24.80769231,115
1247,jacqueline_ho15,19,693,TRUE,36.47368421,0
1248,kiki_qii93,166,1094,TRUE,6.590361446,130
1249,choyna,447,1963,TRUE,4.391498881,2485
1250,niniashalvin,49,1142,TRUE,23.30612245,264
1251,josparkles,145,487,TRUE,3.35862069,462
1252,lovecrystals.88,34,253,TRUE,7.441176471,0
1253,nurul_naabk,108,117,TRUE,1.083333333,861
1254,celggy,116,115,FALSE,0.99137931,47
1255,nikithakristam,31,252,TRUE,8.129032258,22
1256,daho.ngirl,0,40,TRUE,40,0
1257,yvonne_nyu,58,41,TRUE,0.706896552,16
1258,mimisalamah,1071,1119,TRUE,1.044817927,117
1259,ohtalia_79,119,879,TRUE,7.386554622,872
1260,augustianpooh,310,588,FALSE,1.896774194,180
1261,elynsmile,312,700,TRUE,2.243589744,2407
1262,vellerelle,110,488,TRUE,4.436363636,176
1263,rineezx,25,91,TRUE,3.64,71
1264,cutienicholechiam,277,451,FALSE,1.628158845,30
1265,juliana_txy,170,247,TRUE,1.452941176,15
1266,ridenteen,1751,1859,FALSE,1.061679041,788
1267,fionnaluvbrand,299,228,FALSE,0.762541806,2
1268,vangothhh,275,379,TRUE,1.378181818,282
1269,crochetwnat,481,124,FALSE,0.257796258,20
1270,claudd_4587,22,64,TRUE,2.909090909,64
1271,joannesng7075,177,224,TRUE,1.265536723,31
1272,indianwitchsg,7,17,FALSE,2.428571429,3
1273,t.xuanhui,221,339,TRUE,1.533936652,15
1274,hillyhillyhills,486,549,TRUE,1.12962963,508
1275,vanessa_chew,295,2864,TRUE,9.708474576,902
1276,thealuminiumfalcon,32,624,TRUE,19.5,681
1277,mdlntw,279,869,TRUE,3.114695341,2
1278,elaineting_leaineskincare,2849,2698,FALSE,0.946998947,2288
1279,snorlex10,515,4419,TRUE,8.580582524,1145
1280,yvonniieee,118,268,TRUE,2.271186441,670
1281,labellaevita,291,487,TRUE,1.673539519,442
1282,helloitsxp,291,551,TRUE,1.89347079,819
1283,jessluvzs,8114,2218,FALSE,0.273354696,1218
1284,jolenejoy.tan,185,115,FALSE,0.621621622,79
1285,lingerlinglingz,96,161,FALSE,1.677083333,0
1286,athemonkey,304,403,TRUE,1.325657895,1342
1287,lucasleroymummy,80,133,TRUE,1.6625,214
1288,aliciousg,280,278,TRUE,0.992857143,724
1289,liyan03.cl,27,47,TRUE,1.740740741,8
1290,lady_vonvonn,315,879,TRUE,2.79047619,35
1291,rylyong,1283,1544,TRUE,1.203429462,624
1292,kendra_cxy,1590,3708,FALSE,2.332075472,65
1293,meijinnn_hoo,227,213,TRUE,0.938325991,4
1294,emmyang,107,689,TRUE,6.439252336,123
1295,rachelxooo,7031,752,FALSE,0.106954914,1702
1296,carmenhmin,63,1236,TRUE,19.61904762,0
1297,fanggg_yi,418,622,TRUE,1.488038278,76
1298,hellolol239,14,98,FALSE,7,0
1299,celineying127,1211,2493,FALSE,2.058629232,197
1300,valsxy_,118,153,FALSE,1.296610169,55
1301,yangsusan_may,119,254,TRUE,2.134453782,191
1302,corrieteo,15,38,TRUE,2.533333333,77
1303,valkyrielulu_wuvs,66,535,TRUE,8.106060606,2
1304,mimikoyui,441,541,TRUE,1.22675737,265
1305,you_yi,45157,3236,FALSE,0.071661094,2283
1306,piingsiiew,226,238,TRUE,1.053097345,430
1307,unicorneats_,96,138,FALSE,1.4375,271
1308,yneyeosg,2,26,TRUE,13,468
1309,kuloyi,548,682,FALSE,1.244525547,900
1310,carrebearrrr,1002,2852,FALSE,2.846307385,253
1311,missleadia,3,135,TRUE,45,2
1312,orangeteatea,159,286,TRUE,1.798742138,26
1313,gran_gems_and_mineral,669,5251,FALSE,7.849028401,343
1314,dyjd88,49,170,TRUE,3.469387755,170
1315,sweetie80sg,106,277,TRUE,2.613207547,42
1316,iridescent_world,0,989,TRUE,989,0
1317,jljoyjoy,348,1843,FALSE,5.295977011,465
1318,lacrymosalove,109,949,TRUE,8.706422018,66
1319,alisssssa_,255,596,FALSE,2.337254902,5
1320,rosaw,72,232,TRUE,3.222222222,140
1321,diddy_lurve,101,892,TRUE,8.831683168,124
1322,anavillegas1005,315,714,FALSE,2.266666667,527
1323,shaqilashaqy,1484,3571,TRUE,2.406334232,2376
1324,nohxssiwxi,729,562,FALSE,0.770919067,19
1325,jo_chong_,872,1653,FALSE,1.895642202,146
1326,_ihavenoideaa._,82,2539,TRUE,30.96341463,4799
1327,shiangyin4134,289,609,TRUE,2.107266436,355
1328,newcabochons,592,3148,FALSE,5.317567568,176
1329,shergottite1111,278,1309,TRUE,4.708633094,458
1330,shenmejw,46,1248,TRUE,27.13043478,2282
1331,belovednise,22,1059,TRUE,48.13636364,5210
1332,ms_ling,324,871,TRUE,2.688271605,340
1333,jollyjus,505,899,FALSE,1.78019802,392
1334,puibaker,58,244,TRUE,4.206896552,2099
1335,miknlinhs,512,1223,TRUE,2.388671875,549
1336,peiru_qiu,319,272,FALSE,0.852664577,33
1337,amandasoo,154,666,TRUE,4.324675325,344
1338,meredithmama,334,658,TRUE,1.97005988,866
1339,bleechtoes,694,1658,TRUE,2.389048991,1822
1340,layyianc,31,46,TRUE,1.483870968,15
1341,quinceytan,464,709,TRUE,1.528017241,214
1342,ask_in_jesus_name_and_receive,163,1280,TRUE,7.852760736,614
1343,a.lala.life,223,900,FALSE,4.035874439,207
1344,simonetta041285,782,2834,FALSE,3.624040921,492
1345,green_tea02,362,1207,TRUE,3.334254144,646
1346,bluu.wuwu,20,142,TRUE,7.1,640
1347,izou88,44,671,TRUE,15.25,27
1348,frances.crystals,521,286,FALSE,0.548944338,131
1349,reneefsx,661,817,TRUE,1.236006051,1193
1350,jiamy_o,236,683,TRUE,2.894067797,1084
1351,prachi_kale1,183,396,TRUE,2.163934426,14
1352,ragenimagen,971,1825,TRUE,1.879505664,4
1353,joycelyn_c,1309,219,TRUE,0.167303285,832
1354,beautyinpyjamas,1184,7502,FALSE,6.336148649,460
1355,joy.luv.peace,133,483,FALSE,3.631578947,18
1356,mianbaojiejie,6,99,TRUE,16.5,0
1357,strawbellyjam,321,6774,TRUE,21.10280374,164
1358,kjljrg,806,4016,FALSE,4.982630273,1053
1359,sengjhp,998,5132,FALSE,5.142284569,1119
1360,popsicalisationalism,605,883,TRUE,1.459504132,1
1361,miumiuchoo,259,204,FALSE,0.787644788,93
1362,jaspinkcess,142,1060,TRUE,7.464788732,1340
1363,dancerulez12,744,1045,FALSE,1.404569892,185
1364,imlynni3_,217,838,FALSE,3.861751152,4
1365,jasmineliuqx,593,3362,FALSE,5.669477234,1533
1366,jiaying83,223,1495,TRUE,6.704035874,120
1367,avelynnnnn,1313,434,TRUE,0.330540746,209
1368,my_melody_baby_cute,418,912,FALSE,2.181818182,13
1369,hazulacrystals,452,309,FALSE,0.683628319,31
1370,ciel.cielle,178,326,TRUE,1.831460674,2
1371,samanthaalsy,637,307,TRUE,0.481946625,15
1372,thmmelinda,335,314,TRUE,0.937313433,162
1373,theloksmith,19,101,TRUE,5.315789474,324
1374,stellar_mah,155,1008,TRUE,6.503225806,36
1375,noxxy,178,1343,TRUE,7.54494382,1125
1376,yujenee,253,619,TRUE,2.446640316,474
1377,mystiquesciencebybrinda,359,984,FALSE,2.740947075,119
1378,jessicatanjt,526,485,TRUE,0.922053232,147
1379,whitediamond26,257,1798,FALSE,6.996108949,254
1380,shey.an_2009,128,581,TRUE,4.5390625,555
1381,lil.secretgarden,230,452,FALSE,1.965217391,2
1382,candysweeties,458,3783,TRUE,8.259825328,10888
1383,eileentan_10,254,992,TRUE,3.905511811,318
1384,candyce.0626,668,1233,FALSE,1.845808383,897
1385,fab.kpriya,11,318,TRUE,28.90909091,0
1386,queenwithtiara,1,43,FALSE,43,0
1387,kat_check,136,355,TRUE,2.610294118,29
1388,crabbywalks,57,262,TRUE,4.596491228,393
1389,wsmwsm,426,598,TRUE,1.403755869,1574
1390,muchadoaboutnothing25,133,1262,TRUE,9.488721805,635
1391,hayaamodestyfr3n,197,724,TRUE,3.675126904,100
1392,irenemay_,212,388,TRUE,1.830188679,46
1393,ji4yi,189,484,TRUE,2.560846561,47
1394,shadow_von,259,279,TRUE,1.077220077,149
1395,krystalting_14,140,1711,TRUE,12.22142857,273
1396,serene_lene,46,184,TRUE,4,0
1397,jasminehanyi,68,91,FALSE,1.338235294,140
1398,xinyu81,45,127,TRUE,2.822222222,137
1399,janice_leow1105,1191,2096,FALSE,1.759865659,390
1400,dayahwoonie,391,1589,TRUE,4.063938619,896
1401,jess85tan,72,164,TRUE,2.277777778,87
1402,heyjazreel,238,2535,TRUE,10.6512605,272
1403,hasmidakhai,250,1014,TRUE,4.056,20
1404,joey_cwf,188,410,TRUE,2.180851064,199
1405,viallante,916,808,FALSE,0.88209607,539
1406,b.annajzx_,348,742,TRUE,2.132183908,0
1407,snpyng,86,472,TRUE,5.488372093,145
1408,yueg03,65,286,TRUE,4.4,262
1409,shershoppingcart,110,468,TRUE,4.254545455,237
1410,seeteerahman_,189,331,TRUE,1.751322751,39
1411,black.briar24,417,416,TRUE,0.997601918,4
1412,sharonmezz,89,78,TRUE,0.876404494,32
1413,yoceliayip,195,411,FALSE,2.107692308,68
1414,queenieqlxo,455,2216,FALSE,4.87032967,977
1415,junie_teo,2,299,TRUE,149.5,5
1416,fang_gh,32,144,TRUE,4.5,132
1417,gnylime,539,284,TRUE,0.52690167,3
1418,juls_ng_,215,708,TRUE,3.293023256,2030
1419,cryst_alston,726,3196,FALSE,4.402203857,798
1420,sherlynluo,27,390,TRUE,14.44444444,5
1421,jynnjer,205,161,FALSE,0.785365854,223
1422,ccharl3ne,64,389,TRUE,6.078125,0
1423,cherine1984,132,220,FALSE,1.666666667,7
1424,janelleeeee,693,279,TRUE,0.402597403,204
1425,iamcatong,424,1322,TRUE,3.117924528,238
1426,michellephoebe_,880,1656,FALSE,1.881818182,1988
1427,lim_sock_hia,84,901,TRUE,10.72619048,90
1428,syam.siah48,623,2055,FALSE,3.298555377,0
1429,j0lynt,77,489,TRUE,6.350649351,79
1430,mya_221518,179,934,TRUE,5.217877095,331
1431,mehmehcch,91,371,TRUE,4.076923077,41
1432,graciesepet,1419,2497,TRUE,1.759689922,1565
1433,ruth_o_mi,1602,1216,FALSE,0.759051186,294
1434,c0rriinne,114,228,TRUE,2,283
1435,optimusjecsy,48,2036,TRUE,42.41666667,1586
1436,slowbrogal,15240,1243,FALSE,0.08156168,1586
1437,9002wcrest,166,1580,TRUE,9.518072289,76
1438,ahryl,280,988,TRUE,3.528571429,296
1439,joceees,117,584,TRUE,4.991452991,44
1440,sn0wng,46,682,TRUE,14.82608696,1423
1441,elynng,230,286,TRUE,1.243478261,537
1442,miss_dreyy,323,618,TRUE,1.913312693,382
1443,fionicle,184,455,TRUE,2.472826087,447
1444,leephaikkuan,393,700,TRUE,1.781170483,162
1445,rebeccachua,444,667,TRUE,1.502252252,203
1446,tunasnackypack,22,711,TRUE,32.31818182,414
1447,weilin146,92,548,TRUE,5.956521739,1
1448,huiyen79,495,1528,TRUE,3.086868687,2523
1449,q_i_f_e_n,208,515,FALSE,2.475961538,299
1450,claudia_ann_francis,169,1646,TRUE,9.73964497,453
1451,melanieliow,1453,2797,FALSE,1.924982794,1642
1452,taysk73,81,205,TRUE,2.530864198,180
1453,karenseah,38,1228,TRUE,32.31578947,13
1454,iamestherlim,210,907,FALSE,4.319047619,23
1455,ashikinlee,2174,4425,FALSE,2.035418583,8142
1456,babybunny94,238,1503,TRUE,6.31512605,457
1457,sabcpz,152,636,TRUE,4.184210526,394
1458,fel2112,234,381,FALSE,1.628205128,23
1459,janice_lhm,191,401,TRUE,2.09947644,80
1460,vrnveron,64,182,TRUE,2.84375,18
1461,lhuijing,140,160,FALSE,1.142857143,45
1462,behindthecsenes,28,250,TRUE,8.928571429,572
1463,ang.senor,219,128,FALSE,0.584474886,21
1464,ppanda520,347,1093,TRUE,3.149855908,388
1465,rockcrystal800,464,2944,FALSE,6.344827586,110
1466,gsamlee11,283,1007,TRUE,3.558303887,1066
1467,shareaboutcheryl,232,265,FALSE,1.142241379,232
1468,phxy_jayden,109,463,FALSE,4.247706422,42
1469,kokomo288,174,1057,TRUE,6.074712644,23
1470,783552neo,174,1057,TRUE,6.074712644,23
1471,candx.sg,81,57,FALSE,0.703703704,59
1472,nor_jimmy,673,4943,TRUE,7.344725111,112
1473,moom_zie,84,1889,TRUE,22.48809524,28
1474,jolinseiiii,171,288,TRUE,1.684210526,338
1475,cpyserene,7,74,TRUE,10.57142857,0
1476,limlaychoo1967,49,131,TRUE,2.673469388,204
1477,eiaeee,237,740,TRUE,3.122362869,76
1478,kookyjuice,127,2555,TRUE,20.11811024,1233
1479,yoveyta25,206,388,TRUE,1.883495146,378
1480,mylilthings,155,832,TRUE,5.367741935,416
1481,ch.dawn,39,325,TRUE,8.333333333,54
1482,princess_meizhu,586,2341,TRUE,3.994880546,395
1483,totallyyummy,108,1471,FALSE,13.62037037,1
1484,kayee_jayloh,611,817,TRUE,1.337152209,293
1485,tiantian_2009,227,514,TRUE,2.264317181,182
1486,wxtidxnx,2631,7276,FALSE,2.765488407,10368
1487,chindeh09,48,142,TRUE,2.958333333,10
1488,yatibos,18,376,TRUE,20.88888889,0
1489,mangoishungry,786,2116,FALSE,2.692111959,1071
1490,jo83nne,40,119,TRUE,2.975,16
1491,evefoong,50,135,TRUE,2.7,2
1492,iznmlq,407,1879,TRUE,4.616707617,866
1493,s.w.tay,146,353,FALSE,2.417808219,5
1494,fishnchip_d,41,385,TRUE,9.390243902,82
1495,din0_jl,276,384,TRUE,1.391304348,254
1496,jasvictoria_simin,49,752,TRUE,15.34693878,106
1497,lightingale,115,1265,TRUE,11,338
1498,pang._.dudu,224,438,TRUE,1.955357143,25
1499,tripple_rsr,1075,3349,TRUE,3.115348837,221
1500,chloe_choo_yy,233,116,TRUE,0.497854077,11
1501,rdwatrmlon,82,399,FALSE,4.865853659,33
1502,tina_eng77,42,117,TRUE,2.785714286,31
1503,kitschy00048,0,1177,TRUE,1177,0
1504,d.laurel3,152,655,TRUE,4.309210526,99
1505,emma17_11,871,467,FALSE,0.536165327,237
1506,yen.1890,221,1124,TRUE,5.085972851,78
