,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
4900,quartzark,1815,645,FALSE,0.355371901,142
4901,ssffo,564,1130,FALSE,2.003546099,1922
4902,cheryldesiree,8016,3203,FALSE,0.399575848,2712
4903,eileenlsl,381,1226,TRUE,3.217847769,98
4904,wee_lawtan,110,459,FALSE,4.172727273,10
4905,kimberly1012_,77,838,TRUE,10.88311688,12
4906,chenvincent8,861,7115,FALSE,8.263646922,555
4907,cheryunz,170,821,TRUE,4.829411765,308
4908,ylngx_,574,773,FALSE,1.346689895,95
4909,ger_kuang,122,2042,TRUE,16.73770492,1885
4910,chialismacks,460,1392,FALSE,3.026086957,449
4911,sg.moguu,2946,1753,FALSE,0.595044128,736
4912,yiijiing24,1424,2754,TRUE,1.933988764,115
4913,tingtingserene,36,703,TRUE,19.52777778,2168
4914,missjoreis,1144,4441,FALSE,3.881993007,2746
4915,ahxin09,238,794,FALSE,3.336134454,3
4916,snowaholic.beauty,343,1807,FALSE,5.268221574,143
4917,qingqingxx,154,2602,TRUE,16.8961039,2386
4918,beautyexpertlina,611,2512,FALSE,4.111292962,476
4919,feedxinyi,38,187,FALSE,4.921052632,4
4920,teeseesee,364,722,TRUE,1.983516484,1042
4921,kimiiethea,11132,3950,FALSE,0.354832914,4400
4922,petalsplus.sg,8618,87,FALSE,0.01009515,396
4923,ladotc,232,1243,TRUE,5.357758621,29
4924,vivianxuanyun,46,150,TRUE,3.260869565,24
4925,ketomama_of_bbo,352,638,FALSE,1.8125,1657
4926,beauliciously,129,346,FALSE,2.682170543,184
4927,beautywithaheart2017,377,583,FALSE,1.546419098,205
4928,gracetan0711,695,3917,TRUE,5.635971223,3337
4929,shineeting,217,272,FALSE,1.253456221,653
4930,michivory,1953,1025,TRUE,0.524833589,396
4931,jackiekohcy,227,1076,FALSE,4.740088106,25
4932,abigail_chewie,121,534,TRUE,4.41322314,54
4933,yinsayyie,1490,1945,FALSE,1.305369128,136
4934,xmatcha_lover,242,2449,FALSE,10.11983471,16
4935,ksh242003,827,7490,FALSE,9.056831923,102
4936,airimagg,1537,1373,FALSE,0.893298634,80
4937,angel.chng,161,1570,TRUE,9.751552795,193
4938,steph_luv13,418,2985,FALSE,7.141148325,176
4939,lii.aii.love,34,297,TRUE,8.735294118,162
4940,sentimental2017,44,349,TRUE,7.931818182,155
4941,livesimply.nwx,582,310,FALSE,0.532646048,78
4942,leefer123456789,8,845,TRUE,105.625,1
4943,rachrach_lim,92,202,TRUE,2.195652174,30
4944,lxiue,307,1287,FALSE,4.19218241,388
4945,shifasyifanur,0,1378,TRUE,1378,0
4946,mikku.36,85,140,FALSE,1.647058824,5
4947,xuelicheris,505,1699,TRUE,3.364356436,1037
4948,j0anne85,117,335,TRUE,2.863247863,299
4949,kent.ngan.96,0,859,TRUE,859,0
4950,baabaabella,17,82,FALSE,4.823529412,3
4951,olivia.chong1,530,319,TRUE,0.601886792,16
4952,pamz027,18,136,TRUE,7.555555556,0
4953,wywy02158,3,73,TRUE,24.33333333,1
4954,wanhui05,164,570,TRUE,3.475609756,6
4955,blueystar,78,612,TRUE,7.846153846,351
4956,bhunlim,92,352,TRUE,3.826086957,1
4957,happymeiqii,260,834,TRUE,3.207692308,333
4958,lyndaxie,826,1455,TRUE,1.761501211,994
4959,dorisgam,126,436,TRUE,3.46031746,558
4960,linteoh88,162,443,TRUE,2.734567901,366
4961,evonmiss,240,993,TRUE,4.1375,218
4962,j_swans,1016,7173,FALSE,7.06003937,137
4963,mongji.tubs_miyuki,351,372,FALSE,1.05982906,257
4964,euhhue,822,5931,FALSE,7.215328467,2880
4965,lktl82,59,7,FALSE,0.118644068,0
4966,inquisitivejune,1841,792,FALSE,0.430200978,77
4967,ayanohuiying,675,1454,FALSE,2.154074074,491
4968,s_pang_12,80,129,TRUE,1.6125,137
4969,inmostlove,443,556,TRUE,1.255079007,229
4970,bubbletayyy,684,872,FALSE,1.274853801,400
4971,i.huixian,298,641,TRUE,2.151006711,16
4972,furrrbeeclouds,601,757,TRUE,1.259567388,32
4973,tissue___box,3,21,TRUE,7,0
4974,jasanitip_singapore,51,249,FALSE,4.882352941,14
4975,palanisharmi7758.ps,343,254,FALSE,0.740524781,4
4976,lcfangeline,24,222,TRUE,9.25,25
4977,ellieloveyou,9335,3436,FALSE,0.368077129,3673
4978,wendi.quak,885,1012,FALSE,1.143502825,3481
4979,valcheng,385,3160,TRUE,8.207792208,185
4980,pisceslee1974,260,852,TRUE,3.276923077,991
4981,yayazones,111,894,TRUE,8.054054054,28
4982,caeyee,329,1393,TRUE,4.234042553,793
4983,hui.hu1,22,529,TRUE,24.04545455,39
4984,yudkbh.fandom,3141,110,FALSE,0.035020694,704
4985,joannekiong,11972,685,FALSE,0.057216839,2017
4986,eueva4hotmailcom,113,180,TRUE,1.592920354,101
4987,andreajoeytay,141,208,TRUE,1.475177305,308
4988,shanni_83,536,2684,TRUE,5.007462687,3155
4989,estherk.16,161,460,TRUE,2.857142857,31
4990,adel7704,50,97,TRUE,1.94,5
4991,el3en,281,608,TRUE,2.163701068,592
4992,madtravelholic,609,544,FALSE,0.893267652,664
4993,yishanelise,139,385,TRUE,2.769784173,77
4994,snowyhsy,648,600,FALSE,0.925925926,719
4995,viv_choosh,80,414,TRUE,5.175,28
4996,ahy_agnes,120,980,TRUE,8.166666667,213
