,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
5884,shinnie_nail,137,296,FALSE,2.160583942,148
5885,_wander_.lust.__,583,1723,TRUE,2.955403087,135
5886,karentan0806,90,832,TRUE,9.244444444,5066
5887,nuttyberryy,28,322,TRUE,11.5,0
5888,jell0bunny,692,361,FALSE,0.521676301,4
5889,thebeautifulsands,277,362,TRUE,1.306859206,177
5890,slinsszz,35,113,TRUE,3.228571429,2
5891,readjasmine,530,573,TRUE,1.081132075,2118
5892,junneex,223,773,TRUE,3.466367713,233
5893,luv_gem_,3,149,TRUE,49.66666667,59
5894,sta_cy_lim,161,263,TRUE,1.633540373,368
5895,v.veron.v,401,493,TRUE,1.229426434,542
5896,missyjus,303,475,TRUE,1.567656766,280
5897,simply_adrift,51,1059,TRUE,20.76470588,24
5898,_awrxo,31,221,TRUE,7.129032258,445
5899,stephanieyeo90,322,1786,FALSE,5.546583851,1
5900,charlene_thx,55,581,TRUE,10.56363636,275
5901,maxjayliu,16,34,TRUE,2.125,47
5902,linliqin,18,48,TRUE,2.666666667,21
5903,roseei12,141,64,FALSE,0.453900709,8
5904,aierkang,211,1247,TRUE,5.909952607,977
5905,ayuza_liayu,29,325,TRUE,11.20689655,0
5906,vanhy68,20,203,TRUE,10.15,1
5907,valtsc,69,285,TRUE,4.130434783,13
5908,wyap,446,649,TRUE,1.455156951,1518
5909,fiona_zheng__,75,167,TRUE,2.226666667,124
5910,gayathri_murali07,298,4674,TRUE,15.68456376,184
5911,janice._y,30,56,TRUE,1.866666667,33
5912,angsujing,786,2068,TRUE,2.631043257,1435
5913,candicemslin,204,366,TRUE,1.794117647,80
5914,dkhorfamily,202,785,TRUE,3.886138614,890
5915,mummylw,181,762,TRUE,4.209944751,717
5916,adielng,484,2074,TRUE,4.285123967,1687
5917,melanietan86,36,67,TRUE,1.861111111,10
5918,dorothylee25,58,458,TRUE,7.896551724,42
5919,supergirlchng,410,1393,TRUE,3.397560976,41
5920,keszakua,20,31,TRUE,1.55,0
5921,connieanglc,47,75,FALSE,1.595744681,3
5922,mylattediary,51,975,TRUE,19.11764706,1071
5923,eileenfam10,288,1409,TRUE,4.892361111,1746
5924,cutecharito,266,611,TRUE,2.296992481,151
5925,me.andmycrystals,139,384,FALSE,2.762589928,42
5926,alamusenthilkumar,72,185,TRUE,2.569444444,0
5927,janiceeejamjam,648,727,TRUE,1.12191358,420
5928,nurulatikahimran,355,877,TRUE,2.470422535,85
5929,suridesserts,1591,1248,FALSE,0.784412319,399
5930,yvainexin,152,1332,TRUE,8.763157895,320
5931,euevelyn,254,436,TRUE,1.716535433,220
5932,leennnn,322,476,TRUE,1.47826087,598
5933,xenpuff,184,681,TRUE,3.701086957,115
5934,chewyourgreenz,1066,1551,TRUE,1.454971857,1317
5935,queenofcrystals.1,236,1520,FALSE,6.440677966,114
5936,crisstyne_,458,2602,TRUE,5.681222707,732
5937,chloechristy_____,942,4441,TRUE,4.714437367,54
5938,shi.hui,233,407,TRUE,1.746781116,225
5939,loklok0440,25,33,TRUE,1.32,8
5940,siewzzzz,83,403,TRUE,4.855421687,962
5941,sienbfg,659,748,TRUE,1.135053111,508
5942,imnanayaya,228,374,TRUE,1.640350877,830
5943,tingxplane_,264,463,TRUE,1.753787879,713
5944,lunaloheileen,208,414,TRUE,1.990384615,969
5945,matforpuipui,2,8,FALSE,4,0
5946,shanbearlyawake,1295,684,FALSE,0.528185328,222
5947,lelunastones,145,123,FALSE,0.848275862,28
5948,cindyleo,156,225,TRUE,1.442307692,172
5949,sandyhandiwork,714,991,FALSE,1.387955182,363
5950,jeannie_tang_1205,49,242,TRUE,4.93877551,60
5951,katherine__0509,62,112,TRUE,1.806451613,3
5952,priscillaaalim,1913,870,FALSE,0.454783063,280
5953,giantjuicycrystal,1930,1181,FALSE,0.611917098,350
5954,jhayneehernandez,523,2721,FALSE,5.202676864,40
5955,ft0306,165,1076,TRUE,6.521212121,7
5956,jules.eluj,164,203,FALSE,1.237804878,19
5957,aidelynsalleh,256,745,TRUE,2.91015625,428
5958,stacy_soh,71,174,TRUE,2.450704225,63
5959,maymaylicious,45,242,TRUE,5.377777778,274
5960,storyoflkl,306,990,TRUE,3.235294118,1683
5961,sadieaf101,414,1550,TRUE,3.743961353,54
5962,drawwyyy,34,117,TRUE,3.441176471,10
5963,_lady.nette,333,160,FALSE,0.48048048,637
5964,merlotpinotclicquot,74,323,TRUE,4.364864865,574
5965,lindyblue1406,193,266,TRUE,1.378238342,3
5966,emberry,140,1481,TRUE,10.57857143,258
5967,nettie.nettee,727,1539,FALSE,2.116918845,239
5968,crystal_wholesalerlu,12341,7043,FALSE,0.570699295,640
5969,jessyiting,521,988,TRUE,1.896353167,185
5970,lilyautumn.k,507,485,FALSE,0.956607495,29
5971,ky.liemay,53,43,FALSE,0.811320755,0
5972,eclairetzs,74,477,TRUE,6.445945946,215
5973,x_xshaniceee,302,556,TRUE,1.841059603,968
5974,carolsoh77,53,39,FALSE,0.735849057,2
5975,themoonhouse.ja,1278,83,FALSE,0.064945227,41
5976,nshiihuii,325,466,TRUE,1.433846154,295
5977,demuresmile,938,1143,TRUE,1.218550107,824
5978,cc.happycrystals,235,274,FALSE,1.165957447,0
5979,twiny_m0m0,1723,2836,FALSE,1.645966338,251
5980,yeetus_feetushohoho,38,606,TRUE,15.94736842,131
5981,3van_g,241,1528,TRUE,6.340248963,1060
5982,jie.si.ke,238,922,FALSE,3.87394958,275
5983,jeanni3,54,364,TRUE,6.740740741,575
5984,juzaisya,839,1454,TRUE,1.733015495,49
5985,b33_waiy33,188,415,TRUE,2.207446809,181
5986,bebelmt,244,415,TRUE,1.700819672,140
5987,sizzy84,121,211,TRUE,1.743801653,24
5988,weesquare,15,310,TRUE,20.66666667,82
5989,emilyowyong,84,514,FALSE,6.119047619,0
5990,michikoe99,5,315,TRUE,63,1037
5991,tingting000908,787,1344,FALSE,1.707750953,40
5992,yszwh,413,1620,TRUE,3.92251816,687
5993,lai_jieling,30,194,TRUE,6.466666667,0
5994,melaniekirk01,14,351,TRUE,25.07142857,0
5995,jannice_tang,54,67,TRUE,1.240740741,1
5996,hercrystals_,608,1105,FALSE,1.817434211,54
5997,_ktan02,156,1369,TRUE,8.775641026,410
5998,newiew,324,1324,FALSE,4.086419753,661
5999,bottlewinei,84,269,TRUE,3.202380952,101
6000,luv_sammy26,126,218,TRUE,1.73015873,10
6001,iamcharmine,198,178,FALSE,0.898989899,1
6002,wweeyi,33,753,TRUE,22.81818182,0
6003,nysnicgan,296,1015,TRUE,3.429054054,116
6004,_carolong,73,504,TRUE,6.904109589,368
6005,icee.beaarr,43,292,TRUE,6.790697674,280
6006,morganvel11,43,220,TRUE,5.11627907,32
6007,mlssang,370,953,TRUE,2.575675676,30
6008,casseyxia,440,681,FALSE,1.547727273,236
6009,virioah,1,86,TRUE,86,0
6010,eeunicew,339,464,TRUE,1.368731563,355
6011,lynneong_16,575,1108,TRUE,1.926956522,134
6012,larissasjy,3048,2127,FALSE,0.697834646,4804
6013,asynita,1139,7100,TRUE,6.233538191,2666
6014,crystalwholesaler_factory,3217,5946,FALSE,1.848305875,251
6015,mountain16,159,352,TRUE,2.213836478,628
6016,teacherannachen,1936,3870,FALSE,1.998966942,1048
6017,angelie.aa,649,962,TRUE,1.482280431,511
6018,contactwinnietan,133,351,FALSE,2.639097744,2
6019,diroarrrr,34,2730,TRUE,80.29411765,45
6020,littlettol,686,2871,TRUE,4.185131195,2210
6021,xinjeri,10,206,TRUE,20.6,12
6022,raff_iyah,549,550,FALSE,1.001821494,765
6023,jowei1129,886,1346,FALSE,1.519187359,128
6024,_mama_yatie,501,2876,TRUE,5.740518962,1638
6025,glitterydreams,45,341,TRUE,7.577777778,1025
6026,maniideshi,887,1741,FALSE,1.962795941,884
6027,nicoletinne,622,4217,TRUE,6.779742765,1033
6028,brownjakebugg,210,257,TRUE,1.223809524,1110
6029,juzmeaite,128,2177,TRUE,17.0078125,327
6030,beamiewod,168,508,FALSE,3.023809524,1
6031,milko7,206,1346,TRUE,6.533980583,611
6032,immissy_quek,224,539,TRUE,2.40625,733
6033,melineng,339,1177,FALSE,3.471976401,14
6034,2fadli_ibrahim9,564,727,FALSE,1.289007092,169
6035,ming.s_,0,299,TRUE,299,0
6036,neeta_raj,370,691,FALSE,1.867567568,35
6037,sabrina_sabbyy,451,508,TRUE,1.126385809,148
6038,kris_eightnine,407,798,FALSE,1.960687961,34
6039,snowy_night321,0,337,TRUE,337,0
6040,febe_huang,4484,1080,FALSE,0.240856378,1519
6041,lastoria,138,1057,TRUE,7.65942029,487
6042,wandering.daydreamer,94,249,FALSE,2.64893617,9
6043,at.allicetan,147,919,TRUE,6.25170068,430
6044,m0nice,1670,1372,FALSE,0.821556886,1102
6045,bintewan,298,1540,TRUE,5.167785235,30
6046,mollychong80,187,1216,TRUE,6.502673797,4
6047,jingping,152,962,TRUE,6.328947368,531
6048,suzyees,926,1589,TRUE,1.715982721,1339
6049,eline.chua,124,163,FALSE,1.314516129,1
6050,atiqahfazall,117,1282,TRUE,10.95726496,66
6051,szeyunkayley,545,1132,FALSE,2.07706422,442
6052,cyunshiang,33,2037,TRUE,61.72727273,431
6053,mantoulicious,1104,2359,FALSE,2.136775362,1619
6054,melissakohht,211,753,TRUE,3.568720379,37
6055,weinizhao,92,399,TRUE,4.336956522,3
6056,sweet_pumpkin_,73,543,TRUE,7.438356164,337
6057,joeychan,604,1192,TRUE,1.973509934,64
6058,jessicababelim,143,3158,TRUE,22.08391608,3611
6059,yovina.sxbba,2065,3289,TRUE,1.592736077,1045
6060,kim_yoonaaa,1678,903,FALSE,0.538140644,988
6061,arockdream,53,9,FALSE,0.169811321,4
6062,yen505,158,702,TRUE,4.443037975,4
6063,chloe.lim.97,151,127,FALSE,0.841059603,521
6064,miss_hoo,332,540,TRUE,1.626506024,733
6065,stc23m,106,145,TRUE,1.367924528,1436
6066,suchen90,462,755,TRUE,1.634199134,294
6067,niyamasantosha,138,883,TRUE,6.398550725,166
6068,loveslegin,329,502,TRUE,1.525835866,1451
6069,crystal_throb,1961,2652,FALSE,1.352371239,128
6070,goldencoyotedesign,61,136,FALSE,2.229508197,20
6071,mweiling,369,1090,FALSE,2.953929539,176
6072,bao_jiak_heaven,607,4071,FALSE,6.70675453,52
6073,beef.llewellington,513,1108,TRUE,2.159844055,41
6074,astyle.store,61,73,FALSE,1.196721311,21
6075,awcarey,57,29,FALSE,0.50877193,11
6076,shir33nfun,71,80,TRUE,1.126760563,2
6077,zixilim,290,1122,TRUE,3.868965517,249
6078,krystalcortezrealtor,1271,5238,TRUE,4.121164437,46
6079,bluemoon_sgboy,233,1966,FALSE,8.43776824,99
6080,arielle.tyx,326,541,TRUE,1.659509202,624
6081,lydiashonelle,1095,1509,FALSE,1.378082192,197
6082,minibaobao19,670,3588,FALSE,5.355223881,27
6083,milestonelove,1267,4335,FALSE,3.421468035,253
6084,sharina_arrowina,79,226,TRUE,2.860759494,1181
6085,yukislw,601,325,TRUE,0.540765391,395
6086,ssammmmiiii,86,307,FALSE,3.569767442,297
6087,mishaewan,413,1237,FALSE,2.995157385,110
6088,melodyngwy,414,3489,FALSE,8.427536232,560
6089,sayees87,55,1353,TRUE,24.6,326
6090,vee__viv,70,753,TRUE,10.75714286,71
6091,wanderlusty_11,265,524,FALSE,1.977358491,143
6092,_kai.en_,238,748,TRUE,3.142857143,0
6093,mainetansh,404,994,TRUE,2.46039604,1557
6094,jsr_maureenann,76,563,TRUE,7.407894737,544
6095,karencqong,40,122,TRUE,3.05,0
6096,little_crafty_sloth,126,225,FALSE,1.785714286,64
6097,witheveryh3artbeat,159,743,TRUE,4.672955975,537
6098,linzzzchloe,410,501,TRUE,1.22195122,327
6099,msxinz,278,950,FALSE,3.417266187,171
