,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
8000,huishannnn,670,1184,FALSE,1.767164179,287
8001,cxstlyn_,466,7500,TRUE,16.0944206,6
8002,maylene.t,220,930,TRUE,4.227272727,400
8003,mss_bear,1253,1325,TRUE,1.057462091,422
8004,khaieliz,134,271,TRUE,2.02238806,205
8005,angeling18,54,646,TRUE,11.96296296,3
8006,ailingd,82,392,TRUE,4.780487805,100
8007,kylie_kerk,964,425,TRUE,0.440871369,125
8008,tang6868,118,355,FALSE,3.008474576,0
8009,sakura.lenny,136,2848,FALSE,20.94117647,0
8010,aliciahmy_,1604,590,FALSE,0.367830424,499
8011,cqworkspr,574,872,FALSE,1.519163763,545
8012,michciel_,773,1073,FALSE,1.388098318,731
8013,sweetys0,302,5422,TRUE,17.95364238,286
8014,xlari55a.mycrystalcave,726,219,FALSE,0.301652893,59
8015,nop10,235,458,FALSE,1.94893617,136
8016,chrisy_tz,390,378,TRUE,0.969230769,315
8017,missymoolovecorncorn,381,2577,TRUE,6.763779528,684
8018,an.go.pe,208,132,TRUE,0.634615385,145
8019,jessielam78,239,283,TRUE,1.184100418,598
8020,jjangmwks,1,1787,TRUE,1787,3
8021,klp237,11,1779,TRUE,161.7272727,3
8022,liannatoh,532,555,TRUE,1.043233083,1046
8023,queenie_pf,113,795,TRUE,7.03539823,148
8024,s_250618,41,1340,TRUE,32.68292683,6
8025,charmmm,97,1042,TRUE,10.74226804,2593
8026,pigguzz,117,205,TRUE,1.752136752,516
8027,nic9972loh,430,691,TRUE,1.606976744,34
8028,thatrainbowpearl,1,597,TRUE,597,473
8029,keroung,229,761,TRUE,3.323144105,1546
8030,qiuxuanqiuxuan,698,2240,TRUE,3.209169054,989
8031,a_lil_dreamy,430,1152,FALSE,2.679069767,2689
8032,beverlyanneklass,168,2217,TRUE,13.19642857,186
8033,soonbernice,860,876,TRUE,1.018604651,191
8034,n.icolelim,593,3558,TRUE,6,36
8035,stayzzz,350,664,TRUE,1.897142857,205
8036,pineappleslurpz,736,440,TRUE,0.597826087,124
8037,samannnsays,194,1525,TRUE,7.860824742,25
8038,ong_priscilla,107,186,FALSE,1.738317757,0
8039,limlikian,96,49,FALSE,0.510416667,5
8040,made_by_bertha,1245,4928,FALSE,3.958232932,108
8041,thealphabetc,259,964,TRUE,3.722007722,237
8042,yourstruly_ling,312,462,TRUE,1.480769231,1234
8043,jessieleesx,268,738,TRUE,2.753731343,664
8044,medmonster,109,261,TRUE,2.394495413,31
8045,j_ovjv,570,1032,TRUE,1.810526316,319
8046,rainyjes_,41,633,TRUE,15.43902439,6
8047,vivaglam15,38,227,TRUE,5.973684211,274
8048,little_shers_cjx_cjh,136,456,FALSE,3.352941176,358
8049,_pressingsecrets_,88,268,TRUE,3.045454545,859
8050,mizzymiu,13,105,TRUE,8.076923077,6
8051,cal_1411,390,1223,TRUE,3.135897436,192
8052,kanghwee,858,1675,TRUE,1.952214452,821
8053,joothegreat,99,986,TRUE,9.95959596,205
8054,_huiyuuuuu,196,508,TRUE,2.591836735,117
8055,stxnstxn,253,308,TRUE,1.217391304,1082
8056,shereen_lau,143,2916,TRUE,20.39160839,892
8057,midnxghtblue,379,254,FALSE,0.670184697,0
8058,imaginecrafter,67,135,FALSE,2.014925373,21
8059,clarabeltan,3653,4052,TRUE,1.109225294,2118
8060,gwxt,1373,2026,TRUE,1.475600874,427
8061,karen_whiskeybroccoli,227,811,TRUE,3.572687225,1970
8062,mary_tan8,258,841,TRUE,3.259689922,272
8063,izztyjsni,536,2549,TRUE,4.755597015,477
8064,yunrufung,115,314,TRUE,2.730434783,8
8065,edwin1_7,222,1343,TRUE,6.04954955,243
8066,forever_astromama,240,258,TRUE,1.075,791
8067,vvyna,3736,7500,TRUE,2.007494647,525
8068,reginalishuyan,211,561,TRUE,2.658767773,52
