,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
6321,chu_chup,121,2048,TRUE,16.92561983,153
6322,nayly71,168,565,TRUE,3.363095238,21
6323,estherfqy,90,260,TRUE,2.888888889,0
6324,myaakids,236,698,TRUE,2.957627119,0
6325,nouveaudiana,786,3768,FALSE,4.79389313,586
6326,liaoshuphing90,1253,2943,FALSE,2.348762969,1319
6327,tran______,937,1210,FALSE,1.29135539,981
6328,eianswl,453,1315,TRUE,2.902869757,234
6329,j.aempixie,33,3107,TRUE,94.15151515,1839
6330,charsiewmin,54,88,TRUE,1.62962963,35
6331,kimberlynaik,515,1011,FALSE,1.963106796,58
6332,lilabenyy,1172,184,FALSE,0.156996587,979
6333,nyljo,112,2816,TRUE,25.14285714,1780
6334,stranger__37,293,622,TRUE,2.122866894,3
6335,02_wendy_,170,572,TRUE,3.364705882,59
6336,v.elvetdusk,385,1250,TRUE,3.246753247,81
6337,kim2y.m,237,612,TRUE,2.582278481,4
6338,diana.nursita,136,664,TRUE,4.882352941,1
6339,chiaja,146,951,TRUE,6.51369863,293
6340,evonnekok,152,429,TRUE,2.822368421,37
6341,joclc,927,2161,FALSE,2.331175836,44
6342,3vonne.lim,459,871,TRUE,1.897603486,64
6343,kintheresia,237,839,FALSE,3.540084388,118
6344,y3nthegirl,63,691,TRUE,10.96825397,355
6345,quekjeannie,770,4640,FALSE,6.025974026,203
6346,smallbelleho,37,70,TRUE,1.891891892,6
6347,yinanne_c,729,1722,TRUE,2.362139918,385
6348,rhapsody27,197,1865,TRUE,9.467005076,64
6349,cheryl_macchiato,182,761,TRUE,4.181318681,52
6350,fionagoh,509,634,TRUE,1.245579568,1305
6351,c.scharmainie,374,1268,TRUE,3.390374332,679
6352,gee_mohamed,230,381,FALSE,1.656521739,8
6353,jasonng6699,144,759,TRUE,5.270833333,83
6354,blurfishhhy,137,759,TRUE,5.540145985,323
6355,crystal_lover01,203,111,FALSE,0.54679803,55
6356,saintpurrtrick,1163,2939,TRUE,2.527085125,624
6357,huien_xd,272,478,FALSE,1.757352941,192
6358,sugaraindrop,101,244,TRUE,2.415841584,10
6359,oshiiiyukii,5545,6359,FALSE,1.146798918,2213
6360,xe._.anne,528,775,TRUE,1.46780303,1
6361,fangyunnie,161,445,TRUE,2.763975155,778
6362,yibindorisyan,885,1146,TRUE,1.294915254,366
6363,azzahra_mariya777,322,5382,TRUE,16.71428571,1051
6364,thisissiewhong,345,788,TRUE,2.284057971,379
6365,misskayyysh,57,424,FALSE,7.438596491,0
6366,halloumie,244,884,TRUE,3.62295082,998
6367,karekevil,500,3550,FALSE,7.1,445
6368,heonglaing,79,183,TRUE,2.316455696,6
6369,frestant,310,3446,FALSE,11.11612903,620
6370,nuitabol,302,3237,FALSE,10.71854305,601
6371,putrimaharan4,759,2363,FALSE,3.113306983,81
6372,tingcarol,340,668,TRUE,1.964705882,1076
6373,khanoi,24,1179,TRUE,49.125,35
6374,moonbeams.in.november,387,566,FALSE,1.4625323,49
6375,theshirleyng,336,391,FALSE,1.163690476,275
6376,vickylhy,521,2665,TRUE,5.115163148,923
6377,ohlalatinn,99,427,FALSE,4.313131313,0
6378,ningxxx,101,478,TRUE,4.732673267,1480
6379,crystal2392,345,712,TRUE,2.063768116,371
6380,minisanz,78,317,TRUE,4.064102564,1362
6381,dragonspirit_kavz88,303,967,TRUE,3.191419142,237
6382,danielle_teo,241,300,FALSE,1.244813278,328
6383,charis.ting,201,3584,FALSE,17.83084577,110
6384,jac.crystals,223,93,FALSE,0.417040359,7
6385,icrystalsg,2729,4188,FALSE,1.534628069,324
6386,hayyidan,422,595,TRUE,1.409952607,85
6387,theskyisblue_1234,118,2458,TRUE,20.83050847,7
6388,tehseepengsiewdai,233,1455,TRUE,6.244635193,153
6389,jasmine_tjm,3262,5297,TRUE,1.623850399,1083
6390,missy_perfectionist,249,853,TRUE,3.425702811,878
6391,amandatsl,71,472,TRUE,6.647887324,225
6392,charissa26,128,1644,TRUE,12.84375,316
6393,happy_bels,143,245,TRUE,1.713286713,34
6394,rociel,257,766,FALSE,2.980544747,383
6395,mavisngps,154,123,TRUE,0.798701299,23
6396,aviali.m,1043,667,TRUE,0.639501438,1
6397,bblove84,213,335,TRUE,1.572769953,109
6398,loanpham97,200,256,FALSE,1.28,43
6399,liehong78,192,1021,FALSE,5.317708333,42
6400,takemypulse,34,528,TRUE,15.52941176,0
6401,t.peiling,4,18,TRUE,4.5,1
6402,bettywee,94,230,TRUE,2.446808511,494
6403,meteorgemstone,641,82,FALSE,0.127925117,190
6404,mleng.73,95,185,TRUE,1.947368421,34
6405,xxuansl,592,1419,TRUE,2.396959459,1336
6406,cass_yh,494,1231,FALSE,2.491902834,1744
6407,dorauponstar,1563,1736,FALSE,1.110684581,644
6408,lilykor,222,431,FALSE,1.941441441,32
6409,adelynnnnn,1862,1449,TRUE,0.778195489,357
6410,law.6048,342,2624,FALSE,7.67251462,25
6411,rik0ooo,218,534,TRUE,2.449541284,648
6412,choco_licious10,662,6217,FALSE,9.391238671,13
6413,carolong09,108,159,FALSE,1.472222222,22
6414,jeaniedizzie,720,1286,FALSE,1.786111111,588
6415,racluciheferl,82,338,TRUE,4.12195122,5
6416,sleepy_labbithead,47,200,TRUE,4.255319149,27
6417,darkiett,10,77,TRUE,7.7,2
6418,wardah1zakaria,619,1634,TRUE,2.639741519,0
6419,chanyingleng,196,305,FALSE,1.556122449,5
6420,itscolaii,175,420,TRUE,2.4,4
6421,its_nazreen24,38,1106,TRUE,29.10526316,0
6422,tslcynthia,83,1833,TRUE,22.08433735,471
6423,i.m.rui.sha,93,588,TRUE,6.322580645,923
6424,fentanpf,886,1666,FALSE,1.880361174,1780
6425,missyhengsc,154,790,TRUE,5.12987013,366
6426,beaarhug,144,491,TRUE,3.409722222,1099
6427,lilyth.toh,14,429,TRUE,30.64285714,284
6428,iknowican_nvgettochill,52,381,TRUE,7.326923077,792
6429,ngcandy,288,619,FALSE,2.149305556,250
6430,let_it_rain_cupcakes,62,221,FALSE,3.564516129,304
6431,jdlms,1263,7307,FALSE,5.785431512,568
6432,shantillemin,290,733,TRUE,2.527586207,850
6433,fong16yong,86,158,TRUE,1.837209302,7
6434,mohanapreyaa,1601,1828,TRUE,1.141786384,2293
6435,cindyian_lei,451,1322,TRUE,2.931263858,236
6436,abbrey_aw,927,996,FALSE,1.074433657,371
6437,snoopi_88,554,849,FALSE,1.532490975,817
6438,bunny_seeweelin,88,1416,TRUE,16.09090909,13113
6439,norainyahya,429,670,TRUE,1.561771562,375
6440,shawntristan,373,1569,TRUE,4.206434316,391
6441,samanthaelisefong,1364,561,TRUE,0.411290323,639
6442,ellure_jingyu,610,1559,TRUE,2.555737705,463
6443,looneymouse,349,1022,TRUE,2.928366762,3010
6444,hlizhenn,568,412,FALSE,0.725352113,2446
6445,ginasemeon.j,1552,2568,FALSE,1.654639175,30
6446,adizeera,435,2545,TRUE,5.850574713,72
6447,ch0c0belle,2069,6530,FALSE,3.156114065,440
6448,thisiskarine,658,1662,FALSE,2.525835866,44
6449,fenesque,645,280,FALSE,0.434108527,4393
6450,taitaichef,1335,1854,FALSE,1.388764045,469
6451,missystardust,312,1031,FALSE,3.304487179,81
6452,sandyng96,292,527,TRUE,1.804794521,111
6453,fennyliem,2139,2706,TRUE,1.265077139,1073
6454,crystallovin_,64,18,FALSE,0.28125,15
6455,cold_as_me09,52,491,TRUE,9.442307692,56
6456,gintonicshin,102,1103,TRUE,10.81372549,409
6457,chow_chowsss,398,1448,TRUE,3.638190955,1391
6458,quekbuibui,477,597,FALSE,1.251572327,635
6459,hudzkies,386,1395,TRUE,3.613989637,799
6460,susenji.mofa.sg,2474,6401,FALSE,2.587308003,439
6461,singloveshine,971,2197,FALSE,2.26261586,3
6462,diannana_sam,148,1549,TRUE,10.46621622,0
6463,sseethou,175,405,TRUE,2.314285714,196
6464,makeuphairbyannabella,4568,5612,FALSE,1.22854641,2636
6465,xoraheng,346,483,TRUE,1.395953757,6
6466,jessngoi0925,504,963,TRUE,1.910714286,2587
6467,jesschong4732,3711,5582,FALSE,1.504176772,289
6468,linda3255,219,790,TRUE,3.607305936,723
6469,xoxojamieee,521,2366,TRUE,4.541266795,278
6470,sabbyolo,829,825,FALSE,0.99517491,583
6471,altheaong,1411,4090,FALSE,2.898653437,1667
6472,el.crystal_,134,204,FALSE,1.52238806,41
6473,itsjustckm,450,530,FALSE,1.177777778,18
6474,ohlalacandicelewis,176,587,FALSE,3.335227273,13
6475,iris_tan75,701,1192,FALSE,1.70042796,275
6476,gingerhusky,422,1658,TRUE,3.928909953,1104
6477,gioannetan,900,4660,FALSE,5.177777778,1929
6478,eileentay7,364,1835,FALSE,5.041208791,121
6479,luffbebe,136,428,TRUE,3.147058824,400
6480,scsn89,140,1601,TRUE,11.43571429,360
6481,jolinelzh,817,1030,FALSE,1.260709914,986
6482,heyccarissa,869,2539,FALSE,2.921749137,3684
6483,cyndilhb,572,1545,TRUE,2.701048951,685
6484,hersnails,1154,3124,FALSE,2.707105719,499
6485,chrismiyuki93,135,191,TRUE,1.414814815,305
6486,resvagaz,216,866,TRUE,4.009259259,230
6487,dancesingirl,441,544,TRUE,1.233560091,471
6488,wii_gems,348,218,FALSE,0.626436782,114
6489,choco_lover7,13,33,TRUE,2.538461538,1
6490,stoneleader1122,356,991,FALSE,2.783707865,45
6491,syuhlahwhatelse,56,159,TRUE,2.839285714,715
6492,datinyahm,49,393,TRUE,8.020408163,58
6493,sharonlim69,6,48,TRUE,8,50
6494,iam_eve_lyn,337,906,TRUE,2.6884273,1
6495,bibiwby,308,1258,TRUE,4.084415584,1047
6496,helena_baet,128,377,TRUE,2.9453125,128
6497,sweetsap_,854,1715,FALSE,2.008196721,40
6498,adelinehuixiu,2339,7494,FALSE,3.203933305,1736
6499,gohsiewling,58,941,TRUE,16.22413793,438
